RecordNo,ActivitySummaryDate,PlantTrackedCount,PlantBatchCount,StrainActiveCount,PlantImmatureCount,HarvestActiveCount,PlantVegetativeCount,PlantFloweringCount,PlantHarvestedCount,PlantDestroyedCount,EmployeeCount,ProductActiveCount,PackageActiveCount
1002,7/20/2021,416.732142857,5.105357143,52.379361264,192.771428571,2.308928571,198.683928571,218.048214286,1891.248214286,500.796428571,18.036224817,241.495135073,967.600608974
1003,7/21/2021,412.878571429,5.408928571,52.486847527,201.308928571,2.308928571,195.853571429,217.025,1896.223214286,503.5,18.075235806,239.488656136,979.365684524
1004,7/22/2021,413.113274336,5.483185841,52.656878971,202.615929204,2.277876106,196.276106195,216.837168142,1882.477876106,499.644247788,18.052468658,239.722082766,986.177231251
1005,7/23/2021,413.309734513,5.217699115,52.912967296,195.976991150,2.304424779,199.640707965,213.669026549,1887.518584071,500.198230088,18.068777229,240.687122759,997.147517018
1006,7/24/2021,411.812389381,5.249557522,52.976167886,196.807079646,2.318584071,197.564601770,214.247787611,1888.969911504,500.292035398,18.068777229,240.876443017,996.503020337
1007,7/25/2021,411.060176991,5.292035398,52.976167886,198.256637168,2.307964602,196.433628319,214.626548673,1889.892035398,500.626548673,18.069257999,241.057452632,995.910433260
1008,7/26/2021,410.647787611,5.382300885,52.959422510,198.661946903,2.332743363,192.382300885,218.265486726,1893.578761062,501.695575221,18.058179033,241.836026917,994.932274365
1009,7/27/2021,413.389380531,5.467256637,53.108146925,200.368141593,2.346902655,192.231858407,221.157522124,1896.743362832,502.557522124,18.083206633,242.153205675,1006.616367796
1010,7/28/2021,412.989380531,5.660176991,53.102660189,211.224778761,2.382300885,197.702654867,215.286725664,1904.653097345,504.476106195,18.116381308,241.977134222,1015.902399533
1011,7/29/2021,420.017699115,5.656637168,53.238836703,239.881415929,2.442477876,208.412389381,211.605309735,1911.486725664,505.456637168,18.142311938,242.432134350,1024.837024251
1012,7/30/2021,430.870796460,5.269026549,53.306477921,232.738053097,2.410619469,215.415929204,215.454867257,1912.019469027,505.851327434,18.148707808,242.564138496,1036.119142227
1013,7/31/2021,430.626548673,5.267256637,53.312663488,235.523893805,2.407079646,212.927433628,217.699115044,1912.024778761,506.097345133,18.154683072,242.839553662,1034.300901097
1014,8/1/2021,430.419469027,5.224778761,53.329131899,232.915044248,2.405309735,213.461946903,216.957522124,1913.201769912,506.138053097,18.152621216,243.349889375,1033.573836843
1015,8/2/2021,431.194736842,5.887719298,53.698273787,252.791228070,2.391228070,217.945614035,213.249122807,1900.563157895,502.536842105,18.145421971,242.238625430,1038.256396970
1016,8/3/2021,445.736842105,5.071929825,53.781568026,223.219298246,2.392982456,227.071929825,218.664912281,1907.485964912,503.333333333,18.185349903,242.490277557,1047.939959932
1017,8/4/2021,447.989473684,5.140350877,53.799412955,225.977192982,2.429824561,234.105263158,213.884210526,1916.192982456,504.154385965,18.188954116,242.362267206,1056.908630229
1018,8/5/2021,441.998245614,5.201754386,53.422536187,226.266666667,2.456140351,230.808771930,211.189473684,1928.066666667,505.192982456,18.142901930,241.544636347,1067.010962926
1019,8/6/2021,447.222807018,5.194736842,53.502361776,223.387719298,2.456140351,226.036842105,221.185964912,1928.382456140,505.885964912,18.154603088,241.829979928,1068.606127849
1020,8/7/2021,447.429824561,5.196491228,53.578862184,225.128070175,2.470175439,223.724561404,223.705263158,1930.694736842,507.736842105,18.155066175,241.965371805,1075.071870329
1021,8/8/2021,446.340350877,5.261403509,53.594676319,228.014035088,2.480701754,222.880701754,223.459649123,1931.782456140,507.771929825,18.156081403,242.021779321,1074.332095330
1022,8/9/2021,451.696491228,5.047368421,53.609904745,224.580701754,2.496491228,227.649122807,224.047368421,1932.992982456,508.305263158,18.163188002,242.280453633,1073.523731684
1023,8/10/2021,478.307017544,5.208771930,53.825653802,227.487719298,2.464912281,244.442105263,233.864912281,1938.042105263,510.801754386,18.232155716,243.122529440,1087.095865821
1024,8/11/2021,478.307017544,5.208771930,53.825653802,227.487719298,2.464912281,244.442105263,233.864912281,1938.042105263,510.801754386,18.232155716,243.122529440,1087.195460963
1025,8/12/2021,487.080701754,5.296491228,54.010439761,214.8,2.484210526,252.010526316,235.070175439,1942.257894737,512.726315789,18.268237428,243.766618577,1087.527604143
1026,8/13/2021,498.728070175,5.745614035,54.183052981,232.496491228,2.531578947,260.657894737,238.070175439,1949.254385965,517.464912281,18.328273598,244.619118080,1100.390290525
1027,8/14/2021,498.210526316,5.738596491,54.199348699,234.142105263,2.535087719,260.254385965,237.956140351,1949.947368421,517.598245614,18.334088898,244.653635847,1100.716922118
1028,8/15/2021,498.133333333,5.743859649,54.217778999,233.936842105,2.535087719,254.564912281,243.568421053,1951.017543860,517.731578947,18.342210725,245.036767436,1099.340048364
1029,8/16/2021,498.133333333,5.743859649,54.217778999,233.936842105,2.535087719,254.564912281,243.568421053,1951.017543860,517.731578947,18.342210725,245.041843578,1099.270830610
1030,8/17/2021,521.553448276,5.529310345,54.146037041,228.494827586,2.460344828,276.467241379,245.086206897,1923.677586207,510.508620690,18.093414368,244.489629141,1108.244156692
1031,8/18/2021,524.010344828,5.681034483,54.396156876,227.831034483,2.465517241,288.4,235.610344828,1937.839655172,511.443103448,17.954690209,244.994885259,1030.856351329
1032,8/19/2021,526.803448276,5.439655172,54.536930729,218.893103448,2.467241379,292.074137931,234.729310345,1943.227586207,512.368965517,17.994615570,245.124531321,1044.022894652
1033,8/20/2021,528.681034483,5.481034483,53.990699963,221.793103448,2.484482759,291.508620690,237.172413793,1945.558620690,512.634482759,17.737429841,244.492305471,1047.908525641
1034,8/21/2021,528.529310345,5.481034483,53.991704988,221.791379310,2.486206897,289.660344828,238.868965517,1945.644827586,512.701724138,17.744447245,244.561652204,1049.537445237
1035,8/22/2021,527.593103448,5.512068966,54.011457597,226.620689655,2.487931034,283.456896552,244.136206897,1946.6,512.962068966,17.777574419,244.751867649,1047.699826552
1036,8/23/2021,530.241379310,5.370689655,54.042716456,220.381034483,2.508620690,287.386206897,242.855172414,1949.674137931,514.077586207,17.777141219,244.922013916,1048.108153251
1037,8/24/2021,524.3,5.420689655,54.081548187,220.467241379,2.498275862,272.505172414,251.794827586,1959.151724138,517.753448276,17.774125526,244.737907162,1061.629754521
1038,8/25/2021,527.148275862,5.756896552,54.208829355,221.541379310,2.493103448,254.231034483,272.917241379,1961.775862069,519.079310345,17.791726764,245.366328912,1066.365304772
1039,8/26/2021,530.760344828,5.689655172,54.372206897,221.975862069,2.536206897,242.706896552,288.053448276,1965.437931034,519.968965517,17.790783351,245.963130858,1078.592730086
1040,8/27/2021,531.356896552,5.689655172,54.387347480,220.934482759,2.531034483,243.625862069,287.731034483,1965.748275862,520.060344828,17.789783351,246.060499558,1079.122516357
1041,8/30/2021,537.534482759,5.487931034,54.588749779,215.370689655,2.568965517,235.843103448,301.691379310,1974.825862069,528.141379310,17.821302950,247.153709107,1087.845452214
1042,8/31/2021,545.329310345,5.274137931,54.504220159,208.474137931,2.537931034,234.431034483,310.898275862,1978.639655172,529.627586207,17.839039466,247.379415561,1098.128501889
1043,9/1/2021,546.367241379,5.281034483,54.512220159,207.634482759,2.513793103,230.901724138,315.465517241,1978.986206897,529.686206897,17.829327707,247.420709107,1099.020431155
1044,9/2/2021,548.479310345,5.465517241,54.649577365,207.072413793,2.518965517,235.925862069,312.553448276,1986.3,530.993103448,17.879022962,247.648268789,1107.763424698
1045,9/3/2021,548.168965517,5.363793103,54.587566148,205.437931034,2.584482759,238.863793103,309.305172414,1993.072413793,532.617241379,17.887663103,247.691935548,1117.366905745
1046,9/4/2021,547.468965517,5.239655172,54.529424245,205.232758621,2.610344828,233.196551724,314.272413793,1998.527586207,534.694827586,17.856222887,246.948407244,1123.945515722
1047,9/5/2021,550.377586207,4.958620690,54.546703519,203.024137931,2.615517241,236.268965517,314.108620690,1999.675862069,534.770689655,17.857217912,247.067947256,1121.968730074
1048,9/6/2021,547.762068966,4.962068966,54.567687208,202.587931034,2.653448276,235.329310345,312.432758621,2002.736206897,535.208620690,17.859207961,247.131174008,1118.634217258
1049,9/7/2021,552.293103448,4.865517241,54.686554135,199.062068966,2.613793103,167.627586207,384.665517241,2005.498275862,536.115517241,17.870419147,247.415612140,1121.069125890
1050,9/8/2021,560.613793103,4.803448276,54.789230408,187.606896552,2.610344828,158.563793103,402.05,2007.437931034,536.703448276,17.772461641,247.662145949,1050.792876299
1051,9/9/2021,562.387931034,4.913793103,54.847039790,191.270689655,2.622413793,163.348275862,399.039655172,2010.386206897,537.453448276,17.799425251,247.868768119,1057.769289736
1052,9/10/2021,556.817241379,5.008620690,54.919962062,195.556896552,2.632758621,148.086206897,408.731034483,2015.986206897,540.555172414,17.855936996,248.310575668,798.474295915
1053,9/11/2021,548.467241379,5.082758621,54.875489107,196,2.653448276,146.148275862,402.318965517,2026.953448276,541.465517241,17.815447038,248.153705200,803.551300612
1054,9/12/2021,549.001724138,5.108620690,54.875489107,193.827586207,2.667241379,146.517241379,402.484482759,2027.315517241,541.634482759,17.816437137,248.172629878,803.006847284
1055,9/13/2021,547.636206897,5.120689655,54.888360394,193.260344828,2.589655172,147.103448276,400.532758621,2029.267241379,541.791379310,17.819407434,248.203514398,802.650173516
1056,9/14/2021,544.431034483,4.784482759,54.957095782,232.794827586,2.612068966,144.539655172,399.891379310,2041.755172414,543.922413793,18.139922349,246.898294013,809.482388660
1057,9/15/2021,534.606896552,5.091379310,55.078088171,237.934482759,2.596551724,143.481034483,391.125862069,2057.851724138,546.013793103,18.167945695,241.959104287,823.232913721
1058,9/16/2021,533.717241379,4.922413793,55.219186139,226.146551724,2.603448276,152.377586207,381.339655172,2069.537931034,546.620689655,18.182102468,242.455677187,829.414865555
1059,9/17/2021,524.755555556,5.104273504,55.166494848,231.649572650,2.552136752,149.545299145,375.210256410,2057.690598291,543.326495726,18.185575865,242.264728459,835.209727618
1060,9/18/2021,524.035897436,5.165811966,55.167484947,234.338461538,2.557264957,149.543589744,374.492307692,2058.408547009,543.328205128,18.186565964,242.446959058,838.714981260
1061,9/19/2021,525.158974359,5.213675214,55.183055735,237.114529915,2.560683761,150.182905983,374.976068376,2058.540170940,543.475213675,18.190255564,242.500509029,837.642101810
1062,9/20/2021,523.193162393,5.211965812,55.195927022,237.107692308,2.570940171,149.714529915,373.478632479,2060.475213675,543.505982906,18.190255564,242.513931763,837.236267799
1063,9/21/2021,521.417094017,5.085470085,55.737808649,229.873504274,2.6,149.668376068,371.748717949,2071.552136752,544.215384615,18.281131721,243.137662111,843.075319401
1064,9/22/2021,526.099145299,5.153846154,55.579257289,221.070085470,2.651282051,159.061538462,367.037606838,2084.070085470,547.964102564,18.189068458,242.122062787,853.595502384
1065,9/23/2021,522.617094017,5.153846154,55.586086557,221.070085470,2.661538462,159.061538462,363.555555556,2087.552136752,547.964102564,18.182239190,242.152725728,850.511919026
1066,9/24/2021,516.933333333,5.213675214,55.673883413,223.169230769,2.712820513,157.933333333,359,2096.610256410,548.452991453,18.270358294,242.765933033,852.099818901
1067,9/25/2021,519.177777778,5.152136752,55.766468705,218.557264957,2.726495726,156.680341880,362.497435897,2098.495726496,549.878632479,18.261481015,243.096109647,856.860994424
1068,9/26/2021,508.196581197,5.254700855,55.812733064,220.637606838,2.788034188,153.928205128,354.268376068,2109.861538462,550.507692308,18.264012661,243.268855482,855.171109871
1069,9/27/2021,502.620512821,5.252991453,55.910140990,228.194871795,2.810256410,147.388034188,355.232478632,2116.943589744,551.796581197,18.295563630,243.587115998,856.017691859
1070,9/28/2021,493.502564103,5.241025641,55.932370073,228.259829060,2.808547009,146.464957265,347.037606838,2125.943589744,551.916239316,18.316486834,243.653915554,857.384983785
1071,9/29/2021,471.524369748,4.976470588,55.572307865,222.778151261,2.820168067,145.552941176,325.971428571,2112.754621849,546.384873950,18.204953156,242.399583911,871.668312620
1072,9/30/2021,471.033613445,4.907563025,55.773688708,226.289075630,2.865546218,149.147899160,321.885714286,2119.489075630,548.324369748,18.238878668,242.771102635,882.737334312
1073,10/1/2021,465.757983193,4.858823529,55.593110860,226.509243697,2.842016807,145.855462185,319.902521008,2127.946218487,550.089075630,18.215754148,242.162823206,890.903387560
1074,10/2/2021,465.756302521,4.858823529,55.593110860,226.509243697,2.842016807,145.853781513,319.902521008,2127.946218487,550.090756303,18.215754148,242.164746283,890.852426022
1075,10/3/2021,457.653781513,4.719327731,55.626856820,225.729411765,2.863865546,148.020168067,309.633613445,2138.589915966,551.203361345,18.208780974,242.262406270,892.555079545
1076,10/4/2021,457.736134454,4.712605042,55.626856820,224.936134454,2.862184874,148.346218487,309.389915966,2138.793277311,551.270588235,18.209742512,242.268367809,891.747926991
1077,10/5/2021,449.752941176,4.722689076,55.720402392,220.121008403,2.902521008,151.142857143,298.610084034,2151.235294118,553.416806723,18.234291640,242.635176147,899.550727573
1078,10/6/2021,447.781512605,4.702521008,55.884809308,215.616806723,2.978151261,154.057142857,293.724369748,2166.589915966,554.862184874,18.261314911,243.454292178,904.756700244
1079,10/7/2021,438.063865546,4.670588235,55.768600617,215.850420168,3.047058824,153.667226891,284.396638655,2178.275630252,555.354621849,17.978860718,242.838499146,911.187737118
1080,10/8/2021,436.956302521,4.885714286,55.635866791,217.248739496,3.087394958,148.769747899,288.186554622,2186.658823529,558.551260504,17.893678805,242.701595601,920.906040046
1081,10/9/2021,428.902521008,4.915966387,55.670117232,216.909243697,3.152941176,145.030252101,283.872268908,2197.988235294,558.682352941,17.901353875,242.829588132,925.200363108
1082,10/10/2021,428.855462185,4.910924370,55.676395892,216.460504202,3.154621849,145.030252101,283.825210084,2198.023529412,558.694117647,17.901353875,242.838900301,924.954320988
1083,10/11/2021,422.416806723,4.969747899,55.766948854,215.339495798,3.233613445,139.791596639,282.625210084,2206.647058824,560.684033613,17.908468721,243.401543729,928.115605353
1084,10/12/2021,429.616806723,4.618487395,55.797037037,191.189915966,3.203361345,144.608403361,285.008403361,2207.835294118,561.495798319,17.961067538,243.642029256,930.613423592
1085,10/13/2021,416.411666667,4.8,55.679887953,190.521666667,3.286666667,148.188333333,268.223333333,2209.075,559.013333333,17.881757650,243.480890235,936.220975075
1086,10/14/2021,404.466666667,4.6,55.853958809,184.335,3.321666667,152.205,252.261666667,2227.501666667,560.141666667,17.820849097,243.898467615,889.571041956
1087,10/16/2021,395.801666667,4.505,56.043646949,188.341666667,3.405,149.896666667,245.905,2238.196666667,562.273333333,17.860248196,245.249430987,895.492577740
1088,10/17/2021,394.968333333,4.505,56.055594757,188.32,3.415,148.983333333,245.985,2239.008333333,562.298333333,17.858581530,245.286819086,894.580434799
1089,10/18/2021,396.996666667,4.463333333,56.078741443,186.601666667,3.411666667,150.306666667,246.69,2239.87,562.601666667,17.846174122,245.364990346,894.074063025
1090,10/19/2021,384.316666667,4.606666667,56.017365676,195.495,3.401666667,144.915,239.401666667,2257.363333333,564.02,17.891773203,245.567507390,909.975616883
1091,10/20/2021,387.238333333,4.635,56.056243262,192.026666667,3.426666667,146.65,240.588333333,2259.81,564.461666667,17.863550286,245.564344462,908.028865548
1092,10/21/2021,378.45,5.148333333,56.333697935,199.495,3.44,146.035,232.415,2273.115,567.125,17.913664386,246.047103958,802.036098552
1093,10/22/2021,381.8,5.045,56.414391370,195.34,3.428333333,148.306666667,233.493333333,2273.958333333,567.28,17.922675578,246.054031383,805.381731501
1094,10/23/2021,373.916393443,5.009836066,56.229768464,194.278688525,3.395081967,144.426229508,229.490163934,2238.714754098,558.963934426,17.869239688,245.486877113,810.337626247
1095,10/24/2021,374.206557377,5.037704918,56.821553395,194.568852459,3.414754098,140.744262295,233.462295082,2240.636065574,559.226229508,17.865501371,249.596916134,809.296887107
1096,10/25/2021,371.218032787,5.196721311,56.895801296,197.347540984,3.388524590,142.121311475,229.096721311,2246.755737705,560.106557377,17.904768257,250.058572842,813.855274511
1097,10/26/2021,372.268852459,5.085245902,56.976517107,192.706557377,3.355737705,140.759016393,231.509836066,2253.862295082,561.052459016,17.897186833,250.345484379,826.864098694
1098,10/27/2021,371.314754098,4.981967213,56.931564197,188.762295082,3.342622951,142.652459016,228.662295082,2258.381967213,561.436065574,17.867729914,249.321340623,830.067344488
1099,10/28/2021,369.532786885,5.457377049,57.059802995,202.193442623,3.347540984,139.162295082,230.370491803,2264.744262295,562.575409836,17.868649173,249.983752667,834.993860001
1100,10/29/2021,369.924590164,5.822950820,57.063176599,202.111475410,3.345901639,139.724590164,230.2,2264.959016393,562.785245902,17.872727541,250.057352760,836.821717872
1101,10/30/2021,369.991803279,5.742622951,57.159958820,201.844262295,3.347540984,136.591803279,233.4,2267.470491803,563.740983607,17.892549519,252.304036890,844.035428235
1102,11/1/2021,362.685245902,5.757377049,57.291795431,201.440983607,3.367213115,129.052459016,233.632786885,2276.265573770,567.063934426,17.940066296,252.943047454,851.767290716
1103,11/2/2021,361.562295082,5.798360656,57.294599170,201.885245902,3.360655738,129.118032787,232.444262295,2277.449180328,567.068852459,17.941705641,252.977028628,851.676511327
1104,11/3/2021,363.337704918,5.957377049,57.394310687,197.877049180,3.311475410,132.772131148,230.565573770,2280.822950820,568.467213115,17.984282255,257.514042607,856.060386591
1105,11/4/2021,353.759349593,6.234146341,57.418634556,192.256910569,3.271544715,123.260162602,230.499186992,2273.484552846,568.791869919,17.983874941,257.153197151,873.812096432
1106,11/5/2021,353.466666667,6.133333333,57.485530176,192.951219512,3.281300813,121.852032520,231.614634146,2276.669918699,570.370731707,18.045295599,257.588853705,876.621389455
1107,11/6/2021,353.466666667,6.133333333,57.485530176,192.951219512,3.281300813,121.852032520,231.614634146,2276.669918699,570.370731707,18.045295599,257.588853705,876.649021478
1108,11/8/2021,350.502439024,5.964227642,57.610284585,190.073170732,3.343089431,119.985365854,230.517073171,2282.907317073,576.091056911,18.116126571,260.031000043,879.455431581
1109,11/9/2021,354.845528455,5.884552846,57.807518197,184.237398374,3.354471545,123.559349593,231.286178862,2285.931707317,576.575609756,18.127693056,260.248889426,884.623642251
1110,11/10/2021,354.252032520,5.905691057,57.880811965,185.304065041,3.344715447,122.455284553,231.796747967,2288.808130081,578.310569106,18.131913081,260.600799917,891.557572186
1111,11/11/2021,351.580487805,6.128455285,58.131921355,189.003252033,3.331707317,123.456910569,228.123577236,2295.078048780,578.642276423,18.089803082,264.536879224,900.876163484
1112,11/13/2021,356.543089431,5.990243902,58.168696738,188.970731707,3.343089431,127.734959350,228.808130081,2297.525203252,579.489430894,18.040162087,267.157398700,909.158561074
1113,11/14/2021,355.526829268,6.066666667,58.194622664,190.598373984,3.360975610,127.107317073,228.419512195,2298.486178862,580.071544715,18.040162087,267.268484779,908.056069264
1114,11/15/2021,356.769105691,6.091056911,58.299166041,191.682926829,3.336585366,126.185365854,230.583739837,2304.299186992,581.304065041,17.995282024,268.185296470,909.970685996
1115,11/16/2021,358.674796748,6.263414634,58.345568453,195.310569106,3.258536585,127.118699187,231.556097561,2307.076422764,583.126829268,17.938805441,268.687392388,920.177754001
1116,11/17/2021,358.674796748,6.191869919,58.348346230,194.915447154,3.258536585,127.118699187,231.556097561,2307.076422764,583.126829268,17.938805441,268.726682883,924.933599124
1117,11/20/2021,357.552845528,6.344715447,59.348955714,193.645528455,3.279674797,126.289430894,231.263414634,2320.369105691,586.751219512,17.919265450,270.909071789,956.159235441
1118,11/21/2021,351.985365854,6.382113821,59.397458397,196.073170732,3.473170732,120.6,231.385365854,2325.603252033,587.195121951,17.918007573,271.089037451,957.983055884
1119,11/22/2021,351.557723577,6.282926829,59.473858578,191.560975610,3.499186992,118.934959350,232.622764228,2330.377235772,587.422764228,17.946519181,271.253119796,952.509147744
1120,11/23/2021,350.708943089,6.060162602,59.522193167,186.960975610,3.461788618,119.143089431,231.565853659,2336.2,588.209756098,17.944716480,271.541550534,962.014914055
1121,11/24/2021,352.512195122,5.965853659,59.617473062,187.803252033,3.486178862,124.504065041,228.008130081,2342.604878049,588.905691057,17.994026183,272.471915492,974.017157601
1122,11/25/2021,351.624390244,5.969105691,59.623003016,188.814634146,3.487804878,122.126829268,229.497560976,2343.484552846,588.913821138,17.994947842,272.471915492,980.914260327
1123,11/26/2021,354.640650407,5.938211382,59.691356818,185.642276423,3.492682927,121.364227642,233.276422764,2345.749593496,589.308943089,18.004948054,273.317174012,982.319398074
1124,11/27/2021,354.373983740,6.001626016,59.700573407,186.530081301,3.479674797,120.840650407,233.533333333,2345.983739837,589.341463415,18.009556349,273.420847784,980.254375420
1125,11/28/2021,354.373983740,6.001626016,59.700573407,186.530081301,3.479674797,120.840650407,233.533333333,2345.983739837,589.341463415,18.009556349,273.420847784,980.254375420
1126,11/29/2021,351.951612903,5.925806452,59.368398653,184.122580645,3.446774194,115.251612903,236.7,2328.553225806,584.927419355,17.909645151,271.336805056,976.632202652
1127,12/1/2021,357.808064516,6.15,59.818198537,181.119354839,3.395161290,119.959677419,237.848387097,2343.769354839,587.853225806,18.107114491,272.697945997,996.490818750
1128,12/2/2021,357.808064516,6.15,59.818198537,181.119354839,3.395161290,119.959677419,237.848387097,2343.769354839,587.853225806,18.107114491,272.697945997,996.586278100
1129,12/3/2021,355.9456,6.368,59.538428135,179.3184,2.4496,117.1408,238.8048,2330.8976,585.5344,17.972621918,272.668510965,879.197319434
1130,12/4/2021,357.2352,6.4064,59.560075142,178.0752,2.432,119.1552,238.08,2331.6048,585.6352,17.971939349,272.840517082,878.758928346
1131,12/5/2021,358.1856,6.3808,59.572176496,177.0944,2.44,120.5312,237.6544,2332.4272,585.6768,17.980196229,272.862103976,877.967794401
1132,12/6/2021,356.6672,6.4304,59.770498908,172.2352,2.4192,118.4352,238.232,2338.8672,587.2368,18.032134718,273.550672259,883.604455463
1133,12/7/2021,356.6672,6.4304,59.770498908,172.2352,2.4192,118.4352,238.232,2338.8672,587.2368,18.032134718,273.550672259,883.715922129
1134,12/8/2021,353.684126984,6.476190476,60.066793360,167.122222222,2.461904762,123.153968254,230.530158730,2334.042857143,585.860317460,18.030112467,274.604718218,898.694671730
1135,12/9/2021,345.761904762,5.690476190,60.445959596,192.541269841,2.666666667,124.433333333,221.328571429,2414.463492063,598.274603175,18.158310578,279.937936508,976.343177933
1136,12/10/2021,351.055555556,6.111111111,59.972505527,170.211111111,2.450793651,124.096825397,226.958730159,2343.306349206,587.107936508,17.917265915,276.182161060,908.305311253
1137,12/11/2021,351.677777778,6.187301587,60.033405483,173.349206349,2.449206349,122.863492063,228.814285714,2343.306349206,587.326984127,17.916596044,276.228112713,907.668858766
1138,12/12/2021,348.973015873,6.192063492,60.036157777,173.422222222,2.450793651,120.420634921,228.552380952,2345.896825397,587.441269841,17.918430907,276.341604776,903.587629394
1139,12/13/2021,348.726984127,6.230158730,60.111139574,174.315873016,2.453968254,117.453968254,231.273015873,2350.173015873,588.133333333,17.926862536,277.316513761,903.228124984
1140,12/15/2021,343.750793651,6.182539683,60.243883130,178.784126984,2.552380952,113.553968254,230.196825397,2361.144444444,590.541269841,17.998757104,278.007667104,921.015797251
1141,12/16/2021,339.866666667,6.014285714,60.282888518,182.839682540,2.528571429,114.185714286,225.680952381,2366.439682540,591.874603175,17.996106747,278.230712101,927.936312973
1142,12/17/2021,339.219047619,5.922222222,60.289732846,181.392063492,2.517460317,113.976190476,225.242857143,2366.838095238,592.128571429,17.997024179,278.260026212,933.881227895
1143,12/18/2021,345.446031746,5.925396825,60.336427181,175.615873016,2.482539683,114.026984127,231.419047619,2367.766666667,592.333333333,18.004116067,278.468414155,939.464119978
1144,12/20/2021,343.095238095,5.941269841,60.423364709,179.877777778,2.406349206,115.774603175,227.320634921,2374.6,593.250793651,18.057166330,279.101099461,946.783201050
1145,12/21/2021,341.901587302,5.915873016,60.454804930,181.511111111,2.431746032,120.509523810,221.392063492,2384.506349206,593.965079365,18.098458015,279.727188001,951.081986464
1146,12/22/2021,340.809523810,5.914285714,60.469957107,182.647619048,2.457142857,121.668253968,219.141269841,2393.306349206,595.363492063,18.115445054,280.001980486,962.660238335
1147,12/27/2021,347.060317460,5.692063492,60.322150072,175.552380952,2.466666667,127.198412698,219.861904762,2406.557142857,597.663492063,18.115162615,279.610461760,971.176234876
1148,12/28/2021,345.761904762,5.690476190,60.445959596,192.541269841,2.666666667,124.433333333,221.328571429,2414.463492063,598.274603175,18.158310578,279.947460317,976.376771007
1149,12/29/2021,343.869841270,5.614285714,60.505555556,196.734920635,2.669841270,123.712698413,220.157142857,2419.196825397,598.850793651,18.164890665,280.276637807,982.719705850
1150,12/30/2021,341.138095238,5.563492063,60.546204906,198.580952381,2.698412698,121.042857143,220.095238095,2423.942857143,599.311111111,18.167387057,280.574011544,986.614951715
1151,12/31/2021,340.382539683,5.685714286,60.660923521,201.446031746,2.695238095,117.984126984,222.398412698,2424.530158730,599.714285714,18.164327894,281.447950938,982.387718948
1152,1/1/2022,340.403174603,5.680952381,60.660923521,201.330158730,2.695238095,117.658730159,222.744444444,2424.530158730,599.807936508,18.162509713,281.463968254,981.386564547
1153,1/2/2022,340.874603175,5.458730159,60.661832612,200.433333333,2.690476190,118.287301587,222.587301587,2425.080952381,599.969841270,18.160922411,281.574877345,979.555309135
1154,1/3/2022,341.485714286,5.249206349,60.711443001,197.758730159,2.680952381,118.538095238,222.947619048,2431.250793651,600.417460317,18.183721834,281.640432900,980.164841825
1155,1/4/2022,345.969841270,5.152380952,60.823088023,200.866666667,2.536507937,123.974603175,221.995238095,2434.766666667,601.333333333,18.239609280,282.221601732,985.158287268
1156,1/5/2022,345.333333333,5.223809524,60.855901876,202.549206349,2.555555556,127.450793651,217.882539683,2440.433333333,603.374603175,18.251975802,282.551038961,987.561758242
1157,1/6/2022,342.566666667,5.379365079,60.931067821,208.084126984,2.536507937,124.187301587,218.379365079,2444.320634921,604.838095238,18.248685759,283.032049062,990.464562105
1158,1/7/2022,341.852380952,5.209523810,60.948095238,206.968253968,2.566666667,123.749206349,218.103174603,2447.247619048,605.1,18.240444000,283.133665224,987.650922411
1159,1/8/2022,344.679365079,5.169841270,60.969220779,204.104761905,2.530158730,125.873015873,218.806349206,2447.528571429,605.198412698,18.240790321,283.194848485,986.196824287
1160,1/9/2022,342.025396825,5.212698413,60.979220779,205.419047619,2.531746032,124.582539683,217.442857143,2449.696825397,605.7,18.247832168,283.286984127,982.480065490
1161,1/10/2022,340.890476190,5.088888889,61.222742943,200.450793651,2.557142857,127.253968254,213.636507937,2458.244444444,606.495238095,18.241634509,288.159283200,988.608849647
1162,1/11/2022,336.331746032,4.946031746,61.306826833,206.034920635,2.528571429,122.5,213.831746032,2462.315873016,607.869841270,18.224899610,288.654169360,990.082038550
1163,1/12/2022,342.971428571,5.069841270,61.423547368,204.584126984,2.509523810,127.847619048,215.123809524,2465.030158730,609.158730159,18.248525657,289.504036486,993.625371361
1164,1/13/2022,345.071428571,4.919047619,61.224282867,195.874603175,2.503174603,134.417460317,210.653968254,2470.538095238,610.492063492,18.211777386,288.752765321,994.131739660
1165,1/14/2022,343.519047619,4.985714286,61.271029967,202.850793651,2.488888889,133.801587302,209.717460317,2474.782539683,612.587301587,18.212777457,289.076201153,1004.514051046
1166,1/15/2022,342.011111111,5.101587302,61.271926828,205.234920635,2.504761905,133.885714286,208.125396825,2476.620634921,612.871428571,18.212777457,289.110805040,1003.655501748
1167,1/16/2022,340.661904762,5.106349206,61.273720550,204.415873016,2.517460317,133.276190476,207.385714286,2478.050793651,612.914285714,18.215468040,289.159345861,1002.273239665
1168,1/17/2022,338.141269841,5.123809524,61.148313492,206.288888889,2.558730159,132.680952381,205.460317460,2481.258730159,613.568253968,18.223414780,288.745535714,1002.004010573
1169,1/18/2022,347.319047619,4.907936508,61.314781746,185.520634921,2.393650794,129.730158730,217.588888889,2486.307936508,616.015873016,18.237700494,289.014880952,1010.656432456
