SaleDate,UnitOfMeasureName,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
1/9/2023,Grams,Concentrate (Bulk),230,0,0,7.5,230,7.5,8
9/13/2020,Grams,Infused Pre-Rolls,9462.7,0,0,380.2,9462.7,380.2,368
9/8/2021,Milligrams,Concentrate,885,0,0,11500,885,11500,17
4/9/2021,Each,Infused (edible),591637.88,22395,591637.88,0,0,22395,17789
4/18/2019,Grams,Concentrate,4113.48,0,0,76.5,4113.48,76.5,69
4/4/2022,Grams,Shake/Trim,5142,0,0,939,5142,939,55
11/18/2021,Each,Infused (non-edible),18773.75,471,18773.75,0,0,471,405
12/22/2022,Each,Immature Plants,564,19,564,0,0,19,19
11/30/2021,Grams,Concentrate,7114.68,0,0,106.5,7114.68,106.5,117
6/10/2021,Grams,Shake/Trim (by strain),37000.76,0,0,4765,37000.76,4765,842
2/21/2022,Grams,Shake/Trim,934,0,0,126,934,126,22
12/14/2022,Grams,Raw Pre-Rolls,576792.44,0,0,53633.05,576792.44,53633.05,34503
12/21/2021,Milligrams,Concentrate,160,0,0,2000,160,2000,1
11/23/2019,Grams,Kief,2825.54,0,0,95,2825.54,95,109
12/26/2021,Pounds,Buds,104,0,0,0.02,104,0.02,2
9/15/2021,Grams,Buds,1523141.5,0,0,112151.95,1523141.5,112151.95,28083
9/17/2020,Each,Vape Product,478090.97,8247,478090.97,0,0,8247,7158
7/13/2019,Each,Concentrate (Each),520097.42,9555,520097.42,0,0,9555,8492
5/20/2023,Grams,Buds,1894516.01,0,0,286550.27,1894516.01,286550.27,46730
2/22/2022,Grams,Infused Pre-Rolls,27857.43,0,0,948.44,27857.43,948.44,814
10/5/2019,Each,Infused (non-edible),18453.28,438,18453.28,0,0,438,395
6/16/2019,Grams,Shake/Trim (by strain),5627.5,0,0,409,5627.5,409,242
4/8/2023,Each,Immature Plants,3165,93,3165,0,0,93,83
8/6/2023,Each,Immature Plants,451,10,451,0,0,10,10
11/7/2020,Each,Infused (edible),561131.91,20298,561131.91,0,0,20298,15658
2/19/2020,Grams,Shake/Trim (by strain),8236.95,0,0,555,8236.95,555,478
9/11/2019,Each,Infused (non-edible),54436.47,1024,54436.47,0,0,1024,899
1/25/2022,Each,Concentrate (Each),187517.21,3989,187517.21,0,0,3989,3486
1/10/2021,Grams,Buds,1219694.88,0,0,86211.05,1219694.88,86211.05,22394
2/26/2021,Each,Infused Beverage,21540.85,2751,21540.85,0,0,2751,1759
11/19/2020,Each,Concentrate (Each),173126.55,3207,173126.55,0,0,3207,2780
7/28/2020,Grams,Kief,4054.56,0,0,147,4054.56,147,128
6/24/2020,Each,Infused (edible),273987.24,9565,273987.24,0,0,9565,7070
9/25/2021,Grams,Shake/Trim,3298.5,0,0,370.3,3298.5,370.3,71
7/21/2023,Each,Infused (edible),741710.5,38882,741710.5,0,0,38882,30267
6/19/2021,Grams,Infused Pre-Rolls,18712.18,0,0,764.87,18712.18,764.87,654
10/14/2020,Grams,Infused Pre-Rolls,9503,0,0,332.9,9503,332.9,302
7/5/2021,Grams,Infused Pre-Rolls,13667.51,0,0,474.15,13667.51,474.15,441
5/3/2023,Grams,Kief,2744.04,0,0,125,2744.04,125,99
9/22/2020,Grams,Shake/Trim (by strain),6406,0,0,431,6406,431,383
8/10/2021,Each,Concentrate (Each),243694.75,4651,243694.75,0,0,4651,4189
5/18/2023,Grams,Raw Pre-Rolls,710024.84,0,0,76090.3,710024.84,76090.3,46846
8/19/2021,Grams,Concentrate,6408.88,0,0,101,6408.88,101,104
2/11/2023,Pounds,Buds,750,0,0,0.15,750,0.15,14
5/22/2021,Each,Concentrate (Each),266671.03,4859,266671.03,0,0,4859,4427
10/15/2022,Grams,Concentrate,13609.75,0,0,311,13609.75,311,300
2/26/2023,Each,Infused Beverage,37324.11,4623,37324.11,0,0,4623,2326
10/5/2021,Milligrams,Raw Pre-Rolls,374,0,0,22000,374,22000,26
7/11/2020,Grams,Buds,1269073.82,0,0,89073.15,1269073.82,89073.15,23278
1/10/2021,Grams,Raw Pre-Rolls,307171.56,0,0,20242.17,307171.56,20242.17,14418
11/30/2021,Milligrams,Raw Pre-Rolls,20.01,0,0,1500,20.01,1500,3
4/28/2021,Each,Vape Product,562290.63,9922,562290.63,0,0,9922,8796
6/9/2020,Each,Infused (non-edible),8111.81,205,8111.81,0,0,205,167
8/27/2020,Grams,Raw Pre-Rolls,250915.75,0,0,16285.84,250915.75,16285.84,12406
10/8/2021,Milligrams,Buds,897,0,0,80500,897,80500,19
1/2/2020,Grams,Shake/Trim (by strain),28857.13,0,0,2293,28857.13,2293,1070
1/6/2023,Each,Vape Product,985458.41,25503,985458.41,0,0,25503,22591
11/26/2019,Grams,Concentrate,20571.52,0,0,286,20571.52,286,276
5/30/2023,Milligrams,Infused Pre-Rolls,171.8,0,0,10500,171.8,10500,5
12/24/2020,Grams,Kief,5176.48,0,0,190,5176.48,190,164
6/1/2020,Each,Infused (non-edible),9308.06,266,9308.06,0,0,266,200
9/2/2022,Grams,Shake/Trim,14480.77,0,0,2939.5,14480.77,2939.5,344
7/30/2019,Each,Infused (edible),161255.93,5809,161255.93,0,0,5809,4078
3/3/2023,Grams,Shake/Trim,68244.86,0,0,18513.5,68244.86,18513.5,1441
10/29/2022,Each,Infused (non-edible),15015.41,373,15015.41,0,0,373,317
7/15/2021,Each,Vape Product,832598.38,16267,832598.38,0,0,16267,14212
4/27/2022,Milligrams,Concentrate,1040,0,0,26000,1040,26000,22
4/21/2021,Milligrams,Buds,154,0,0,0,154,0,10
6/18/2022,Grams,Raw Pre-Rolls,775417.22,0,0,63638.06,775417.22,63638.06,40641
8/9/2019,Grams,Buds,812396.51,0,0,56654.9,812396.51,56654.9,19828
4/15/2022,Each,Infused (edible),844673.84,41088,844673.84,0,0,41088,31447
12/30/2021,Grams,Kief,5181.77,0,0,194,5181.77,194,169
1/31/2023,Each,Suppository,40.38,1,40.38,0,0,1,1
3/15/2023,Grams,Shake/Trim (by strain),60032.6,0,0,13005.7,60032.6,13005.7,1485
4/8/2021,Grams,Concentrate (Bulk),70,0,0,1,70,1,1
5/18/2022,Grams,Buds,1370621.63,0,0,124050.43,1370621.63,124050.43,27674
11/16/2021,Grams,Raw Pre-Rolls,477728.26,0,0,33153.87,477728.26,33153.87,23040
5/27/2019,Grams,Raw Pre-Rolls,13089,0,0,813,13089,813,701
9/26/2022,Milligrams,Concentrate,675.22,0,0,21000,675.22,21000,14
5/25/2021,Grams,Concentrate,12906.86,0,0,196,12906.86,196,206
7/4/2023,Each,Infused (non-edible),8697.94,224,8697.94,0,0,224,202
3/3/2019,Each,Infused (edible),95443.51,3474,95443.51,0,0,3474,2643
2/20/2019,Grams,Buds,257487.19,0,0,17531.18,257487.19,17531.18,7026
12/13/2021,Grams,Buds,1257672.97,0,0,97876,1257672.97,97876,24362
11/30/2022,Grams,Concentrate,9847.15,0,0,286,9847.15,286,255
1/19/2022,Each,Infused (edible),439721.42,19795,439721.42,0,0,19795,15060
3/3/2021,Grams,Shake/Trim,1247.51,0,0,128,1247.51,128,21
2/5/2019,Each,Concentrate (Each),155426.49,2894,155426.49,0,0,2894,2618
12/16/2022,Each,Infused (non-edible),9897.54,238,9897.54,0,0,238,212
6/4/2022,Grams,Kief,4041.57,0,0,153,4041.57,153,140
12/11/2018,Each,Concentrate (Each),81744.42,1676,81744.42,0,0,1676,1487
8/30/2021,Grams,Concentrate (Bulk),50,0,0,1,50,1,1
9/28/2021,Each,Infused Beverage,20916.63,2603,20916.63,0,0,2603,1402
6/10/2022,Each,Immature Plants,250.18,37,250.18,0,0,37,10
7/18/2022,Grams,Shake/Trim (by strain),72158.27,0,0,11819.1,72158.27,11819.1,1921
6/4/2019,Each,Buds,1.11,3,1.11,0,0,3,3
7/23/2019,Grams,Kief,510,0,0,17,510,17,12
6/1/2023,Milligrams,Concentrate,35,0,0,1000,35,1000,1
7/10/2022,Grams,Shake/Trim (by strain),70698.81,0,0,12820.26,70698.81,12820.26,1977
11/13/2022,Each,Vape Product,761091.94,18561,761091.94,0,0,18561,16524
3/27/2022,Each,Infused (non-edible),14567.02,389,14567.02,0,0,389,334
4/8/2023,Grams,Shake/Trim (by strain),67539.29,0,0,15707.6,67539.29,15707.6,1641
6/23/2023,Milligrams,Kief,30,0,0,1000,30,1000,1
9/5/2022,Each,Infused Beverage,33973.14,4410,33973.14,0,0,4410,2274
5/6/2019,Grams,Raw Pre-Rolls,12394.85,0,0,760.5,12394.85,760.5,759
8/19/2019,Each,Suppository,80,5,80,0,0,5,1
1/15/2023,Grams,Kief,2374,0,0,106.1,2374,106.1,94
4/30/2019,Grams,Concentrate,3451.34,0,0,44.5,3451.34,44.5,48
2/27/2023,Milligrams,Infused Pre-Rolls,25,0,0,1000,25,1000,1
5/13/2021,Grams,Kief,3242.54,0,0,146.1,3242.54,146.1,107
1/25/2023,Grams,Shake/Trim (by strain),46241.65,0,0,9768.7,46241.65,9768.7,1214
4/21/2021,Each,Infused (edible),381145.39,14690,381145.39,0,0,14690,11472
1/3/2023,Each,Immature Plants,150,5,150,0,0,5,5
9/21/2020,Each,Vape Product,409891.41,6856,409891.41,0,0,6856,6024
8/3/2023,Each,Vape Product,927104.19,27035,927104.19,0,0,27035,24227
5/22/2022,Grams,Shake/Trim (by strain),44946.92,0,0,6979.55,44946.92,6979.55,1378
10/16/2021,Grams,Concentrate (Bulk),1190,0,0,18.5,1190,18.5,13
6/5/2023,Each,Infused Beverage,23868.92,3505,23868.92,0,0,3505,1793
7/10/2022,Grams,Concentrate,5568.21,0,0,142.6,5568.21,142.6,126
11/26/2018,Each,Concentrate (Each),137044.82,2322,137044.82,0,0,2322,2109
12/31/2022,Grams,Buds,1954502.14,0,0,262034.57,1954502.14,262034.57,46366
1/2/2023,Each,Infused (non-edible),9884.98,260,9884.98,0,0,260,226
3/5/2022,Grams,Shake/Trim,4394,0,0,678.6,4394,678.6,61
2/22/2019,Each,Concentrate (Each),249561.79,5027,249561.79,0,0,5027,4513
6/19/2023,Each,Infused (non-edible),12052.55,323,12052.55,0,0,323,267
3/18/2020,Grams,Kief,315,0,0,10.5,315,10.5,14
6/15/2023,Pounds,Buds,1422.39,0,0,0.77,1422.39,0.77,47
6/24/2021,Grams,Raw Pre-Rolls,521738.97,0,0,35132.65,521738.97,35132.65,24027
5/28/2020,Grams,Raw Pre-Rolls,113226.7,0,0,7289.48,113226.7,7289.48,5282
3/31/2022,Grams,Shake/Trim,1523,0,0,252.9,1523,252.9,17
4/5/2023,Each,Vape Product,750424.39,20477,750424.39,0,0,20477,18195
11/12/2022,Milligrams,Concentrate,110,0,0,2000,110,2000,2
10/14/2022,Each,Infused (non-edible),13744.66,406,13744.66,0,0,406,302
3/3/2022,Milligrams,Infused Pre-Rolls,60,0,0,2500,60,2500,1
7/18/2023,Milligrams,Concentrate,62.5,0,0,2000,62.5,2000,2
6/14/2019,Grams,Concentrate,5675.59,0,0,63,5675.59,63,89
4/13/2022,Each,Infused (non-edible),10751.75,271,10751.75,0,0,271,230
1/19/2021,Each,Vape Product,430435.04,7463.5,430435.04,0,0,7463.5,6524
5/25/2023,Grams,Shake/Trim (by strain),79557.16,0,0,20619.6,79557.16,20619.6,2153
8/22/2022,Milligrams,Kief,24,0,0,1000,24,1000,1
11/18/2021,Grams,Concentrate,5649.95,0,0,92.55,5649.95,92.55,102
11/28/2022,Milligrams,Concentrate,297.2,0,0,7000,297.2,7000,7
3/9/2022,Milligrams,Concentrate,40,0,0,500,40,500,1
4/2/2020,Grams,Buds,50,0,0,7,50,7,2
12/10/2022,Grams,Raw Pre-Rolls,704799.35,0,0,64363.15,704799.35,64363.15,41501
9/13/2019,Grams,Shake/Trim,905,0,0,50,905,50,46
2/12/2023,Each,Infused (edible),546202.24,27818,546202.24,0,0,27818,21551
4/28/2021,Grams,Buds,1359984.95,0,0,97564.23,1359984.95,97564.23,25918
9/3/2022,Grams,Shake/Trim (by strain),75965.75,0,0,12227.35,75965.75,12227.35,2540
7/12/2020,Each,Vape Product,338994.94,5706,338994.94,0,0,5706,4969
1/28/2019,Grams,Kief,415,0,0,17,415,17,17
6/6/2022,Each,Concentrate (Each),180823.36,3948.5,180823.36,0,0,3948.5,3450
2/9/2023,Each,Concentrate (Each),204134.9,5392,204134.9,0,0,5392,4602
6/13/2022,Grams,Buds,1316066.75,0,0,124163.61,1316066.75,124163.61,27719
12/19/2022,Each,Infused (edible),621729.41,30518,621729.41,0,0,30518,23019
2/18/2019,Grams,Concentrate,1374,0,0,18,1374,18,15
6/6/2020,Each,Infused (edible),339482.86,11498,339482.86,0,0,11498,8729
2/21/2023,Grams,Raw Pre-Rolls,566209.63,0,0,60628.8,566209.63,60628.8,36696
6/1/2023,Each,Vape Product,862161.78,24205,862161.78,0,0,24205,21811
11/3/2022,Milligrams,Kief,60,0,0,2000,60,2000,2
4/10/2023,Grams,Infused Pre-Rolls,52442.78,0,0,2562.31,52442.78,2562.31,2103
6/17/2021,Each,Infused (edible),521445.77,20892,521445.77,0,0,20892,16448
7/1/2021,Milligrams,Kief,30,0,0,1000,30,1000,1
8/17/2022,Each,Concentrate (Each),213242.23,5352,213242.23,0,0,5352,4599
11/13/2021,Grams,Buds,1924707.12,0,0,142423.42,1924707.12,142423.42,34993
11/27/2021,Each,Suppository,100,1,100,0,0,1,1
4/28/2022,Grams,Concentrate,5309.2,0,0,95.5,5309.2,95.5,89
6/30/2022,Grams,Kief,5090.68,0,0,197.03,5090.68,197.03,170
5/8/2023,Each,Concentrate (Each),165286.13,4431,165286.13,0,0,4431,3787
9/16/2019,Grams,Buds,581913.22,0,0,40801.05,581913.22,40801.05,12932
8/8/2019,Grams,Concentrate,2559.96,0,0,28.5,2559.96,28.5,34
3/11/2019,Grams,Shake/Trim (by strain),6502.59,0,0,416.1,6502.59,416.1,188
11/25/2020,Each,Vape Product,698874.01,12353,698874.01,0,0,12353,10846
4/14/2021,Grams,Raw Pre-Rolls,408300.36,0,0,27523.47,408300.36,27523.47,19175
8/30/2019,Grams,Kief,2311.49,0,0,84,2311.49,84,79
4/9/2023,Each,Infused Beverage,22875.05,2730,22875.05,0,0,2730,1549
3/17/2023,Grams,Infused Pre-Rolls,80671.73,0,0,4059.44,80671.73,4059.44,3360
7/12/2022,Grams,Infused Pre-Rolls,36869.82,0,0,1468.82,36869.82,1468.82,1231
6/12/2022,Grams,Shake/Trim,5084.06,0,0,901,5084.06,901,69
1/28/2022,Grams,Concentrate,11507.96,0,0,171,11507.96,171,181
7/20/2022,Grams,Infused Pre-Rolls,43531.11,0,0,1733.39,43531.11,1733.39,1487
4/17/2019,Each,Buds,2244,187,2244,0,0,187,128
12/24/2021,Grams,Shake/Trim,5593,0,0,952,5593,952,102
1/13/2019,Grams,Buds,205489.35,0,0,14058.98,205489.35,14058.98,5346
11/30/2021,Grams,Kief,3707.19,0,0,132,3707.19,132,119
4/5/2019,Each,Infused (non-edible),11364.48,256,11364.48,0,0,256,227
7/31/2022,Each,Concentrate (Each),207401.86,4646,207401.86,0,0,4646,4041
4/27/2021,Grams,Shake/Trim,1773.34,0,0,119.5,1773.34,119.5,54
12/5/2022,Grams,Buds,1293870.72,0,0,166692.76,1293870.72,166692.76,30497
7/19/2021,Each,Infused Beverage,30204.27,3609,30204.27,0,0,3609,1936
9/1/2022,Each,Vape Product,957626.02,22103,957626.02,0,0,22103,19645
8/6/2019,Grams,Raw Pre-Rolls,51807.42,0,0,3398,51807.42,3398,2454
1/27/2023,Grams,Infused Pre-Rolls,71379.31,0,0,3467.35,71379.31,3467.35,2688
4/21/2023,Each,Concentrate (Each),227651.74,6533,227651.74,0,0,6533,5573
11/21/2022,Each,Suppository,157.5,3,157.5,0,0,3,1
6/21/2022,Each,Concentrate (Each),170616.93,3864,170616.93,0,0,3864,3395
6/12/2021,Grams,Kief,3759.48,0,0,151.6,3759.48,151.6,122
9/24/2021,Each,Vape Product,1007480.89,18161,1007480.89,0,0,18161,16343
6/25/2022,Each,Infused (edible),710422.87,33892,710422.87,0,0,33892,26303
1/10/2022,Grams,Raw Pre-Rolls,459443.71,0,0,32483.22,459443.71,32483.22,23070
6/16/2023,Milligrams,Raw Pre-Rolls,60,0,0,8750,60,8750,5
12/30/2018,Grams,Shake/Trim (by strain),8317.2,0,0,520.25,8317.2,520.25,126
1/5/2023,Grams,Shake/Trim,19950.35,0,0,4339.5,19950.35,4339.5,453
4/22/2022,Grams,Raw Pre-Rolls,712795.03,0,0,57277.53,712795.03,57277.53,38794
5/27/2023,Grams,Infused Pre-Rolls,87704.6,0,0,4578.61,87704.6,4578.61,3774
9/5/2022,Grams,Infused Pre-Rolls,40563.08,0,0,1841.3,40563.08,1841.3,1440
5/24/2022,Grams,Infused Pre-Rolls,36056.21,0,0,1340.17,36056.21,1340.17,1146
1/26/2023,Grams,Concentrate,16456.96,0,0,407.5,16456.96,407.5,335
11/7/2021,Each,Infused (edible),537778.32,23118,537778.32,0,0,23118,17965
3/31/2021,Grams,Concentrate,22296.69,0,0,343,22296.69,343,324
6/3/2019,Each,Infused (edible),130675.5,4597,130675.5,0,0,4597,3390
5/15/2019,Each,Infused (edible),132303.42,4840,132303.42,0,0,4840,3662
11/17/2022,Each,Infused Beverage,32012.77,4186,32012.77,0,0,4186,2022
1/23/2019,Grams,Shake/Trim (by strain),4851.6,0,0,311.25,4851.6,311.25,175
4/10/2022,Milligrams,Raw Pre-Rolls,116.64,0,0,8000,116.64,8000,4
2/9/2020,Grams,Kief,494,0,0,16,494,16,20
12/20/2022,Grams,Kief,3549.38,0,0,178.6,3549.38,178.6,144
3/11/2023,Milligrams,Infused Pre-Rolls,135,0,0,6000,135,6000,6
2/24/2023,Each,Concentrate (Each),285731.59,7290,285731.59,0,0,7290,6416
7/3/2023,Each,Seeds,42,1,42,0,0,1,1
2/24/2020,Grams,Buds,712631.07,0,0,49085.58,712631.07,49085.58,15663
5/28/2021,Grams,Buds,2167383.18,0,0,155401.63,2167383.18,155401.63,40641
4/20/2019,Each,Infused (non-edible),31748.14,721,31748.14,0,0,721,657
3/4/2020,Grams,Concentrate,12786.2,0,0,186,12786.2,186,181
1/8/2022,Grams,Kief,5542.15,0,0,208,5542.15,208,180
6/24/2023,Grams,Infused Pre-Rolls,82220.63,0,0,4108.73,82220.63,4108.73,3413
10/3/2022,Grams,Infused Pre-Rolls,40441.39,0,0,1805.84,40441.39,1805.84,1424
12/29/2021,Grams,Concentrate,7838.96,0,0,116.5,7838.96,116.5,125
5/2/2023,Each,Vape Product,704188.19,19650,704188.19,0,0,19650,17442
1/18/2019,Each,Buds,25141.82,2102,25141.82,0,0,2102,1434
3/27/2023,Each,Infused (edible),418776.6,21440,418776.6,0,0,21440,16318
8/14/2022,Grams,Concentrate,5435.28,0,0,108.5,5435.28,108.5,99
3/8/2023,Each,Concentrate (Each),202792.93,5302,202792.93,0,0,5302,4586
2/15/2020,Each,Vape Product,433489.08,7183,433489.08,0,0,7183,6409
9/9/2022,Grams,Infused Pre-Rolls,64514.3,0,0,2867.77,64514.3,2867.77,2190
1/31/2023,Grams,Infused Pre-Rolls,40547.86,0,0,1910.33,40547.86,1910.33,1549
5/15/2023,Grams,Infused Pre-Rolls,57272.95,0,0,2892.17,57272.95,2892.17,2400
4/22/2022,Milligrams,Raw Pre-Rolls,233.28,0,0,16000,233.28,16000,8
6/4/2023,Grams,Kief,1468.9,0,0,75.82,1468.9,75.82,59
7/21/2021,Grams,Shake/Trim,3217.79,0,0,336.5,3217.79,336.5,34
8/29/2020,Grams,Kief,6759.82,0,0,250,6759.82,250,228
5/2/2019,Each,Infused (non-edible),25988.08,544,25988.08,0,0,544,481
1/19/2019,Grams,Shake/Trim (by strain),13031.88,0,0,840.25,13031.88,840.25,415
1/12/2021,Each,Infused (edible),299919.14,11012,299919.14,0,0,11012,8351
1/11/2019,Grams,Shake/Trim (by strain),7148.16,0,0,466.5,7148.16,466.5,3
8/29/2020,Each,Infused (edible),543696.05,19351,543696.05,0,0,19351,15311
6/21/2023,Grams,Buds,1595950.03,0,0,251114.33,1595950.03,251114.33,42044
6/9/2023,Each,Immature Plants,7068.97,153,7068.97,0,0,153,119
5/3/2021,Each,Infused Beverage,22105.06,2581,22105.06,0,0,2581,1435
8/12/2022,Each,Concentrate (Each),281172.96,6760,281172.96,0,0,6760,5954
11/22/2020,Grams,Kief,3676.83,0,0,133,3676.83,133,119
2/25/2021,Each,Vape Product,551873.09,9791,551873.09,0,0,9791,8666
4/17/2023,Each,Concentrate (Each),168886.87,4804,168886.87,0,0,4804,3973
1/27/2020,Grams,Concentrate,10968.79,0,0,158.5,10968.79,158.5,159
5/16/2023,Each,Infused (edible),434405.29,21935,434405.29,0,0,21935,16821
7/19/2023,Grams,Raw Pre-Rolls,700954.53,0,0,74592.37,700954.53,74592.37,46989
11/9/2020,Grams,Raw Pre-Rolls,246550.8,0,0,16077.15,246550.8,16077.15,12171
3/9/2023,Each,Vape Product,823144.52,22833,823144.52,0,0,22833,20050
10/12/2019,Grams,Shake/Trim,1991,0,0,110.5,1991,110.5,117
12/9/2020,Grams,Buds,1027846.32,0,0,72959.06,1027846.32,72959.06,20013
5/12/2022,Grams,Infused Pre-Rolls,41309.69,0,0,1514.67,41309.69,1514.67,1255
8/12/2020,Grams,Buds,1128458.95,0,0,78514.72,1128458.95,78514.72,20643
6/26/2020,Grams,Raw Pre-Rolls,231980.79,0,0,14744.33,231980.79,14744.33,11113
11/7/2022,Grams,Shake/Trim,14701.23,0,0,2908,14701.23,2908,295
6/17/2022,Each,Concentrate (Each),280435.74,6543.25,280435.74,0,0,6543.25,5642
10/20/2021,Grams,Concentrate,6370.35,0,0,88.5,6370.35,88.5,118
12/22/2022,Each,Infused Beverage,67840.76,9229,67840.76,0,0,9229,4483
6/20/2022,Milligrams,Raw Pre-Rolls,75.53,0,0,9000,75.53,9000,8
11/7/2022,Grams,Infused Pre-Rolls,39458.72,0,0,1690.11,39458.72,1690.11,1439
8/7/2021,Grams,Kief,5943.53,0,0,296.7,5943.53,296.7,242
4/21/2023,Each,Infused (edible),669904.3,35501,669904.3,0,0,35501,27389
8/4/2020,Grams,Raw Pre-Rolls,199945.85,0,0,12955.12,199945.85,12955.12,9742
12/19/2019,Grams,Concentrate,18589,0,0,282,18589,282,256
3/20/2022,Grams,Infused Pre-Rolls,40194.93,0,0,1343.89,40194.93,1343.89,1198
10/7/2020,Each,Infused (edible),307505.73,11069,307505.73,0,0,11069,8208
1/27/2023,Each,Vape Product,1064029.7,27483,1064029.7,0,0,27483,24368
4/25/2022,Each,Concentrate (Each),178207.98,3908,178207.98,0,0,3908,3413
5/28/2021,Each,Infused Beverage,65403.93,8447,65403.93,0,0,8447,4141
12/19/2018,Each,Buds,4799,585,4799,0,0,585,238
3/9/2020,Each,Vape Product,268678.72,4402,268678.72,0,0,4402,3967
9/23/2022,Grams,Kief,5264.86,0,0,227.5,5264.86,227.5,200
8/13/2021,Grams,Shake/Trim,3882.04,0,0,580,3882.04,580,217
2/4/2021,Each,Infused (edible),406140.6,14789,406140.6,0,0,14789,11426
4/27/2022,Pounds,Buds,124.18,0,0,0.02,124.18,0.02,3
4/5/2021,Each,Vape Product,608085.72,10752,608085.72,0,0,10752,9433
12/8/2018,Each,Infused (non-edible),1430.01,42,1430.01,0,0,42,39
8/5/2022,Ounces,Buds,40,0,0,0.12,40,0.12,1
6/24/2023,Grams,Raw Pre-Rolls,852999.51,0,0,91767.28,852999.51,91767.28,54924
12/2/2020,Grams,Raw Pre-Rolls,260963.82,0,0,17308.95,260963.82,17308.95,12528
12/29/2022,Each,Concentrate (Each),242867.55,6155,242867.55,0,0,6155,5265
3/6/2023,Milligrams,Infused Pre-Rolls,190,0,0,9000,190,9000,9
11/28/2019,Grams,Buds,16145,0,0,985.7,16145,985.7,579
9/8/2022,Grams,Concentrate,8567.62,0,0,169.2,8567.62,169.2,172
11/29/2022,Each,Infused Beverage,20187.85,2663,20187.85,0,0,2663,1271
9/27/2021,Grams,Concentrate,6214.21,0,0,88.5,6214.21,88.5,98
6/14/2019,Grams,Concentrate (Each),180,0,0,3,180,3,3
8/24/2021,Grams,Buds,1486870.13,0,0,108701.85,1486870.13,108701.85,27635
10/10/2022,Grams,Buds,1372650.57,0,0,154166.09,1372650.57,154166.09,31281
7/1/2023,Each,Concentrate (Each),241959.6,6713,241959.6,0,0,6713,5747
10/13/2022,Grams,Shake/Trim,9014.28,0,0,1438.5,9014.28,1438.5,191
10/10/2022,Each,Concentrate (Each),178434.54,4335.5,178434.54,0,0,4335.5,3745
12/15/2019,Grams,Kief,3336.62,0,0,121,3336.62,121,109
3/29/2019,Grams,Shake/Trim (by strain),6745.03,0,0,377,6745.03,377,290
2/18/2019,Each,Infused (non-edible),51265.4,743,51265.4,0,0,743,666
7/2/2023,Each,Immature Plants,206,6,206,0,0,6,5
7/29/2023,Grams,Infused Pre-Rolls,84726.96,0,0,4090.62,84726.96,4090.62,3195
11/23/2022,Grams,Infused Pre-Rolls,82096.32,0,0,3611.62,82096.32,3611.62,2884
10/7/2019,Grams,Buds,649920.64,0,0,45043.95,649920.64,45043.95,13850
6/20/2020,Each,Infused (non-edible),12616.67,301,12616.67,0,0,301,252
9/15/2020,Grams,Shake/Trim (by strain),6975,0,0,468,6975,468,382
10/10/2021,Milligrams,Raw Pre-Rolls,124.95,0,0,7500,124.95,7500,8
7/2/2021,Grams,Infused Pre-Rolls,25881.37,0,0,1016.29,25881.37,1016.29,893
9/20/2021,Each,Vape Product,652609.05,11622,652609.05,0,0,11622,10438
2/7/2023,Grams,Concentrate,9168.27,0,0,220,9168.27,220,176
6/16/2021,Grams,Infused Pre-Rolls,13516.61,0,0,504.2,13516.61,504.2,429
1/6/2019,Grams,Buds,173936.67,0,0,12075.84,173936.67,12075.84,3844
3/7/2022,Grams,Infused Pre-Rolls,27400.68,0,0,916.5,27400.68,916.5,770
3/27/2021,Grams,Concentrate,30920.96,0,0,466,30920.96,466,455
10/6/2021,Grams,Kief,2382.63,0,0,93.6,2382.63,93.6,72
5/1/2021,Grams,Shake/Trim,2561.02,0,0,184,2561.02,184,72
3/16/2020,Grams,Concentrate,25550.9,0,0,353,25550.9,353,348
8/11/2022,Grams,Buds,1710463.56,0,0,177669.93,1710463.56,177669.93,35993
9/22/2019,Each,Infused (non-edible),46684.66,942,46684.66,0,0,942,833
3/14/2023,Milligrams,Infused Pre-Rolls,145,0,0,7000,145,7000,7
6/13/2022,Each,Infused (edible),451006.04,21195,451006.04,0,0,21195,16065
7/23/2021,Each,Infused Beverage,61029.18,7590,61029.18,0,0,7590,3901
11/24/2020,Each,Concentrate (Each),180276.8,3414,180276.8,0,0,3414,2984
7/25/2022,Grams,Kief,3835.18,0,0,142,3835.18,142,125
1/30/2022,Each,Concentrate (Each),221503.66,4709,221503.66,0,0,4709,4179
12/22/2018,Grams,Kief,1363.82,0,0,46,1363.82,46,3
12/28/2019,Each,Vape Product,196318.83,3173,196318.83,0,0,3173,2981
10/23/2021,Grams,Buds,1921563.45,0,0,143023.03,1921563.45,143023.03,35760
11/11/2021,Each,Infused (edible),544116.48,23930,544116.48,0,0,23930,18442
7/25/2019,Grams,Raw Pre-Rolls,44967.34,0,0,2989.25,44967.34,2989.25,2127
9/30/2019,Each,Infused (non-edible),7896.25,199,7896.25,0,0,199,170
4/10/2022,Grams,Raw Pre-Rolls,542078,0,0,42042.7,542078,42042.7,29499
1/11/2020,Grams,Shake/Trim (by strain),13260.25,0,0,919.5,13260.25,919.5,692
10/27/2020,Grams,Infused Pre-Rolls,12741.1,0,0,494.9,12741.1,494.9,364
