SaleDate,UnitOfMeasureName,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
4/18/2022,Grams,Buds,1524070.74,0,0,141611.11,1524070.74,141611.11,31690
10/25/2022,Each,Vape Product,716764.16,17004,716764.16,0,0,17004,15189
5/1/2019,Grams,Raw Pre-Rolls,14496.2,0,0,918.25,14496.2,918.25,789
8/5/2019,Each,Concentrate (Each),381451.76,7054,381451.76,0,0,7054,6150
9/10/2022,Grams,Concentrate (Bulk),1370,0,0,12.8,1370,12.8,25
2/26/2019,Each,Infused (edible),55429.64,2204,55429.64,0,0,2204,1632
11/17/2019,Each,Concentrate (Each),153767,2966,153767,0,0,2966,2670
1/28/2021,Grams,Shake/Trim,568.34,0,0,40,568.34,40,14
10/26/2019,Each,Infused (non-edible),13730.9,319,13730.9,0,0,319,288
11/30/2020,Each,Concentrate (Each),118151.47,2245,118151.47,0,0,2245,1988
7/30/2021,Grams,Kief,8335.99,0,0,378.5,8335.99,378.5,327
12/27/2021,Each,Infused Beverage,36144.7,4437,36144.7,0,0,4437,2258
12/20/2020,Each,Suppository,60,1,60,0,0,1,1
10/11/2020,Grams,Shake/Trim (by strain),7296.28,0,0,491,7296.28,491,416
11/9/2021,Milligrams,Raw Pre-Rolls,973.35,0,0,125000,973.35,125000,35
6/6/2021,Grams,Infused Pre-Rolls,16684.9,0,0,579.17,16684.9,579.17,506
8/31/2019,Each,Infused (non-edible),124140.18,2281,124140.18,0,0,2281,1949
1/4/2022,Each,Concentrate (Each),197277.86,4027,197277.86,0,0,4027,3570
2/9/2022,Grams,Infused Pre-Rolls,30966.17,0,0,1003.14,30966.17,1003.14,890
8/16/2021,Grams,Buds,1453232.26,0,0,104737.21,1453232.26,104737.21,27087
12/23/2019,Grams,Kief,2602,0,0,76,2602,76,68
1/25/2022,Pounds,Buds,260,0,0,0.04,260,0.04,4
10/9/2021,Grams,Raw Pre-Rolls,728165.73,0,0,48590.76,728165.73,48590.76,32552
2/6/2020,Grams,Shake/Trim (by strain),7862.9,0,0,552,7862.9,552,454
5/17/2023,Milligrams,Buds,528,0,0,63000,528,63000,13
12/31/2019,Grams,Raw Pre-Rolls,178619.68,0,0,11328.13,178619.68,11328.13,8968
8/21/2021,Each,Concentrate (Each),393740.77,7083,393740.77,0,0,7083,6477
5/5/2022,Pounds,Buds,474.46,0,0,0.12,474.46,0.12,12
12/6/2019,Grams,Buds,1039007.33,0,0,71352.29,1039007.33,71352.29,23585
5/20/2021,Milligrams,Kief,60,0,0,2000,60,2000,2
1/21/2020,Grams,Shake/Trim (by strain),8897.5,0,0,598,8897.5,598,508
2/26/2022,Each,Vape Product,1109643.45,20760,1109643.45,0,0,20760,18737
7/24/2021,Grams,Infused Pre-Rolls,18805.71,0,0,653.67,18805.71,653.67,582
7/14/2023,Grams,Concentrate,26064.93,0,0,766.1,26064.93,766.1,472
4/9/2022,Each,Vape Product,1022536.77,19870,1022536.77,0,0,19870,17889
3/29/2023,Grams,Shake/Trim,47523.29,0,0,14273.5,47523.29,14273.5,1018
7/18/2022,Grams,Raw Pre-Rolls,552415.2,0,0,44961.45,552415.2,44961.45,30379
10/1/2022,Grams,Kief,5111.86,0,0,215.6,5111.86,215.6,190
12/11/2018,Each,Buds,12256.2,1541,12256.2,0,0,1541,805
6/30/2020,Each,Infused (non-edible),12616.14,278,12616.14,0,0,278,216
5/1/2021,Each,Concentrate (Each),301348.1,5609,301348.1,0,0,5609,5068
4/13/2019,Grams,Concentrate (Each),2520,0,0,42,2520,42,42
6/21/2020,Grams,Concentrate,14071.54,0,0,199.5,14071.54,199.5,197
1/13/2019,Each,Concentrate,10390.01,120,10390.01,0,0,120,111
8/6/2021,Each,Infused (edible),718721.74,30398,718721.74,0,0,30398,23909
9/20/2022,Each,Infused (edible),448215.17,21704,448215.17,0,0,21704,16467
5/30/2022,Each,Infused Beverage,32952.77,3767,32952.77,0,0,3767,2111
6/3/2019,Grams,Shake/Trim (by strain),4600.2,0,0,342.1,4600.2,342.1,209
11/2/2020,Grams,Infused Pre-Rolls,12626.52,0,0,515.75,12626.52,515.75,420
10/28/2019,Each,Infused (edible),197700.75,6542,197700.75,0,0,6542,4804
10/19/2020,Grams,Concentrate,27049.32,0,0,391.92,27049.32,391.92,385
10/18/2022,Grams,Buds,1340386.93,0,0,155481.09,1340386.93,155481.09,30612
11/29/2018,Each,Infused (edible),49645.81,1978,49645.81,0,0,1978,1334
4/27/2023,Grams,Shake/Trim (by strain),58840.81,0,0,14101.4,58840.81,14101.4,1587
3/30/2020,Grams,Buds,9557.2,0,0,936.5,9557.2,936.5,147
5/10/2021,Grams,Kief,2715.32,0,0,140.3,2715.32,140.3,86
12/11/2022,Each,Infused (edible),484702.4,22961,484702.4,0,0,22961,17819
6/25/2021,Each,Infused (edible),716762.67,28844,716762.67,0,0,28844,23097
3/16/2022,Each,Infused (non-edible),12117.79,570,12117.79,0,0,570,250
5/29/2020,Each,Infused (edible),389236.13,13264,389236.13,0,0,13264,9620
1/1/2019,Each,Concentrate (Each),76780.27,1499,76780.27,0,0,1499,1406
1/20/2023,Grams,Kief,3173.49,0,0,163.22,3173.49,163.22,132
2/26/2019,Grams,Concentrate,2284.51,0,0,29,2284.51,29,28
7/25/2023,Each,Infused (non-edible),13602.38,351,13602.38,0,0,351,292
3/13/2020,Grams,Kief,1240,0,0,46.5,1240,46.5,56
9/18/2021,Grams,Concentrate (Bulk),990,0,0,26,990,26,18
7/9/2021,Milligrams,Kief,247.2,0,0,6290,247.2,6290,7
11/19/2021,Each,Suppository,100,1,100,0,0,1,1
10/26/2022,Milligrams,Kief,60,0,0,2000,60,2000,2
12/5/2022,Each,Infused (non-edible),7230.87,228,7230.87,0,0,228,178
8/16/2019,Grams,Concentrate,2646.48,0,0,22.5,2646.48,22.5,39
11/17/2020,Each,Vape Product,395265.22,6664,395265.22,0,0,6664,5698
1/20/2022,Grams,Concentrate,5862.77,0,0,91.5,5862.77,91.5,93
12/15/2021,Grams,Concentrate (Bulk),200,0,0,5,200,5,3
8/6/2022,Grams,Shake/Trim (by strain),70153.01,0,0,11566.2,70153.01,11566.2,1963
1/3/2023,Milligrams,Concentrate,230,0,0,4000,230,4000,4
1/3/2023,Grams,Buds,1363014.83,0,0,180121.54,1363014.83,180121.54,32051
3/2/2023,Grams,Shake/Trim (by strain),49385.44,0,0,10903,49385.44,10903,1229
4/22/2021,Grams,Raw Pre-Rolls,411317.64,0,0,27498.38,411317.64,27498.38,19124
1/25/2019,Each,Concentrate (Each),230431.53,4205,230431.53,0,0,4205,3848
6/14/2022,Milligrams,Infused Pre-Rolls,60,0,0,2000,60,2000,2
6/27/2022,Grams,Shake/Trim (by strain),59838.39,0,0,10272.7,59838.39,10272.7,1528
6/9/2023,Each,Vape Product,1106555.45,30668,1106555.45,0,0,30668,27667
1/1/2022,Grams,Shake/Trim,225,0,0,28,225,28,2
4/23/2021,Grams,Buds,1791460.46,0,0,127919.07,1791460.46,127919.07,33445
7/20/2020,Each,Vape Product,380197.71,6285,380197.71,0,0,6285,5395
10/15/2022,Milligrams,Concentrate,120.24,0,0,2500,120.24,2500,4
2/13/2023,Grams,Raw Pre-Rolls,519764.78,0,0,52123.2,519764.78,52123.2,33305
11/19/2022,Each,Infused (non-edible),18514.31,443,18514.31,0,0,443,380
4/14/2022,Milligrams,Concentrate,80,0,0,2000,80,2000,2
6/4/2022,Grams,Shake/Trim,10870.08,0,0,1798.8,10870.08,1798.8,150
4/1/2023,Each,Infused Beverage,56616.14,6834,56616.14,0,0,6834,3719
5/6/2022,Grams,Concentrate,6729.16,0,0,142.21,6729.16,142.21,127
4/12/2019,Each,Concentrate,15550,254,15550,0,0,254,214
11/22/2019,Grams,Raw Pre-Rolls,193180.42,0,0,12514.43,193180.42,12514.43,10558
6/26/2023,Grams,Shake/Trim,34679.81,0,0,9577,34679.81,9577,932
3/19/2022,Grams,Kief,8901.52,0,0,390,8901.52,390,363
2/28/2022,Grams,Buds,1371590.07,0,0,111585.31,1371590.07,111585.31,26469
11/30/2020,Grams,Shake/Trim,620,0,0,29,620,29,26
1/25/2020,Each,Infused (edible),434546.73,14566,434546.73,0,0,14566,11643
3/10/2022,Each,Concentrate (Each),247949.8,5369,247949.8,0,0,5369,4668
10/16/2022,Grams,Infused Pre-Rolls,45817.8,0,0,1902.42,45817.8,1902.42,1631
7/19/2023,Each,Concentrate (Each),188964.32,5631,188964.32,0,0,5631,4824
6/1/2019,Grams,Buds,700128.77,0,0,49209.78,700128.77,49209.78,17706
10/19/2022,Each,Immature Plants,218.75,7,218.75,0,0,7,6
4/5/2022,Grams,Buds,1334038.21,0,0,115769.17,1334038.21,115769.17,25998
10/11/2022,Grams,Raw Pre-Rolls,567262.73,0,0,51640.95,567262.73,51640.95,33007
11/17/2022,Pounds,Buds,227.5,0,0,0.04,227.5,0.04,4
1/4/2023,Grams,Infused Pre-Rolls,42008.79,0,0,2067.69,42008.79,2067.69,1562
12/17/2021,Each,Vape Product,1161118.96,21288,1161118.96,0,0,21288,19009
11/29/2022,Each,Concentrate (Each),164917.97,4089,164917.97,0,0,4089,3603
5/14/2019,Grams,Buds,439574.86,0,0,30530.36,439574.86,30530.36,11149
3/18/2022,Each,Infused Beverage,51050.4,5861,51050.4,0,0,5861,3201
4/15/2022,Grams,Infused Pre-Rolls,66603.56,0,0,2284.26,66603.56,2284.26,1974
4/20/2019,Grams,Shake/Trim (by strain),3821.98,0,0,381.55,3821.98,381.55,113
6/6/2022,Ounces,Buds,130,0,0,0.36,130,0.36,3
8/15/2021,Grams,Raw Pre-Rolls,550410.84,0,0,35907.49,550410.84,35907.49,26378
2/8/2022,Each,Infused Beverage,24489.67,2809,24489.67,0,0,2809,1432
5/22/2023,Grams,Concentrate,11564.05,0,0,318.5,11564.05,318.5,199
12/30/2018,Each,Infused (non-edible),13600,220,13600,0,0,220,146
5/16/2022,Each,Vape Product,715762.43,14548,715762.43,0,0,14548,13143
6/21/2023,Grams,Infused Pre-Rolls,62936.14,0,0,3346.35,62936.14,3346.35,2748
2/17/2019,Each,Buds,23409.88,1962,23409.88,0,0,1962,1338
7/11/2023,Milligrams,Buds,180,0,0,21000,180,21000,2
6/18/2019,Grams,Kief,361.5,0,0,12.5,361.5,12.5,20
5/24/2023,Milligrams,Raw Pre-Rolls,343.68,0,0,33250,343.68,33250,18
1/23/2019,Each,Infused (non-edible),38954.74,612,38954.74,0,0,612,538
8/31/2020,Grams,Concentrate,21831.34,0,0,331,21831.34,331,317
8/8/2022,Each,Infused (edible),488788.31,22967,488788.31,0,0,22967,17567
10/18/2021,Each,Infused (edible),419389.23,18362,419389.23,0,0,18362,13869
11/13/2022,Each,Concentrate (Each),190636.18,4851,190636.18,0,0,4851,4182
3/28/2022,Milligrams,Infused Pre-Rolls,80,0,0,950,80,950,2
1/14/2021,Grams,Concentrate,47718.59,0,0,699.5,47718.59,699.5,681
2/11/2022,Grams,Kief,6665.85,0,0,245,6665.85,245,217
8/2/2020,Grams,Shake/Trim,300,0,0,30,300,30,22
7/27/2023,Grams,Kief,2271.41,0,0,112,2271.41,112,85
3/15/2020,Each,Infused (edible),410453.87,13817,410453.87,0,0,13817,10727
5/29/2021,Grams,Raw Pre-Rolls,572465.49,0,0,38870.1,572465.49,38870.1,27833
7/30/2020,Grams,Infused Pre-Rolls,6658.53,0,0,252.65,6658.53,252.65,225
7/28/2019,Grams,Infused Pre-Rolls,572.4,0,0,33,572.4,33,20
2/11/2022,Grams,Shake/Trim,9199.25,0,0,1514,9199.25,1514,174
10/12/2020,Grams,Buds,1057592.43,0,0,73298.42,1057592.43,73298.42,21046
5/23/2019,Grams,Concentrate,11210.76,0,0,123,11210.76,123,142
8/5/2023,Grams,Kief,4946.62,0,0,341.5,4946.62,341.5,286
8/27/2021,Each,Infused (non-edible),21055.34,556,21055.34,0,0,556,478
9/21/2021,Grams,Shake/Trim (by strain),19688.69,0,0,3277.5,19688.69,3277.5,477
3/1/2023,Grams,Concentrate (Bulk),1263.49,0,0,27,1263.49,27,32
10/20/2019,Each,Concentrate (Each),145860.03,2723,145860.03,0,0,2723,2534
8/5/2022,Grams,Concentrate (Bulk),2393.75,0,0,31.05,2393.75,31.05,34
7/1/2023,Each,Infused Beverage,79528.31,11515,79528.31,0,0,11515,5872
6/23/2023,Milligrams,Infused Pre-Rolls,275,0,0,17500,275,17500,6
9/13/2022,Milligrams,Kief,30,0,0,1000,30,1000,1
9/25/2020,Grams,Kief,6290.72,0,0,229,6290.72,229,205
8/25/2019,Each,Concentrate (Each),469055.95,8534,469055.95,0,0,8534,7572
12/4/2022,Grams,Raw Pre-Rolls,530487.83,0,0,47922.66,530487.83,47922.66,30946
2/10/2021,Each,Vape Product,535275.85,9264,535275.85,0,0,9264,8158
11/12/2021,Grams,Concentrate,9523.16,0,0,134,9523.16,134,156
1/16/2021,Grams,Shake/Trim (by strain),8916.15,0,0,910.5,8916.15,910.5,308
3/21/2022,Grams,Shake/Trim,2650.25,0,0,429.3,2650.25,429.3,39
9/27/2020,Each,Vape Product,440926.31,7325,440926.31,0,0,7325,6386
5/7/2021,Each,Infused (non-edible),15483.69,428,15483.69,0,0,428,365
6/24/2020,Each,Concentrate (Each),131613.85,2395,131613.85,0,0,2395,2114
5/10/2019,Grams,Concentrate,9172.38,0,0,114,9172.38,114,156
4/26/2023,Grams,Concentrate (Bulk),545,0,0,36.5,545,36.5,14
7/10/2023,Grams,Buds,1476490.63,0,0,234280.94,1476490.63,234280.94,38661
10/17/2020,Grams,Buds,1590446.54,0,0,110454.14,1590446.54,110454.14,30335
6/26/2022,Grams,Concentrate (Bulk),839,0,0,12.77,839,12.77,10
11/25/2019,Grams,Infused Pre-Rolls,15610.83,0,0,590.25,15610.83,590.25,786
3/29/2021,Grams,Shake/Trim (by strain),27657.64,0,0,3799.75,27657.64,3799.75,506
12/6/2020,Each,Infused (non-edible),11646.8,354,11646.8,0,0,354,266
2/6/2023,Each,Infused (edible),419795.38,21132,419795.38,0,0,21132,16066
11/3/2020,Grams,Kief,4805.29,0,0,174,4805.29,174,143
12/18/2021,Grams,Shake/Trim (by strain),31157.19,0,0,4709.35,31157.19,4709.35,813
6/14/2022,Grams,Concentrate,2595.01,0,0,53,2595.01,53,46
4/15/2023,Each,Vape Product,937772.04,25394,937772.04,0,0,25394,22661
5/18/2020,Grams,Raw Pre-Rolls,32,0,0,2.5,32,2.5,1
3/26/2021,Each,Infused (edible),605354.72,23399,605354.72,0,0,23399,18640
1/13/2023,Each,Immature Plants,2061.2,70,2061.2,0,0,70,44
9/7/2019,Grams,Shake/Trim,1800,0,0,99,1800,99,88
1/10/2022,Each,Infused (non-edible),10786.32,264,10786.32,0,0,264,232
3/11/2020,Grams,Raw Pre-Rolls,175051.64,0,0,11344.03,175051.64,11344.03,8777
7/14/2021,Milligrams,Kief,72,0,0,860,72,860,2
11/30/2022,Each,Infused (edible),436373.41,21197,436373.41,0,0,21197,16120
12/5/2021,Grams,Shake/Trim,200,0,0,21.1,200,21.1,5
6/22/2023,Each,Vape Product,914996.58,25666,914996.58,0,0,25666,22919
8/1/2021,Milligrams,Concentrate,65,0,0,1000,65,1000,1
3/8/2022,Each,Infused (non-edible),10396.18,313,10396.18,0,0,313,236
12/12/2020,Each,Vape Product,630776.25,10996,630776.25,0,0,10996,9448
10/28/2020,Each,Infused (non-edible),8369.17,252,8369.17,0,0,252,201
10/14/2021,Grams,Shake/Trim (by strain),30213.08,0,0,4974.8,30213.08,4974.8,658
2/11/2023,Grams,Kief,4235.72,0,0,206.66,4235.72,206.66,179
8/28/2022,Grams,Concentrate (Bulk),1470,0,0,8.56,1470,8.56,16
4/24/2023,Each,Infused Beverage,23221.7,3039,23221.7,0,0,3039,1546
2/2/2023,Grams,Raw Pre-Rolls,645364.66,0,0,61275.25,645364.66,61275.25,39656
3/3/2019,Grams,Concentrate,5510.86,0,0,79,5510.86,79,72
11/14/2021,Each,Suppository,200,2,200,0,0,2,2
5/20/2022,Grams,Shake/Trim,3876.5,0,0,667.3,3876.5,667.3,54
1/23/2021,Grams,Shake/Trim (by strain),15883,0,0,1805.5,15883,1805.5,421
6/19/2020,Grams,Infused Pre-Rolls,7792.94,0,0,293.3,7792.94,293.3,298
4/22/2021,Grams,Kief,2727.57,0,0,155.5,2727.57,155.5,83
11/12/2022,Milligrams,Kief,60,0,0,2000,60,2000,1
8/16/2019,Each,Concentrate (Each),598256.04,10738,598256.04,0,0,10738,9414
3/20/2021,Grams,Shake/Trim (by strain),32970.9,0,0,4379.4,32970.9,4379.4,650
2/20/2023,Grams,Concentrate (Bulk),1218,0,0,27.5,1218,27.5,26
11/23/2021,Grams,Shake/Trim (by strain),24329.45,0,0,4330.95,24329.45,4330.95,660
1/25/2023,Grams,Buds,1414667.6,0,0,205566.52,1414667.6,205566.52,33898
8/9/2022,Milligrams,Infused Pre-Rolls,19.94,0,0,1000,19.94,1000,1
7/3/2021,Each,Infused (non-edible),27860.28,715,27860.28,0,0,715,624
2/1/2022,Milligrams,Concentrate,240,0,0,3000,240,3000,3
5/3/2023,Grams,Concentrate (Bulk),804.8,0,0,36.5,804.8,36.5,28
7/29/2020,Each,Vape Product,410792.39,6972,410792.39,0,0,6972,6014
6/17/2021,Each,Infused (non-edible),16943.66,423,16943.66,0,0,423,353
9/21/2019,Grams,Infused Pre-Rolls,12221.69,0,0,968.76,12221.69,968.76,619
10/27/2019,Each,Concentrate (Each),128651.07,2301,128651.07,0,0,2301,2146
1/19/2022,Grams,Concentrate,5989.61,0,0,86,5989.61,86,93
4/5/2021,Grams,Buds,1347229.12,0,0,95863.09,1347229.12,95863.09,25677
3/22/2021,Grams,Raw Pre-Rolls,355838.39,0,0,23606.81,355838.39,23606.81,16845
5/25/2021,Each,Infused (edible),404737.32,16229,404737.32,0,0,16229,12350
4/15/2022,Grams,Concentrate,8161.03,0,0,141,8161.03,141,127
5/3/2023,Pounds,Buds,36.23,0,0,0,36.23,0,3
5/26/2020,Grams,Infused Pre-Rolls,6720,0,0,252.65,6720,252.65,230
4/17/2019,Grams,Shake/Trim,1866.18,0,0,143.5,1866.18,143.5,26
7/30/2019,Grams,Concentrate,1719.88,0,0,18,1719.88,18,22
7/24/2021,Pounds,Raw Pre-Rolls,48,0,0,0,48,0,3
7/17/2020,Each,Concentrate (Each),193252.06,3653,193252.06,0,0,3653,3211
6/1/2022,Grams,Concentrate (Bulk),742.77,0,0,12.17,742.77,12.17,12
6/25/2022,Grams,Buds,1748529.64,0,0,167013.64,1748529.64,167013.64,34710
11/23/2019,Grams,Raw Pre-Rolls,190514.21,0,0,12528.55,190514.21,12528.55,10257
2/21/2022,Each,Infused (non-edible),14781.75,370,14781.75,0,0,370,305
8/3/2020,Grams,Shake/Trim,390,0,0,39,390,39,28
12/1/2020,Grams,Shake/Trim,705,0,0,29,705,29,22
6/8/2022,Grams,Concentrate (Bulk),575.84,0,0,8.4,575.84,8.4,10
2/7/2022,Each,Infused Beverage,19800.23,2291,19800.23,0,0,2291,1249
11/18/2021,Grams,Kief,4219.08,0,0,158.56,4219.08,158.56,141
5/17/2022,Each,Vape Product,709080.71,14692,709080.71,0,0,14692,13196
6/27/2023,Grams,Shake/Trim,41560.19,0,0,11935.5,41560.19,11935.5,1044
9/20/2019,Grams,Buds,979575.64,0,0,69221,979575.64,69221,20835
8/15/2019,Each,Concentrate (Each),452710.79,8195,452710.79,0,0,8195,7207
11/1/2021,Grams,Buds,1297920.4,0,0,97063.14,1297920.4,97063.14,24175
10/19/2021,Each,Infused (edible),406689.13,17524,406689.13,0,0,17524,13382
1/13/2021,Grams,Concentrate,40901.74,0,0,603,40901.74,603,588
12/18/2021,Each,Vape Product,1033016.78,19922,1033016.78,0,0,19922,17446
1/26/2020,Each,Infused (edible),301735.61,10074,301735.61,0,0,10074,7838
3/17/2022,Each,Infused Beverage,35930.18,4311,35930.18,0,0,4311,2140
6/18/2021,Each,Infused (non-edible),20178.09,483,20178.09,0,0,483,416
1/25/2019,Grams,Buds,338287.96,0,0,23075.06,338287.96,23075.06,8552
2/11/2023,Grams,Concentrate (Bulk),954.37,0,0,24.5,954.37,24.5,22
8/30/2020,Grams,Concentrate,21206.11,0,0,318,21206.11,318,306
5/10/2023,Grams,Concentrate (Bulk),426,0,0,18,426,18,11
7/4/2021,Each,Infused (non-edible),15371.78,394,15371.78,0,0,394,336
5/21/2023,Grams,Concentrate,14602.46,0,0,430.5,14602.46,430.5,258
10/6/2019,Grams,Infused Pre-Rolls,17602.05,0,0,1404,17602.05,1404,898
6/10/2020,Grams,Infused Pre-Rolls,9865.03,0,0,448.25,9865.03,448.25,359
3/7/2021,Grams,Shake/Trim (by strain),19609.02,0,0,2391.65,19609.02,2391.65,459
7/12/2022,Grams,Kief,3081.6,0,0,116.02,3081.6,116.02,111
4/13/2019,Each,Concentrate,17167.91,283,17167.91,0,0,283,236
8/16/2021,Grams,Raw Pre-Rolls,510154.27,0,0,33250.3,510154.27,33250.3,24308
8/9/2022,Each,Infused (edible),505040.68,24681,505040.68,0,0,24681,18287
10/12/2022,Grams,Raw Pre-Rolls,606895.54,0,0,53635.31,606895.54,53635.31,34323
11/26/2021,Grams,Shake/Trim (by strain),39022.75,0,0,6387.7,39022.75,6387.7,925
4/5/2019,Each,Buds,16197.72,1384,16197.72,0,0,1384,1025
8/19/2022,Grams,Concentrate (Bulk),1956.79,0,0,25.23,1956.79,25.23,36
1/26/2021,Grams,Shake/Trim (by strain),10921.7,0,0,1210.25,10921.7,1210.25,302
7/16/2020,Each,Concentrate (Each),156384.07,2948,156384.07,0,0,2948,2573
6/2/2020,Grams,Infused Pre-Rolls,7255.86,0,0,284.75,7255.86,284.75,299
10/13/2020,Each,Infused (non-edible),7545.74,202,7545.74,0,0,202,152
10/20/2022,Each,Immature Plants,768.75,25,768.75,0,0,25,16
11/11/2019,Each,Concentrate (Each),127942.32,2476,127942.32,0,0,2476,2260
8/8/2021,Milligrams,Concentrate,325,0,0,5000,325,5000,3
7/10/2023,Milligrams,Buds,120,0,0,14000,120,14000,2
10/1/2021,Grams,Shake/Trim (by strain),33279.56,0,0,4766.8,33279.56,4766.8,770
9/3/2019,Grams,Kief,1110.77,0,0,40,1110.77,40,38
8/13/2020,Grams,Raw Pre-Rolls,249888.57,0,0,15899.3,249888.57,15899.3,11407
3/12/2023,Each,Infused Beverage,36250.73,4271,36250.73,0,0,4271,2296
7/6/2019,Grams,Buds,777380.68,0,0,54519.16,777380.68,54519.16,17714
8/1/2021,Grams,Concentrate,8725.59,0,0,126,8725.59,126,146
1/19/2019,Each,Buds,23788.66,2005,23788.66,0,0,2005,1230
12/27/2020,Grams,Raw Pre-Rolls,302847.33,0,0,19872.24,302847.33,19872.24,13891
4/22/2023,Each,Immature Plants,3034.76,93,3034.76,0,0,93,72
4/22/2019,Each,Concentrate (Each),281129.41,5349,281129.41,0,0,5349,4885
4/19/2022,Grams,Kief,4965.4,0,0,183.77,4965.4,183.77,169
12/19/2022,Milligrams,Infused Pre-Rolls,696.43,0,0,29400,696.43,29400,24
5/6/2021,Grams,Concentrate (Bulk),550.8,0,0,11,550.8,11,10
5/4/2022,Grams,Buds,1397272.42,0,0,124773.52,1397272.42,124773.52,28383
1/9/2022,Grams,Concentrate (Bulk),400,0,0,5,400,5,4
4/30/2023,Grams,Raw Pre-Rolls,584807.62,0,0,60680.5,584807.62,60680.5,38175
10/24/2020,Each,Infused (edible),584579.89,20956,584579.89,0,0,20956,16316
6/27/2022,Each,Infused (non-edible),11645.2,317,11645.2,0,0,317,273
3/16/2021,Each,Infused Beverage,14173.6,1646,14173.6,0,0,1646,1058
7/9/2022,Ounces,Buds,40,0,0,0.12,40,0.12,1
8/6/2022,Each,Infused (non-edible),15687.21,399,15687.21,0,0,399,323
7/25/2023,Grams,Shake/Trim (by strain),60836.73,0,0,18120.19,60836.73,18120.19,1774
5/16/2021,Each,Vape Product,639639.98,11010,639639.98,0,0,11010,9755
5/25/2022,Milligrams,Concentrate,231.97,0,0,5000,231.97,5000,5
7/21/2019,Grams,Kief,600,0,0,20,600,20,18
7/16/2019,Each,Raw Pre-Rolls,12.6,1,12.6,0,0,1,1
8/19/2022,Grams,Shake/Trim,30364.27,0,0,7245,30364.27,7245,794
11/19/2022,Grams,Shake/Trim (by strain),46942.61,0,0,8289.8,46942.61,8289.8,1222
3/17/2019,Grams,Infused Pre-Rolls,252,0,0,14,252,14,12
11/8/2019,Grams,Concentrate,29770.5,0,0,442.5,29770.5,442.5,403
1/28/2023,Milligrams,Concentrate,75,0,0,3000,75,3000,3
7/3/2023,Each,Infused (edible),678401.86,35989,678401.86,0,0,35989,28127
1/24/2022,Grams,Buds,1235222.87,0,0,97757.21,1235222.87,97757.21,23432
4/27/2023,Each,Infused (non-edible),9208.23,254,9208.23,0,0,254,222
9/7/2021,Grams,Shake/Trim,1495.6,0,0,176.6,1495.6,176.6,41
9/6/2022,Milligrams,Concentrate,786.45,0,0,25000,786.45,25000,20
5/28/2023,Milligrams,Concentrate,32.4,0,0,1000,32.4,1000,1
8/26/2021,Grams,Concentrate (Bulk),150,0,0,2.5,150,2.5,3
12/5/2022,Grams,Shake/Trim (by strain),48280.97,0,0,9786.7,48280.97,9786.7,1178
3/2/2023,Each,Infused (non-edible),8251.65,239,8251.65,0,0,239,201
3/16/2022,Grams,Shake/Trim (by strain),39149.09,0,0,6248.98,39149.09,6248.98,1128
1/9/2022,Grams,Kief,3240.95,0,0,122,3240.95,122,109
1/20/2023,Each,Vape Product,971893.27,24846,971893.27,0,0,24846,22321
4/11/2019,Grams,Buds,389651.55,0,0,26885.33,389651.55,26885.33,11417
10/17/2022,Pounds,Buds,60,0,0,0.01,60,0.01,1
10/1/2022,Grams,Concentrate,9136.23,0,0,193.1,9136.23,193.1,191
6/10/2020,Each,Infused (edible),240482.87,8221,240482.87,0,0,8221,6272
7/11/2022,Milligrams,Concentrate,342.82,0,0,10500,342.82,10500,12
1/6/2021,Grams,Concentrate,38591.63,0,0,578,38591.63,578,563
4/7/2019,Each,Concentrate (Each),289897.47,5609,289897.47,0,0,5609,5173
5/16/2023,Pounds,Buds,402,0,0,0.1,402,0.1,9
3/16/2023,Milligrams,Concentrate,35,0,0,100,35,100,1
6/12/2022,Each,Infused (non-edible),13519.56,321,13519.56,0,0,321,284
7/31/2022,Each,Infused (edible),596608.33,28001,596608.33,0,0,28001,21458
10/26/2021,Each,Infused (edible),371936.07,16368,371936.07,0,0,16368,12654
6/6/2023,Grams,Shake/Trim (by strain),70277.53,0,0,20235.28,70277.53,20235.28,1860
12/9/2021,Each,Vape Product,766883.6,13971,766883.6,0,0,13971,12571
4/1/2021,Grams,Kief,3868.32,0,0,187.6,3868.32,187.6,119
7/19/2022,Milligrams,Concentrate,326.43,0,0,6064,326.43,6064,7
3/10/2022,Each,Infused Beverage,36516.02,4248,36516.02,0,0,4248,2082
5/2/2022,Grams,Shake/Trim (by strain),40644.59,0,0,6564.75,40644.59,6564.75,967
8/23/2022,Each,Infused (non-edible),11407.71,279,11407.71,0,0,279,237
8/23/2021,Grams,Raw Pre-Rolls,505958.19,0,0,33267.33,505958.19,33267.33,23485
5/14/2023,Each,Infused (non-edible),11492.54,326,11492.54,0,0,326,288
10/27/2022,Each,Immature Plants,60,2,60,0,0,2,2
5/24/2022,Each,Vape Product,735227.24,15634,735227.24,0,0,15634,13891
2/15/2023,Grams,Buds,1480372.66,0,0,284356.42,1480372.66,284356.42,35892
2/15/2023,Each,Infused (non-edible),11702.89,290,11702.89,0,0,290,245
2/16/2022,Each,Infused Beverage,25774.32,3080,25774.32,0,0,3080,1574
