SaleDate,UnitOfMeasureName,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
4/10/2022,Grams,Concentrate (Bulk),670.52,0,0,13,670.52,13,2
7/2/2020,Each,Infused (edible),168718.4,5710,168718.4,0,0,5710,3725
10/5/2020,Grams,Infused Pre-Rolls,2900.28,0,0,137.5,2900.28,137.5,102
9/17/2021,Grams,Shake/Trim,1378.23,0,0,344.8,1378.23,344.8,24
2/21/2021,Each,Infused (non-edible),4958.48,186,4958.48,0,0,186,126
1/30/2020,Grams,Kief,253,0,0,8,253,8,8
6/4/2021,Grams,Shake/Trim (by strain),11100.21,0,0,1983.25,11100.21,1983.25,256
5/6/2021,Each,Vape Product,135129.92,2997,135129.92,0,0,2997,2445
12/29/2022,Each,Vape Product,129861.57,4098,129861.57,0,0,4098,3260
7/3/2019,Each,Concentrate (Each),212012.17,4464,212012.17,0,0,4464,3701
2/13/2021,Each,Infused (non-edible),8928.84,339,8928.84,0,0,339,260
1/13/2020,Grams,Buds,196891.31,0,0,18440.12,196891.31,18440.12,3996
5/28/2019,Grams,Infused Pre-Rolls,458.31,0,0,38,458.31,38,24
6/16/2023,Grams,Concentrate (Bulk),124.25,0,0,4,124.25,4,4
1/2/2021,Grams,Raw Pre-Rolls,89473.92,0,0,7909.3,89473.92,7909.3,4095
4/9/2020,Each,Vape Product,91973.820000000,1932,91973.820000000,0,0,1932,1589
9/7/2020,Each,Concentrate (Each),47622.27,1206,47622.27,0,0,1206,958
10/19/2021,Each,Infused (non-edible),6956.97,206,6956.97,0,0,206,125
3/6/2023,Each,Infused Beverage,5016.42,595,5016.42,0,0,595,253
12/18/2019,Each,Concentrate (Each),64552.4,1682,64552.4,0,0,1682,1321
4/8/2019,Each,Raw Pre-Rolls,301.5,19,301.5,0,0,19,13
3/7/2020,Each,Concentrate (Each),68933.43,1624,68933.43,0,0,1624,1253
10/11/2022,Grams,Concentrate (Bulk),253.5,0,0,7,253.5,7,7
6/30/2021,Grams,Kief,755.2,0,0,40.81,755.2,40.81,29
9/4/2020,Grams,Raw Pre-Rolls,120850.22,0,0,10288.73,120850.22,10288.73,5715
1/15/2020,Grams,Infused Pre-Rolls,1438.22,0,0,68.5,1438.22,68.5,62
7/22/2021,Grams,Shake/Trim (by strain),10864.29,0,0,1966.85,10864.29,1966.85,194
9/10/2022,Grams,Shake/Trim,602.29,0,0,126.6,602.29,126.6,12
11/18/2019,Grams,Concentrate,6034.29,0,0,117,6034.29,117,116
10/31/2020,Grams,Shake/Trim (by strain),11488.74,0,0,1119.1,11488.74,1119.1,339
11/13/2022,Grams,Buds,268980.61,0,0,41995.16,268980.61,41995.16,5836
10/27/2022,Grams,Kief,527.89,0,0,30,527.89,30,23
10/30/2020,Each,Infused (edible),125232.41,4083,125232.41,0,0,4083,2830
8/27/2021,Grams,Concentrate,1398.24,0,0,50,1398.24,50,32
12/30/2022,Grams,Concentrate (Bulk),478,0,0,14.5,478,14.5,6
11/12/2021,Each,Infused (non-edible),4695.39,144,4695.39,0,0,144,123
6/24/2019,Each,Raw Pre-Rolls,119.5,11,119.5,0,0,11,10
2/7/2022,Grams,Shake/Trim (by strain),6295.25,0,0,1161,6295.25,1161,142
7/29/2023,Each,Infused (edible),95080.98,4496,95080.98,0,0,4496,2931
2/18/2021,Each,Infused Beverage,1326.35,239,1326.35,0,0,239,139
10/7/2022,Grams,Concentrate,2384.78,0,0,60,2384.78,60,64
5/26/2023,Grams,Raw Pre-Rolls,128885.73,0,0,17645.15,128885.73,17645.15,8126
1/31/2020,Grams,Infused Pre-Rolls,2577.25,0,0,138.2,2577.25,138.2,117
7/17/2021,Grams,Buds,409239.54,0,0,38296.93,409239.54,38296.93,8017
9/13/2019,Each,Infused (edible),95055.29,3567,95055.29,0,0,3567,2209
4/2/2023,Grams,Buds,239835.9,0,0,39422.53,239835.9,39422.53,5621
12/28/2020,Each,Infused (non-edible),4598.09,154,4598.09,0,0,154,116
2/12/2023,Grams,Shake/Trim,486.67,0,0,119,486.67,119,15
1/26/2021,Grams,Buds,379658.38,0,0,35499.34,379658.38,35499.34,7111
9/2/2021,Each,Infused (non-edible),9303.6,279,9303.6,0,0,279,202
4/1/2022,Grams,Concentrate (Bulk),190.62,0,0,4,190.62,4,2
6/27/2022,Each,Immature Plants,54,2,54,0,0,2,2
5/1/2020,Grams,Concentrate,16481.01,0,0,306,16481.01,306,268
2/10/2021,Grams,Kief,1224.03,0,0,54,1224.03,54,41
12/21/2022,Grams,Concentrate (Bulk),734.26,0,0,22.5,734.26,22.5,21
6/10/2020,Grams,Kief,1044.63,0,0,50,1044.63,50,32
5/22/2021,Grams,Shake/Trim (by strain),9761.18,0,0,1738.75,9761.18,1738.75,254
7/22/2022,Each,Infused Beverage,13419.31,1709,13419.31,0,0,1709,686
2/19/2020,Each,Concentrate (Each),54858.56,1262,54858.56,0,0,1262,1013
4/21/2021,Grams,Shake/Trim,706.69,0,0,142,706.69,142,9
10/13/2021,Each,Infused Beverage,6521.48,851,6521.48,0,0,851,349
12/31/2021,Each,Infused (non-edible),6315.67,214,6315.67,0,0,214,154
9/22/2020,Each,Concentrate (Each),59457.25,1427,59457.25,0,0,1427,1030
3/25/2020,Grams,Shake/Trim,18,0,0,2.5,18,2.5,1
3/5/2022,Each,Infused (edible),124226.08,5689,124226.08,0,0,5689,3531
1/16/2023,Grams,Concentrate,1931.86,0,0,57,1931.86,57,38
8/10/2021,Grams,Shake/Trim (by strain),10743.47,0,0,2163.55,10743.47,2163.55,299
7/9/2023,Grams,Concentrate (Bulk),112.33,0,0,2,112.33,2,2
7/11/2019,Grams,Raw Pre-Rolls,33366.23,0,0,2926.81,33366.23,2926.81,1736
11/3/2022,Grams,Concentrate (Bulk),165.01,0,0,5,165.01,5,5
12/5/2019,Grams,Infused Pre-Rolls,15,0,0,1,15,1,1
6/16/2019,Each,Concentrate (Each),90918.19,1898,90918.19,0,0,1898,1549
7/28/2021,Each,Vape Product,156501.13,3546,156501.13,0,0,3546,2863
1/25/2022,Grams,Shake/Trim (by strain),8192.24,0,0,1686.5,8192.24,1686.5,178
5/12/2021,Grams,Concentrate,2744.96,0,0,46.5,2744.96,46.5,41
12/31/2021,Grams,Raw Pre-Rolls,150034.75,0,0,14319.4,150034.75,14319.4,7160
1/13/2019,Each,Infused (edible),5931.58,245,5931.58,0,0,245,149
6/3/2022,Grams,Raw Pre-Rolls,125623.66,0,0,14525.55,125623.66,14525.55,6376
9/27/2022,Each,Vape Product,99583.79,2868,99583.79,0,0,2868,2357
11/19/2020,Grams,Shake/Trim (by strain),4109.98,0,0,322,4109.98,322,149
4/17/2023,Grams,Kief,564.18,0,0,32,564.18,32,25
3/26/2020,Grams,Infused Pre-Rolls,3423.34,0,0,217.07,3423.34,217.07,127
6/25/2020,Grams,Buds,410031.8,0,0,37007.3,410031.8,37007.3,7459
4/11/2021,Each,Infused (non-edible),5598.41,164,5598.41,0,0,164,105
1/2/2020,Each,Concentrate (Each),57494.14,1495,57494.14,0,0,1495,1060
3/31/2022,Each,Infused (edible),124743.48,5193,124743.48,0,0,5193,3467
8/25/2020,Grams,Infused Pre-Rolls,4070.38,0,0,192.25,4070.38,192.25,160
2/22/2021,Grams,Shake/Trim (by strain),5246.88,0,0,779.25,5246.88,779.25,169
10/20/2021,Grams,Shake/Trim (by strain),7124.53,0,0,1326.95,7124.53,1326.95,199
2/17/2020,Grams,Buds,186585.4,0,0,16946.04,186585.4,16946.04,3804
6/17/2023,Each,Immature Plants,0.02,2,0.02,0,0,2,2
6/21/2021,Grams,Kief,614.89,0,0,26.14,614.89,26.14,23
7/25/2019,Each,Concentrate (Each),156208.41,3356.5,156208.41,0,0,3356.5,2752
5/26/2022,Grams,Concentrate (Bulk),221.9,0,0,4.1,221.9,4.1,4
1/15/2023,Each,Infused Beverage,5785.33,862,5785.33,0,0,862,354
7/25/2021,Each,Infused (non-edible),5221.78,153,5221.78,0,0,153,116
3/17/2023,Each,Vape Product,158123.83,5412,158123.83,0,0,5412,4237
6/8/2022,Milligrams,Kief,25.35,0,0,1000,25.35,1000,1
2/23/2020,Each,Vape Product,49693.24,1049,49693.24,0,0,1049,857
2/10/2022,Each,Infused (non-edible),5406.66,160,5406.66,0,0,160,105
10/16/2020,Grams,Raw Pre-Rolls,102103.01,0,0,8608.44,102103.01,8608.44,4832
6/18/2020,Grams,Raw Pre-Rolls,81403.71,0,0,7011.77,81403.71,7011.77,3649
10/30/2022,Grams,Shake/Trim,421.31,0,0,103,421.31,103,9
6/29/2020,Grams,Infused Pre-Rolls,4773.97,0,0,249.4,4773.97,249.4,134
11/3/2020,Each,Infused (non-edible),7843.92,260,7843.92,0,0,260,176
4/14/2020,Each,Concentrate (Each),64105.59,1497,64105.59,0,0,1497,1188
6/4/2021,Grams,Buds,533108.5,0,0,50577.85,533108.5,50577.85,10239
1/29/2023,Grams,Concentrate (Bulk),213.76,0,0,5,213.76,5,5
5/11/2021,Each,Infused Beverage,4880.83,644,4880.83,0,0,644,318
10/25/2019,Grams,Infused Pre-Rolls,51.85,0,0,1.52,51.85,1.52,8
7/21/2022,Grams,Concentrate,2058.89,0,0,65,2058.89,65,49
3/21/2021,Each,Vape Product,105080.87,2354,105080.87,0,0,2354,1893
7/27/2020,Each,Concentrate (Each),53212.29,1220,53212.29,0,0,1220,951
6/27/2021,Grams,Shake/Trim,122.1,0,0,4.75,122.1,4.75,5
5/8/2023,Each,Infused (edible),90267.81,4013,90267.81,0,0,4013,2578
11/26/2022,Grams,Buds,265204.04,0,0,41402.9,265204.04,41402.9,6141
2/14/2021,Grams,Shake/Trim (by strain),5223.71,0,0,875.5,5223.71,875.5,119
1/10/2022,Milligrams,Concentrate,57.6,0,0,1000,57.6,1000,1
11/13/2021,Grams,Shake/Trim (by strain),7017.5,0,0,1512.85,7017.5,1512.85,196
1/31/2020,Grams,Kief,905.35,0,0,33,905.35,33,30
5/29/2023,Grams,Concentrate (Bulk),78,0,0,3,78,3,2
5/20/2020,Grams,Infused Pre-Rolls,6265.27,0,0,311.73,6265.27,311.73,194
7/11/2023,Grams,Raw Pre-Rolls,91934.25,0,0,12372.6,91934.25,12372.6,5462
8/11/2021,Each,Suppository,168.62,5,168.62,0,0,5,4
1/3/2020,Grams,Concentrate,9762.98,0,0,199.18,9762.98,199.18,179
9/7/2022,Grams,Concentrate (Bulk),20,0,0,3,20,3,3
10/12/2021,Grams,Concentrate,848.36,0,0,20,848.36,20,18
6/7/2021,Each,Infused (non-edible),4931.6,193,4931.6,0,0,193,139
12/13/2022,Grams,Kief,658.08,0,0,49,658.08,49,26
12/19/2020,Each,Infused (edible),176480.16,5870,176480.16,0,0,5870,3856
11/22/2019,Each,Concentrate (Each),70592.4,1694,70592.4,0,0,1694,1349
8/21/2020,Each,Infused (edible),146137.03,4546,146137.03,0,0,4546,3100
3/8/2020,Grams,Infused Pre-Rolls,924.92,0,0,49.23,924.92,49.23,37
6/21/2021,Each,Infused Beverage,5604.73,832,5604.73,0,0,832,370
4/2/2020,Each,Vape Product,96126.18,1923,96126.18,0,0,1923,1547
2/13/2022,Grams,Buds,281167.34,0,0,30457.35,281167.34,30457.35,5771
4/13/2021,Each,Vape Product,137920.38,3210,137920.38,0,0,3210,2512
5/29/2019,Each,Concentrate (Each),118668.98,2491,118668.98,0,0,2491,2022
12/19/2019,Grams,Infused Pre-Rolls,411,0,0,19,411,19,12
5/31/2023,Grams,Raw Pre-Rolls,94290.98,0,0,13473.5,94290.98,13473.5,6066
5/8/2019,Grams,Kief,538.82,0,0,31.5,538.82,31.5,23
12/3/2022,Grams,Concentrate (Bulk),1068.66,0,0,205,1068.66,205,24
7/11/2020,Grams,Raw Pre-Rolls,83996.27,0,0,7518.09,83996.27,7518.09,4133
3/2/2022,Grams,Kief,766.07,0,0,34.5,766.07,34.5,31
3/28/2021,Each,Infused (non-edible),4785.73,189,4785.73,0,0,189,139
3/12/2019,Each,Buds,1249.47,105,1249.47,0,0,105,61
9/3/2021,Grams,Concentrate,2736.83,0,0,58.5,2736.83,58.5,54
12/7/2020,Grams,Shake/Trim (by strain),3409.55,0,0,447.25,3409.55,447.25,118
9/20/2021,Each,Infused (non-edible),3891.67,119,3891.67,0,0,119,92
1/15/2021,Each,Infused (non-edible),9455.56,477,9455.56,0,0,477,309
10/6/2020,Each,Concentrate (Each),56487.65,1402,56487.65,0,0,1402,1042
2/20/2023,Each,Vape Product,108332.09,3676,108332.09,0,0,3676,2857
7/23/2021,Milligrams,Buds,330.93,0,0,38000,330.93,38000,12
12/17/2021,Each,Infused (non-edible),7389.88,243,7389.88,0,0,243,175
6/8/2019,Grams,Buds,179042.67,0,0,15965.62,179042.67,15965.62,3523
9/13/2020,Each,Infused (edible),67893.07,2413,67893.07,0,0,2413,1591
1/11/2022,Grams,Shake/Trim (by strain),9206.41,0,0,1791.6,9206.41,1791.6,160
2/1/2020,Each,Concentrate (Each),70454.1,1798,70454.1,0,0,1798,1399
3/13/2022,Grams,Buds,298480.34,0,0,33987.9,298480.34,33987.9,5910
8/16/2019,Each,Raw Pre-Rolls,92.4,14,92.4,0,0,14,7
12/11/2019,Grams,Concentrate,7377.69,0,0,143,7377.69,143,115
3/30/2022,Grams,Kief,653.29,0,0,28.5,653.29,28.5,24
9/8/2020,Grams,Infused Pre-Rolls,4861.22,0,0,220,4861.22,220,143
1/27/2021,Each,Infused (edible),98144.18,3050,98144.18,0,0,3050,2110
8/28/2021,Grams,Shake/Trim (by strain),4981.04,0,0,922.3,4981.04,922.3,142
7/3/2021,Each,Suppository,42,1,42,0,0,1,1
9/19/2022,Grams,Shake/Trim,177.65,0,0,42.3,177.65,42.3,4
11/17/2022,Grams,Concentrate (Bulk),631.28,0,0,20,631.28,20,30
4/23/2019,Grams,Buds,83741.42,0,0,7385.27,83741.42,7385.27,1695
12/7/2022,Each,Infused Beverage,5607.66,1007,5607.66,0,0,1007,284
8/5/2019,Each,Buds,546.6,15,546.6,0,0,15,14
8/31/2022,Grams,Concentrate,2508.02,0,0,85.5,2508.02,85.5,62
5/22/2019,Grams,Kief,272.45,0,0,18.5,272.45,18.5,12
8/5/2021,Grams,Shake/Trim,312.53,0,0,63.5,312.53,63.5,5
11/1/2022,Each,Suppository,80,1,80,0,0,1,1
11/24/2020,Grams,Raw Pre-Rolls,87818.52,0,0,7378.92,87818.52,7378.92,4136
3/28/2023,Each,Infused (edible),83688.8,4277,83688.8,0,0,4277,2734
10/21/2021,Milligrams,Concentrate,73.75,0,0,600,73.75,600,1
3/14/2022,Grams,Concentrate (Bulk),59.5,0,0,1,59.5,1,1
5/8/2021,Grams,Shake/Trim (by strain),10993.58,0,0,1831.25,10993.58,1831.25,302
1/16/2020,Each,Concentrate (Each),48533.68,1159,48533.68,0,0,1159,910
7/26/2023,Each,Immature Plants,43.02,2,43.02,0,0,2,1
6/19/2023,Grams,Concentrate,1117.45,0,0,33,1117.45,33,23
7/26/2020,Grams,Concentrate,9980.21,0,0,200.5,9980.21,200.5,188
10/21/2021,Grams,Kief,959.21,0,0,71.8,959.21,71.8,34
12/28/2019,Grams,Raw Pre-Rolls,49599.4,0,0,4536.06,49599.4,4536.06,2526
5/29/2023,Grams,Shake/Trim,1524.86,0,0,679,1524.86,679,56
11/16/2022,Each,Infused (edible),105837.42,4398,105837.42,0,0,4398,2801
1/5/2021,Grams,Shake/Trim,1367.26,0,0,310,1367.26,310,16
7/19/2022,Each,Immature Plants,161.59,8,161.59,0,0,8,5
6/26/2021,Grams,Infused Pre-Rolls,5445.52,0,0,271.15,5445.52,271.15,202
5/13/2021,Each,Concentrate (Each),66292.96,1582,66292.96,0,0,1582,1304
5/25/2020,Each,Infused (non-edible),3546.93,124,3546.93,0,0,124,105
3/1/2022,Grams,Infused Pre-Rolls,8342.66,0,0,430.13,8342.66,430.13,262
1/9/2020,Grams,Shake/Trim (by strain),4874.44,0,0,464.57,4874.44,464.57,181
4/10/2022,Each,Vape Product,111056.4,2699,111056.4,0,0,2699,2227
9/13/2020,Grams,Shake/Trim (by strain),1221.11,0,0,111,1221.11,111,88
10/25/2019,Each,Infused (edible),111698,3986,111698,0,0,3986,2634
12/22/2018,Each,Infused (edible),7568.53,577,7568.53,0,0,577,223
2/26/2020,Grams,Shake/Trim (by strain),1398.25,0,0,137.5,1398.25,137.5,78
12/9/2020,Grams,Concentrate,12405.09,0,0,233.75,12405.09,233.75,200
10/4/2021,Grams,Buds,321175.66,0,0,31521.8,321175.66,31521.8,6162
6/18/2020,Each,Infused (non-edible),8089.27,276,8089.27,0,0,276,181
8/9/2022,Grams,Kief,1047.18,0,0,46,1047.18,46,29
7/23/2022,Grams,Buds,315600.9,0,0,40381.49,315600.9,40381.49,6924
9/20/2021,Grams,Raw Pre-Rolls,85999.79,0,0,7259.29,85999.79,7259.29,4036
8/1/2021,Each,Concentrate (Each),48604.51,1320,48604.51,0,0,1320,1070
6/26/2022,Each,Infused Beverage,7385.94,964,7385.94,0,0,964,395
7/18/2021,Each,Infused (edible),90564.48,3200,90564.48,0,0,3200,2193
12/20/2018,Grams,Buds,13782.4,0,0,1433.5,13782.4,1433.5,248
11/8/2021,Each,Infused Beverage,5806.92,782,5806.92,0,0,782,336
2/1/2022,Each,Concentrate (Each),70741.78,2028,70741.78,0,0,2028,1519
1/14/2022,Each,Vape Product,170057.11,3800,170057.11,0,0,3800,3188
10/21/2020,Grams,Infused Pre-Rolls,3801.74,0,0,169.15,3801.74,169.15,137
6/10/2021,Grams,Infused Pre-Rolls,5847.91,0,0,289.85,5847.91,289.85,184
6/7/2019,Grams,Shake/Trim (by strain),1535.14,0,0,124,1535.14,124,73
10/9/2019,Grams,Kief,704.73,0,0,37,704.73,37,31
11/26/2020,Each,Concentrate (Each),483.63,12,483.63,0,0,12,11
9/28/2019,Each,Infused (non-edible),9754.9,286,9754.9,0,0,286,232
8/3/2019,Each,Concentrate,135,3,135,0,0,3,3
9/13/2022,Grams,Raw Pre-Rolls,88541.38,0,0,10709.45,88541.38,10709.45,4963
9/7/2020,Grams,Shake/Trim,6.05,0,0,1,6.05,1,1
10/26/2019,Grams,Buds,249016.75,0,0,23618.28,249016.75,23618.28,4953
9/20/2019,Each,Infused (non-edible),19402.78,508,19402.78,0,0,508,400
4/21/2019,Each,Infused Pre-Rolls,59,1,59,0,0,1,1
7/25/2019,Each,Vape Product,924,18,924,0,0,18,14
4/17/2020,Grams,Raw Pre-Rolls,90945.7,0,0,7954.95,90945.7,7954.95,4214
5/20/2021,Each,Concentrate (Each),59647.69,1423,59647.69,0,0,1423,1189
1/23/2022,Each,Concentrate (Each),50405.67,1356,50405.67,0,0,1356,1093
1/11/2022,Grams,Shake/Trim,6,0,0,0.75,6,0.75,1
10/7/2019,Each,Infused (non-edible),6295.76,224,6295.76,0,0,224,172
12/13/2021,Grams,Concentrate,1779.69,0,0,37,1779.69,37,30
1/10/2021,Each,Vape Product,109639.28,2330,109639.28,0,0,2330,1895
3/11/2023,Each,Infused (edible),119328.39,5391,119328.39,0,0,5391,3623
9/13/2019,Each,Infused (non-edible),18064.31,454,18064.31,0,0,454,366
10/20/2020,Grams,Infused Pre-Rolls,5551.24,0,0,256.72,5551.24,256.72,187
5/18/2023,Each,Vape Product,110174.42,3703,110174.42,0,0,3703,3021
10/18/2022,Milligrams,Infused Pre-Rolls,30.44,0,0,1000,30.44,1000,1
7/11/2021,Grams,Infused Pre-Rolls,3681.33,0,0,171.4,3681.33,171.4,131
7/9/2020,Grams,Kief,758.2,0,0,36.07,758.2,36.07,30
5/5/2023,Grams,Buds,331045.35,0,0,55152.02,331045.35,55152.02,7866
4/9/2019,Grams,Concentrate,863.31,0,0,27.64,863.31,27.64,17
2/21/2020,Grams,Shake/Trim (by strain),2500.96,0,0,213,2500.96,213,135
2/28/2022,Grams,Infused Pre-Rolls,4997.33,0,0,311.13,4997.33,311.13,166
6/23/2019,Grams,Concentrate,4743.65,0,0,100,4743.65,100,131
4/28/2021,Grams,Raw Pre-Rolls,88841.8,0,0,8018.35,88841.8,8018.35,4364
12/26/2020,Grams,Buds,427577.1,0,0,40298.11,427577.1,40298.11,8119
5/12/2022,Grams,Concentrate,1199.53,0,0,35,1199.53,35,24
5/22/2023,Grams,Kief,383.42,0,0,29,383.42,29,23
1/12/2021,Grams,Kief,1290.81,0,0,56,1290.81,56,38
8/8/2021,Each,Concentrate (Each),47195.75,1133,47195.75,0,0,1133,931
6/11/2020,Each,Infused (non-edible),8453.7,342,8453.7,0,0,342,199
8/27/2020,Each,Vape Product,131516.92,2652,131516.92,0,0,2652,2199
6/18/2019,Grams,Shake/Trim (by strain),1541.86,0,0,123.75,1541.86,123.75,80
3/11/2022,Each,Suppository,65,1,65,0,0,1,1
11/17/2020,Each,Concentrate (Each),54380.22,1211,54380.22,0,0,1211,929
6/3/2020,Each,Infused (non-edible),7272.87,234,7272.87,0,0,234,174
2/13/2020,Each,Infused (edible),89521.97,3295,89521.97,0,0,3295,2008
1/4/2020,Grams,Shake/Trim (by strain),1972.42,0,0,179,1972.42,179,110
8/1/2023,Each,Infused Beverage,4883.87,766,4883.87,0,0,766,385
7/21/2021,Grams,Shake/Trim (by strain),8386.43,0,0,1579.3,8386.43,1579.3,177
6/30/2020,Grams,Raw Pre-Rolls,78883.34,0,0,7071.73,78883.34,7071.73,3823
2/21/2021,Each,Vape Product,106502.39,2287,106502.39,0,0,2287,1877
10/8/2020,Grams,Infused Pre-Rolls,5366.56,0,0,227.03,5366.56,227.03,189
8/15/2021,Each,Suppository,165.27,5,165.27,0,0,5,5
7/23/2023,Grams,Raw Pre-Rolls,75153.77,0,0,9826.43,75153.77,9826.43,4393
11/13/2020,Grams,Raw Pre-Rolls,103799.27,0,0,9052.75,103799.27,9052.75,5223
12/18/2022,Grams,Kief,628.7,0,0,35.5,628.7,35.5,26
12/21/2019,Each,Concentrate (Each),62818.78,1589,62818.78,0,0,1589,1246
3/5/2023,Each,Vape Product,92654.61,3090,92654.61,0,0,3090,2398
12/3/2022,Grams,Buds,309495.9,0,0,51399.16,309495.9,51399.16,6647
10/14/2022,Grams,Concentrate (Bulk),92.58,0,0,3,92.58,3,2
5/26/2021,Grams,Buds,420956.58,0,0,39387.49,420956.58,39387.49,8123
10/16/2021,Grams,Concentrate,2398.18,0,0,76.5,2398.18,76.5,49
6/3/2021,Grams,Shake/Trim (by strain),11116.46,0,0,1983.6,11116.46,1983.6,283
2/3/2020,Grams,Infused Pre-Rolls,1471.56,0,0,83.6,1471.56,83.6,67
6/10/2021,Grams,Kief,1077.42,0,0,76.08,1077.42,76.08,42
2/11/2020,Each,Vape Product,64698.89,1303,64698.89,0,0,1303,1083
8/11/2021,Milligrams,Buds,49,0,0,3500,49,3500,1
6/19/2023,Grams,Concentrate (Bulk),78.5,0,0,3,78.5,3,3
6/13/2023,Each,Immature Plants,125,5,125,0,0,5,2
1/18/2020,Grams,Infused Pre-Rolls,1519.74,0,0,70,1519.74,70,73
9/2/2020,Each,Infused (edible),104836.68,3572,104836.68,0,0,3572,2344
12/26/2022,Each,Infused Beverage,5274.53,648,5274.53,0,0,648,319
2/6/2022,Grams,Shake/Trim (by strain),6048.4,0,0,1065,6048.4,1065,135
9/10/2020,Each,Concentrate (Each),67604.61,1763,67604.61,0,0,1763,1242
10/16/2021,Each,Infused (non-edible),4794.8,181,4794.8,0,0,181,155
2/26/2020,Grams,Buds,258088.11,0,0,24589.56,258088.11,24589.56,5300
10/30/2020,Grams,Shake/Trim (by strain),12341.34,0,0,1226.75,12341.34,1226.75,371
1/23/2020,Grams,Concentrate,8775.59,0,0,164.49,8775.59,164.49,161
5/7/2021,Each,Infused Beverage,10423.12,1419,10423.12,0,0,1419,721
5/20/2023,Each,Infused (edible),93111.59,4414,93111.59,0,0,4414,3059
3/10/2020,Each,Concentrate (Each),44025.65,1006,44025.65,0,0,1006,803
11/11/2022,Grams,Shake/Trim,1808.09,0,0,530.3,1808.09,530.3,58
2/10/2021,Each,Infused (non-edible),4868.43,166,4868.43,0,0,166,127
5/31/2019,Grams,Infused Pre-Rolls,534.18,0,0,40,534.18,40,26
8/10/2022,Grams,Concentrate,3648.49,0,0,109,3648.49,109,84
2/18/2021,Each,Infused (non-edible),7679.97,351,7679.97,0,0,351,209
7/25/2021,Grams,Shake/Trim,630.19,0,0,100.5,630.19,100.5,8
1/2/2023,Grams,Concentrate (Bulk),229,0,0,4.5,229,4.5,6
2/11/2020,Grams,Kief,199.02,0,0,7,199.02,7,7
1/16/2021,Each,Infused (edible),139993.99,4441,139993.99,0,0,4441,2970
7/6/2019,Each,Concentrate (Each),130599.08,2782,130599.08,0,0,2782,2342
11/9/2021,Each,Infused (non-edible),3361.18,98,3361.18,0,0,98,81
1/20/2022,Grams,Shake/Trim (by strain),8080.04,0,0,1571,8080.04,1571,176
10/2/2021,Milligrams,Concentrate,200,0,0,1600,200,1600,2
2/22/2020,Each,Concentrate (Each),66743.82,1499,66743.82,0,0,1499,1195
8/28/2019,Grams,Kief,233.6,0,0,13.5,233.6,13.5,10
7/13/2023,Grams,Concentrate,1938.58,0,0,74,1938.58,74,43
6/19/2019,Each,Concentrate (Each),131943.95,2798,131943.95,0,0,2798,2287
9/15/2020,Grams,Shake/Trim,10,0,0,1,10,1,1
8/21/2020,Each,Suppository,60,1,60,0,0,1,1
9/25/2020,Each,Concentrate (Each),74067.05,1827,74067.05,0,0,1827,1432
2/23/2022,Each,Vape Product,141609.62,3403,141609.62,0,0,3403,2837
1/29/2021,Grams,Shake/Trim,2516.42,0,0,524,2516.42,524,26
1/5/2020,Each,Concentrate (Each),35173.82,870,35173.82,0,0,870,698
3/27/2022,Grams,Concentrate (Bulk),107.74,0,0,2,107.74,2,2
12/16/2022,Grams,Concentrate (Bulk),347.75,0,0,24.5,347.75,24.5,8
12/28/2021,Each,Infused (non-edible),3796.47,151,3796.47,0,0,151,98
10/14/2020,Grams,Concentrate,9229.92,0,0,161.75,9229.92,161.75,147
7/2/2022,Grams,Kief,1491.44,0,0,70,1491.44,70,47
6/2/2022,Each,Infused Beverage,8205.63,1059,8205.63,0,0,1059,399
9/14/2019,Grams,Buds,244346.8,0,0,23268.85,244346.8,23268.85,5003
8/20/2020,Grams,Infused Pre-Rolls,4812.43,0,0,225.7,4812.43,225.7,167
6/15/2022,Grams,Buds,343879.03,0,0,42549.18,343879.03,42549.18,6762
4/2/2022,Each,Vape Product,143458.38,3456,143458.38,0,0,3456,2892
10/29/2022,Grams,Concentrate (Bulk),188.2,0,0,9,188.2,9,6
7/19/2022,Grams,Raw Pre-Rolls,102820.06,0,0,11132.6,102820.06,11132.6,5287
1/3/2022,Each,Infused Beverage,3824.27,449,3824.27,0,0,449,231
11/14/2020,Grams,Shake/Trim (by strain),8942.7,0,0,901.75,8942.7,901.75,326
8/30/2021,Each,Infused (non-edible),5679.93,208,5679.93,0,0,208,150
3/21/2020,Grams,Infused Pre-Rolls,3300.62,0,0,181.05,3300.62,181.05,139
1/15/2019,Grams,Buds,13124.32,0,0,1300.08,13124.32,1300.08,271
1/18/2019,Each,Concentrate,979.31,20,979.31,0,0,20,13
8/5/2021,Grams,Shake/Trim (by strain),9060.23,0,0,1715.65,9060.23,1715.65,198
4/8/2021,Each,Infused (non-edible),4054,115,4054,0,0,115,101
11/28/2018,Each,Infused (edible),6173.95,298,6173.95,0,0,298,132
11/30/2019,Grams,Infused Pre-Rolls,1790.87,0,0,78.19,1790.87,78.19,61
9/21/2022,Each,Infused (edible),87514.94,3860,87514.94,0,0,3860,2511
7/4/2023,Grams,Concentrate (Bulk),158.5,0,0,3,158.5,3,2
