SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice
8/27/2023,Concentrate,Grams,0,0,27,909.55,27,909.55
7/8/2020,Shake/Trim,Grams,0,0,1,7.44,1,7.44
1/8/2022,Infused Beverage,Each,1039,8920.23,0,0,1039,8920.23
7/9/2021,Shake/Trim (by strain),Grams,0,0,1691.5,8762.23,1691.5,8762.23
6/7/2023,Concentrate (Bulk),Grams,0,0,2,74.58,2,74.58
10/20/2019,Kief,Grams,0,0,13,508.24,13,508.24
10/2/2021,Kief,Grams,0,0,107.8,1777.13,107.8,1777.13
9/19/2021,Infused (edible),Each,3113,74779.23,0,0,3113,74779.23
8/15/2022,Buds,Grams,0,0,34691.74,262871.63,34691.74,262871.63
8/21/2020,Concentrate (Each),Each,1966,84378.76,0,0,1966,84378.76
10/2/2022,Concentrate (Bulk),Grams,0,0,6,321.75,6,321.75
7/31/2023,Shake/Trim,Grams,0,0,293.5,865.57,293.5,865.57
1/3/2022,Concentrate,Milligrams,0,0,1500,75.4,1500,75.4
10/3/2019,Buds,Grams,0,0,28953.16,301589.25,28953.16,301589.25
10/19/2021,Buds,Grams,0,0,35633.35,350378,35633.35,350378
7/29/2022,Kief,Grams,0,0,72,1421.47,72,1421.47
7/18/2019,Concentrate (Each),Each,3281,158807.61,0,0,3347.5,158807.61
2/12/2021,Concentrate,Grams,0,0,312.9,16186.55,312.9,16186.55
9/16/2022,Infused (edible),Each,5345,115766.7,0,0,5345,115766.7
10/24/2019,Raw Pre-Rolls,Grams,0,0,4072.57,47650.69,4072.57,47650.69
4/24/2022,Infused Beverage,Each,629,4574.71,0,0,629,4574.71
7/17/2021,Raw Pre-Rolls,Grams,0,0,9746.2,109056.86,9746.2,109056.86
2/26/2022,Shake/Trim (by strain),Grams,0,0,1553.5,8243.43,1553.5,8243.43
1/10/2019,Buds,Grams,0,0,1634.03,16347.46,1634.03,16347.46
11/19/2022,Raw Pre-Rolls,Grams,0,0,11653.15,100276.71,11653.15,100276.71
4/13/2023,Concentrate,Grams,0,0,34.5,1227.4,34.5,1227.4
2/23/2020,Infused Pre-Rolls,Grams,0,0,109.44,2112.05,109.44,2112.05
1/6/2020,Infused Pre-Rolls,Grams,0,0,74.75,1647.51,74.75,1647.51
11/29/2021,Infused (non-edible),Each,125,4253.15,0,0,125,4253.15
12/1/2019,Concentrate (Each),Each,1107,37917.3,0,0,1107,37917.3
6/20/2019,Infused Pre-Rolls,Grams,0,0,4.5,61.6,4.5,61.6
9/26/2020,Infused Pre-Rolls,Grams,0,0,233.75,4881.05,233.75,4881.05
9/29/2020,Concentrate,Grams,0,0,155.25,8870.38,155.25,8870.38
1/29/2021,Infused (non-edible),Each,202,5495.29,0,0,202,5495.29
7/2/2020,Buds,Grams,0,0,46828.78,510416.24,46828.78,510416.24
10/9/2022,Vape Product,Each,2497,85813.78,0,0,2497,85813.78
4/15/2019,Raw Pre-Rolls,Grams,0,0,334.5,4247.46,334.5,4247.46
2/5/2021,Kief,Grams,0,0,46,840.96,46,840.96
4/11/2020,Concentrate,Grams,0,0,213.5,10669.95,213.5,10669.95
5/18/2021,Infused (non-edible),Each,143,5149.29,0,0,143,5149.29
1/19/2021,Buds,Grams,0,0,34570.44,372153.44,34570.44,372153.44
3/19/2022,Infused (edible),Each,5042,121016.53,0,0,5042,121016.53
1/21/2022,Infused (non-edible),Each,133,4356.13,0,0,133,4356.13
8/6/2021,Infused (non-edible),Each,219,6507.45,0,0,219,6507.45
10/17/2021,Infused Beverage,Each,632,4373.62,0,0,632,4373.62
12/27/2022,Concentrate,Grams,0,0,62.5,1996.19,62.5,1996.19
12/3/2021,Raw Pre-Rolls,Grams,0,0,11311.27,125746.09,11311.27,125746.09
2/23/2022,Concentrate,Milligrams,0,0,500,44.1,500,44.1
8/11/2022,Infused Beverage,Each,969,8139.99,0,0,969,8139.99
10/9/2019,Concentrate (Each),Each,1472,55557.56,0,0,1472,55557.56
12/27/2021,Shake/Trim (by strain),Grams,0,0,1213.3,5809.61,1213.3,5809.61
6/15/2020,Kief,Grams,0,0,62,1200.63,62,1200.63
9/1/2019,Infused (edible),Each,2250,55155.82,0,0,2250,55155.82
8/25/2021,Vape Product,Each,3647,149760.51,0,0,3647,149760.51
6/13/2020,Concentrate (Each),Each,1551,66390.65,0,0,1551,66390.65
2/5/2022,Infused (edible),Each,5473,133542.13,0,0,5473,133542.13
6/29/2019,Raw Pre-Rolls,Grams,0,0,3589.53,38979.88,3589.53,38979.88
4/11/2023,Buds,Grams,0,0,43461.47,279630.95,43461.47,279630.95
5/22/2022,Raw Pre-Rolls,Grams,0,0,7957.55,77530.4,7957.55,77530.4
9/15/2019,Concentrate (Each),Each,2018,91115.27,0,0,2027.5,91115.27
1/31/2023,Shake/Trim,Grams,0,0,602,2245.33,602,2245.33
4/7/2023,Concentrate (Bulk),Grams,0,0,21,746.22,21,746.22
2/10/2019,Infused (edible),Each,305,7600.1,0,0,305,7600.1
5/8/2021,Concentrate,Grams,0,0,79,4116.28,79,4116.28
7/17/2022,Concentrate (Bulk),Grams,0,0,4,174,4,174
7/1/2022,Immature Plants,Each,7,125,0,0,7,125
3/24/2021,Shake/Trim,Grams,0,0,394,1986,394,1986
11/6/2019,Infused Pre-Rolls,Grams,0,0,68.25,1461.02,68.25,1461.02
4/28/2023,Kief,Grams,0,0,47,711.16,47,711.16
8/29/2021,Shake/Trim (by strain),Grams,0,0,765.15,4722.99,765.15,4722.99
3/14/2023,Concentrate (Bulk),Grams,0,0,2,80,2,80
7/11/2020,Infused Pre-Rolls,Grams,0,0,297.5,6410.47,297.5,6410.47
12/24/2020,Shake/Trim (by strain),Grams,0,0,771,5106.2,771,5106.2
4/30/2020,Infused Pre-Rolls,Grams,0,0,192.2,3931.87,192.2,3931.87
4/7/2021,Shake/Trim (by strain),Grams,0,0,1326.75,7996.75,1326.75,7996.75
6/5/2020,Concentrate (Each),Each,1879,78753.69,0,0,1879,78753.69
11/15/2020,Infused (non-edible),Each,170,5163.68,0,0,170,5163.68
3/13/2020,Shake/Trim,Grams,0,0,47.5,366,47.5,366
7/9/2022,Concentrate (Bulk),Grams,0,0,5.86,168.26,5.86,168.26
5/20/2021,Infused Beverage,Each,1004,7515.34,0,0,1004,7515.34
8/1/2022,Concentrate,Milligrams,0,0,3000,106.98,3000,106.98
7/2/2023,Raw Pre-Rolls,Grams,0,0,10563.14,76578.62,10563.14,76578.62
9/13/2019,Buds,Each,25,1079.5,0,0,25,1079.5
1/12/2020,Concentrate,Grams,0,0,111,5725.8,111,5725.8
5/30/2022,Kief,Milligrams,0,0,2000,54.16,2000,54.16
12/26/2020,Infused (edible),Each,3924,115334.67,0,0,3924,115334.67
1/14/2019,Buds,Each,38,807.45,0,0,38,807.45
5/22/2022,Infused (non-edible),Each,97,3099.97,0,0,97,3099.97
4/22/2019,Infused Pre-Rolls,Grams,0,0,2,28.5,2,28.5
5/25/2023,Infused (non-edible),Each,126,3371.71,0,0,126,3371.71
2/25/2023,Concentrate,Milligrams,0,0,200,70,200,70
7/18/2019,Kief,Grams,0,0,26.5,498,26.5,498
4/13/2022,Shake/Trim (by strain),Grams,0,0,2691.1,14147.02,2691.1,14147.02
7/30/2022,Concentrate,Grams,0,0,33,1211.58,33,1211.58
3/17/2019,Concentrate (Each),Each,212,8519.14,0,0,212,8519.14
7/4/2021,Shake/Trim,Grams,0,0,86,443.36,86,443.36
10/5/2021,Concentrate,Grams,0,0,24.5,1152.96,24.5,1152.96
4/22/2023,Concentrate,Milligrams,0,0,3500,72,3500,72
10/23/2020,Raw Pre-Rolls,Grams,0,0,8932.17,105405.85,8932.17,105405.85
6/19/2023,Shake/Trim (by strain),Grams,0,0,1527,4589.76,1527,4589.76
1/8/2023,Infused Beverage,Each,732,5288.87,0,0,732,5288.87
8/12/2020,Infused (edible),Each,4066,111307.64,0,0,4066,111307.64
6/9/2020,Raw Pre-Rolls,Grams,0,0,5863.55,68194.43,5863.55,68194.43
9/3/2022,Infused (non-edible),Each,139,3580.06,0,0,139,3580.06
1/21/2022,Buds,Grams,0,0,49535.45,463836.1,49535.45,463836.1
4/29/2023,Infused (edible),Each,4575,95277.45,0,0,4575,95277.45
3/1/2020,Vape Product,Each,1110,52779.54,0,0,1110,52779.54
4/14/2019,Buds,Grams,0,0,5410.76,57900.41,5410.76,57900.41
10/14/2022,Shake/Trim (by strain),Grams,0,0,2197.4,9733.57,2197.4,9733.57
10/21/2022,Shake/Trim,Grams,0,0,93.8,366.17,93.8,366.17
4/22/2022,Kief,Grams,0,0,47,1016.98,47,1016.98
1/2/2023,Shake/Trim (by strain),Grams,0,0,1162,4843.81,1162,4843.81
2/6/2022,Concentrate (Bulk),Grams,0,0,6,235,6,235
3/24/2023,Vape Product,Each,4604,137979.89,0,0,4604,137979.89
9/1/2023,Concentrate (Each),Each,1862,54178.76,0,0,1862,54178.76
5/9/2022,Buds,Grams,0,0,30795.25,277781.71,30795.25,277781.71
3/12/2021,Vape Product,Each,3678,166199.75,0,0,3678,166199.75
6/22/2022,Concentrate,Milligrams,0,0,3000,101.4,3000,101.4
7/1/2019,Buds,Grams,0,0,19867.96,201745.74,19867.96,201745.74
1/4/2022,Kief,Grams,0,0,39,806.34,39,806.34
1/25/2023,Infused (non-edible),Each,94,3089.51,0,0,94,3089.51
1/14/2023,Infused (non-edible),Each,150,3508.17,0,0,150,3508.17
5/16/2022,Concentrate,Grams,0,0,55,2266.7,55,2266.7
3/8/2021,Buds,Grams,0,0,32378.42,344116.8,32378.42,344116.8
4/19/2022,Shake/Trim,Grams,0,0,289.4,1030.21,289.4,1030.21
3/26/2023,Buds,Grams,0,0,39257.4,238429.29,39257.4,238429.29
3/7/2023,Infused (edible),Each,4308,90838.36,0,0,4308,90838.36
11/21/2021,Concentrate (Bulk),Grams,0,0,4,155,4,155
2/22/2023,Shake/Trim (by strain),Grams,0,0,1818.5,7666.06,1818.5,7666.06
8/28/2019,Suppository,Each,9,135,0,0,9,135
7/28/2023,Infused Beverage,Each,1556,10764.95,0,0,1556,10764.95
8/31/2020,Vape Product,Each,2039,102483.3,0,0,2039,102483.3
6/15/2023,Infused (non-edible),Each,128,3490.79,0,0,128,3490.79
5/5/2023,Shake/Trim (by strain),Grams,0,0,2346,7738.18,2346,7738.18
9/24/2022,Infused (non-edible),Each,162,4326.07,0,0,162,4326.07
3/11/2023,Kief,Grams,0,0,60,877.91,60,877.91
6/3/2022,Shake/Trim (by strain),Grams,0,0,2616.9,12290.2,2616.9,12290.2
10/12/2021,Concentrate (Bulk),Grams,0,0,1.5,83.33,1.5,83.33
2/21/2021,Kief,Grams,0,0,49,1114.79,49,1114.79
1/2/2023,Raw Pre-Rolls,Grams,0,0,9445.2,77518.97,9445.2,77518.97
12/17/2021,Concentrate,Grams,0,0,79,3430.56,79,3430.56
1/14/2021,Vape Product,Each,2865,132252.14,0,0,2865,132252.14
5/15/2020,Buds,Grams,0,0,50674.2,545214.48,50674.2,545214.48
5/30/2020,Kief,Grams,0,0,32,778.34,32,778.34
8/30/2022,Shake/Trim (by strain),Grams,0,0,2283.8,10090.23,2283.8,10090.23
6/27/2019,Concentrate,Grams,0,0,129.5,5299.72,129.5,5299.72
5/11/2022,Infused (non-edible),Each,131,3232.22,0,0,131,3232.22
2/9/2020,Infused (edible),Each,1832,55622.9,0,0,1832,55622.9
4/13/2020,Raw Pre-Rolls,Grams,0,0,4478.61,50414.47,4478.61,50414.47
3/6/2019,Concentrate (Each),Each,288,11435.97,0,0,288,11435.97
4/5/2019,Concentrate,Grams,0,0,36.34,677.65,36.34,677.65
3/15/2022,Suppository,Each,2,122.35,0,0,2,122.35
4/24/2021,Raw Pre-Rolls,Grams,0,0,8176.75,92796.28,8176.75,92796.28
2/19/2021,Infused (edible),Each,3387,107474.3,0,0,3387,107474.3
12/9/2022,Immature Plants,Each,6,118.74,0,0,6,118.74
5/22/2023,Vape Product,Each,3095,93162,0,0,3095,93162
6/7/2023,Infused Pre-Rolls,Grams,0,0,604.02,10668.27,604.02,10668.27
10/2/2022,Infused Pre-Rolls,Grams,0,0,282.85,5266.56,282.85,5266.56
1/15/2022,Concentrate,Grams,0,0,36.5,1459.3,36.5,1459.3
3/15/2020,Raw Pre-Rolls,Grams,0,0,4195.24,47686,4195.24,47686
8/26/2023,Infused Beverage,Each,1266,8780.71,0,0,1266,8780.71
12/4/2022,Infused (edible),Each,3245,71960.95,0,0,3245,71960.95
4/11/2022,Concentrate,Grams,0,0,38,1299.44,38,1299.44
3/18/2023,Immature Plants,Each,1,40,0,0,1,40
4/8/2023,Kief,Grams,0,0,69,1172.93,69,1172.93
2/7/2021,Infused Beverage,Each,4,34.06,0,0,4,34.06
2/6/2023,Raw Pre-Rolls,Grams,0,0,8276.3,70474.95,8276.3,70474.95
12/12/2018,Infused (non-edible),Each,19,465.05,0,0,19,465.05
7/5/2020,Kief,Grams,0,0,55.31,1039.55,55.31,1039.55
4/23/2023,Buds,Grams,0,0,30640.37,179720.99,30640.37,179720.99
3/28/2022,Concentrate (Each),Each,1737,52989.48,0,0,1737,52989.48
12/9/2021,Shake/Trim,Grams,0,0,70,374.23,70,374.23
2/8/2021,Buds,Grams,0,0,30158.83,322896.66,30158.83,322896.66
12/8/2020,Vape Product,Each,2657,119543.41,0,0,2657,119543.41
7/26/2019,Concentrate,Grams,0,0,93,4845.83,93,4845.83
5/18/2020,Infused (edible),Each,5479,112749.11,0,0,5479,112749.11
10/30/2022,Concentrate (Each),Each,1167,38934.95,0,0,1167,38934.95
1/24/2021,Kief,Grams,0,0,25,560.18,25,560.18
2/6/2019,Infused (non-edible),Each,19,585.7,0,0,19,585.7
7/25/2020,Vape Product,Each,2532,128575.46,0,0,2532,128575.46
4/28/2023,Infused Beverage,Each,1279,11265.59,0,0,1279,11265.59
6/16/2022,Suppository,Each,1,51.71,0,0,1,51.71
5/4/2019,Shake/Trim (by strain),Grams,0,0,148.39,1092.51,148.39,1092.51
12/17/2022,Concentrate (Each),Each,1761,51744.38,0,0,1761,51744.38
5/29/2021,Infused (edible),Each,5503,146518.16,0,0,5503,146518.16
6/20/2020,Buds,Grams,0,0,36640.2,402642.67,36640.2,402642.67
6/18/2023,Vape Product,Each,3002,83643.78,0,0,3002,83643.78
5/3/2022,Infused Pre-Rolls,Grams,0,0,313.58,5646.12,313.58,5646.12
5/24/2022,Shake/Trim,Grams,0,0,16.4,117.65,16.4,117.65
1/22/2023,Infused Pre-Rolls,Grams,0,0,437.66,8100.79,437.66,8100.79
7/5/2023,Concentrate (Each),Each,1650,44767.22,0,0,1650,44767.22
3/26/2021,Raw Pre-Rolls,Grams,0,0,9711,111843.61,9711,111843.61
11/28/2020,Shake/Trim (by strain),Grams,0,0,635.25,5803.61,635.25,5803.61
4/22/2021,Infused (non-edible),Each,194,5649.85,0,0,194,5649.85
5/15/2021,Shake/Trim (by strain),Grams,0,0,1561,8944.35,1561,8944.35
5/19/2023,Buds,Grams,0,0,58541.02,339585.59,58541.02,339585.59
4/25/2022,Shake/Trim,Grams,0,0,57.2,377.95,57.2,377.95
2/25/2021,Infused (edible),Each,4431,131486.56,0,0,4431,131486.56
4/30/2021,Raw Pre-Rolls,Grams,0,0,10233.45,119393.69,10233.45,119393.69
5/14/2022,Concentrate,Grams,0,0,40,1702.56,40,1702.56
7/27/2020,Kief,Grams,0,0,32,744.34,32,744.34
12/11/2021,Concentrate,Grams,0,0,64,2572,64,2572
8/29/2020,Vape Product,Each,2897,140432.56,0,0,2897,140432.56
1/7/2020,Concentrate (Each),Each,1256,52536.3,0,0,1256,52536.3
2/24/2020,Concentrate (Each),Each,1305,50275,0,0,1305,50275
3/18/2021,Concentrate,Milligrams,0,0,0,80,0,80
12/10/2022,Concentrate (Bulk),Grams,0,0,116.5,764.1,116.5,764.1
4/6/2022,Concentrate (Bulk),Grams,0,0,7,310.65,7,310.65
1/4/2023,Raw Pre-Rolls,Grams,0,0,9263.75,79024.43,9263.75,79024.43
9/13/2021,Infused (non-edible),Each,172,5509.03,0,0,172,5509.03
7/14/2023,Concentrate (Bulk),Grams,0,0,28,661.57,28,661.57
8/3/2021,Shake/Trim (by strain),Grams,0,0,2188.05,10891.93,2188.05,10891.93
8/14/2020,Infused Pre-Rolls,Grams,0,0,369.4,7124.43,369.4,7124.43
12/10/2019,Infused Pre-Rolls,Grams,0,0,18,473.5,18,473.5
2/3/2022,Shake/Trim (by strain),Grams,0,0,1674,9288.46,1674,9288.46
12/23/2020,Infused (non-edible),Each,413,12287.19,0,0,413,12287.19
1/9/2021,Buds,Grams,0,0,43640.62,472441.86,43640.62,472441.86
2/15/2020,Infused (edible),Each,3248,90135.86,0,0,3248,90135.86
7/12/2020,Buds,Grams,0,0,27909.78,300162.38,27909.78,300162.38
12/26/2021,Infused (non-edible),Each,96,3173.72,0,0,96,3173.72
4/7/2019,Concentrate,Grams,0,0,25.7,827.18,25.7,827.18
9/11/2020,Concentrate (Each),Each,2058,85375.93,0,0,2058,85375.93
6/5/2019,Concentrate (Each),Each,2704,132326.73,0,0,2704,132326.73
7/30/2023,Infused Beverage,Each,985,6151.24,0,0,985,6151.24
3/9/2022,Suppository,Each,1,62.74,0,0,1,62.74
1/12/2021,Vape Product,Each,2984,129509.55,0,0,2984,129509.55
3/31/2020,Infused Pre-Rolls,Grams,0,0,144.8,2604.88,144.8,2604.88
5/16/2023,Vape Product,Each,3563,101826.57,0,0,3563,101826.57
5/4/2023,Kief,Grams,0,0,20,396.72,20,396.72
3/9/2023,Infused (edible),Each,4449,95319.21,0,0,4449,95319.21
4/19/2020,Raw Pre-Rolls,Grams,0,0,5008.64,55877.72,5008.64,55877.72
6/21/2019,Concentrate,Grams,0,0,148.5,7342.52,148.5,7342.52
6/19/2023,Concentrate,Grams,0,0,33,1117.45,33,1117.45
7/26/2020,Concentrate,Grams,0,0,200.5,9980.21,200.5,9980.21
10/21/2021,Kief,Grams,0,0,71.8,959.21,71.8,959.21
12/28/2019,Raw Pre-Rolls,Grams,0,0,4536.06,49599.4,4536.06,49599.4
5/29/2023,Shake/Trim,Grams,0,0,679,1524.86,679,1524.86
11/16/2022,Infused (edible),Each,4398,105837.42,0,0,4398,105837.42
1/5/2021,Shake/Trim,Grams,0,0,310,1367.26,310,1367.26
7/19/2022,Immature Plants,Each,8,161.59,0,0,8,161.59
6/26/2021,Infused Pre-Rolls,Grams,0,0,271.15,5445.52,271.15,5445.52
5/13/2021,Concentrate (Each),Each,1582,66292.96,0,0,1582,66292.96
5/25/2020,Infused (non-edible),Each,124,3546.93,0,0,124,3546.93
3/1/2022,Infused Pre-Rolls,Grams,0,0,430.13,8342.66,430.13,8342.66
1/9/2020,Shake/Trim (by strain),Grams,0,0,464.57,4874.44,464.57,4874.44
4/10/2022,Vape Product,Each,2699,111056.4,0,0,2699,111056.4
9/13/2020,Shake/Trim (by strain),Grams,0,0,111,1221.11,111,1221.11
10/25/2019,Infused (edible),Each,3986,111698,0,0,3986,111698
12/22/2018,Infused (edible),Each,577,7568.53,0,0,577,7568.53
2/26/2020,Shake/Trim (by strain),Grams,0,0,137.5,1398.25,137.5,1398.25
12/9/2020,Concentrate,Grams,0,0,233.75,12405.09,233.75,12405.09
10/4/2021,Buds,Grams,0,0,31521.8,321175.66,31521.8,321175.66
6/18/2020,Infused (non-edible),Each,276,8089.27,0,0,276,8089.27
8/9/2022,Kief,Grams,0,0,46,1047.18,46,1047.18
7/23/2022,Buds,Grams,0,0,40381.49,315600.9,40381.49,315600.9
9/20/2021,Raw Pre-Rolls,Grams,0,0,7259.29,85999.79,7259.29,85999.79
8/1/2021,Concentrate (Each),Each,1320,48604.51,0,0,1320,48604.51
6/26/2022,Infused Beverage,Each,964,7385.94,0,0,964,7385.94
7/18/2021,Infused (edible),Each,3200,90564.48,0,0,3200,90564.48
12/20/2018,Buds,Grams,0,0,1433.5,13782.4,1433.5,13782.4
11/8/2021,Infused Beverage,Each,782,5806.92,0,0,782,5806.92
2/1/2022,Concentrate (Each),Each,2028,70741.78,0,0,2028,70741.78
1/14/2022,Vape Product,Each,3800,170057.11,0,0,3800,170057.11
10/21/2020,Infused Pre-Rolls,Grams,0,0,169.15,3801.74,169.15,3801.74
6/10/2021,Infused Pre-Rolls,Grams,0,0,289.85,5847.91,289.85,5847.91
6/7/2019,Shake/Trim (by strain),Grams,0,0,124,1535.14,124,1535.14
10/9/2019,Kief,Grams,0,0,37,704.73,37,704.73
11/26/2020,Concentrate (Each),Each,12,483.63,0,0,12,483.63
9/28/2019,Infused (non-edible),Each,286,9754.9,0,0,286,9754.9
8/3/2019,Concentrate,Each,3,135,0,0,3,135
9/13/2022,Raw Pre-Rolls,Grams,0,0,10709.45,88541.38,10709.45,88541.38
9/7/2020,Shake/Trim,Grams,0,0,1,6.05,1,6.05
10/26/2019,Buds,Grams,0,0,23618.28,249016.75,23618.28,249016.75
9/20/2019,Infused (non-edible),Each,508,19402.78,0,0,508,19402.78
4/21/2019,Infused Pre-Rolls,Each,1,59,0,0,1,59
7/25/2019,Vape Product,Each,18,924,0,0,18,924
4/17/2020,Raw Pre-Rolls,Grams,0,0,7954.95,90945.7,7954.95,90945.7
5/20/2021,Concentrate (Each),Each,1423,59647.69,0,0,1423,59647.69
1/23/2022,Concentrate (Each),Each,1356,50405.67,0,0,1356,50405.67
1/11/2022,Shake/Trim,Grams,0,0,0.75,6,0.75,6
10/7/2019,Infused (non-edible),Each,224,6295.76,0,0,224,6295.76
12/13/2021,Concentrate,Grams,0,0,37,1779.69,37,1779.69
1/10/2021,Vape Product,Each,2330,109639.28,0,0,2330,109639.28
3/11/2023,Infused (edible),Each,5391,119328.39,0,0,5391,119328.39
9/13/2019,Infused (non-edible),Each,454,18064.31,0,0,454,18064.31
10/20/2020,Infused Pre-Rolls,Grams,0,0,256.72,5551.24,256.72,5551.24
5/18/2023,Vape Product,Each,3703,110174.42,0,0,3703,110174.42
10/18/2022,Infused Pre-Rolls,Milligrams,0,0,1000,30.44,1000,30.44
7/11/2021,Infused Pre-Rolls,Grams,0,0,171.4,3681.33,171.4,3681.33
7/9/2020,Kief,Grams,0,0,36.07,758.2,36.07,758.2
5/5/2023,Buds,Grams,0,0,55152.02,331045.35,55152.02,331045.35
4/9/2019,Concentrate,Grams,0,0,27.64,863.31,27.64,863.31
2/21/2020,Shake/Trim (by strain),Grams,0,0,213,2500.96,213,2500.96
2/28/2022,Infused Pre-Rolls,Grams,0,0,311.13,4997.33,311.13,4997.33
6/23/2019,Concentrate,Grams,0,0,100,4743.65,100,4743.65
4/28/2021,Raw Pre-Rolls,Grams,0,0,8018.35,88841.8,8018.35,88841.8
12/26/2020,Buds,Grams,0,0,40298.11,427577.1,40298.11,427577.1
5/12/2022,Concentrate,Grams,0,0,35,1199.53,35,1199.53
5/22/2023,Kief,Grams,0,0,29,383.42,29,383.42
1/12/2021,Kief,Grams,0,0,56,1290.81,56,1290.81
8/8/2021,Concentrate (Each),Each,1133,47195.75,0,0,1133,47195.75
6/11/2020,Infused (non-edible),Each,342,8453.7,0,0,342,8453.7
8/27/2020,Vape Product,Each,2652,131516.92,0,0,2652,131516.92
6/18/2019,Shake/Trim (by strain),Grams,0,0,123.75,1541.86,123.75,1541.86
3/11/2022,Suppository,Each,1,65,0,0,1,65
11/17/2020,Concentrate (Each),Each,1211,54380.22,0,0,1211,54380.22
6/3/2020,Infused (non-edible),Each,234,7272.87,0,0,234,7272.87
2/13/2020,Infused (edible),Each,3295,89521.97,0,0,3295,89521.97
1/4/2020,Shake/Trim (by strain),Grams,0,0,179,1972.42,179,1972.42
8/1/2023,Infused Beverage,Each,766,4883.87,0,0,766,4883.87
7/26/2020,Buds,Grams,0,0,28943.25,311437.29,28943.25,311437.29
9/24/2020,Shake/Trim (by strain),Grams,0,0,332.35,3682.7,332.35,3682.7
4/23/2022,Shake/Trim,Grams,0,0,85.65,459.25,85.65,459.25
1/6/2023,Raw Pre-Rolls,Grams,0,0,11155.1,94490.2,11155.1,94490.2
6/25/2021,Infused Pre-Rolls,Grams,0,0,327,6427.86,327,6427.86
2/23/2021,Infused (edible),Each,4513,148313.08,0,0,4513,148313.08
11/17/2020,Kief,Grams,0,0,31,682.62,31,682.62
8/19/2020,Buds,Grams,0,0,34669.88,384791.86,34669.88,384791.86
5/15/2021,Infused Beverage,Each,1109,8537.63,0,0,1109,8537.63
8/25/2020,Infused (edible),Each,3728,117318.83,0,0,3728,117318.83
7/17/2022,Concentrate,Grams,0,0,23,729.18,23,729.18
12/30/2019,Concentrate,Grams,0,0,117,5852.04,117,5852.04
3/17/2021,Vape Product,Each,3963,175002.47,0,0,3963,175002.47
7/15/2023,Raw Pre-Rolls,Grams,0,0,13686.25,101506.01,13686.25,101506.01
9/3/2020,Kief,Grams,0,0,75,1744.82,75,1744.82
1/19/2023,Infused Beverage,Each,692,5412.6,0,0,692,5412.6
8/7/2021,Suppository,Each,1,35,0,0,1,35
10/8/2022,Infused Pre-Rolls,Grams,0,0,491.9,8479.2,491.9,8479.2
3/18/2022,Concentrate (Each),Each,2010,75680.39,0,0,2010,75680.39
6/29/2023,Infused Pre-Rolls,Grams,0,0,810.14,14974.49,810.14,14974.49
4/23/2022,Infused Pre-Rolls,Grams,0,0,384.79,7996.33,384.79,7996.33
7/1/2021,Shake/Trim,Grams,0,0,35.25,264.6,35.25,264.6
6/21/2023,Immature Plants,Each,1,30,0,0,1,30
11/21/2022,Concentrate (Each),Each,1938,64833.88,0,0,1938,64833.88
2/19/2020,Vape Product,Each,1336,65846.27,0,0,1336,65846.27
10/20/2020,Raw Pre-Rolls,Grams,0,0,6227.61,72428.01,6227.61,72428.01
6/30/2023,Buds,Grams,0,0,67212.61,380067.47,67212.61,380067.47
1/15/2019,Infused (non-edible),Each,28,677.62,0,0,28,677.62
11/3/2022,Shake/Trim,Grams,0,0,357.8,1296.15,357.8,1296.15
5/12/2023,Infused (edible),Each,5889,122018.82,0,0,5889,122018.82
10/8/2021,Concentrate,Grams,0,0,47.5,2146.84,47.5,2146.84
12/2/2020,Buds,Grams,0,0,33474.73,353787.02,33474.73,353787.02
6/15/2023,Kief,Grams,0,0,31,382.12,31,382.12
12/23/2020,Infused (edible),Each,7764,211134.28,0,0,7764,211134.28
11/5/2022,Concentrate (Each),Each,1653,50572.89,0,0,1653,50572.89
6/22/2020,Raw Pre-Rolls,Grams,0,0,5729.51,64748.67,5729.51,64748.67
4/28/2019,Shake/Trim (by strain),Grams,0,0,76.39,565.16,76.39,565.16
12/27/2022,Infused Pre-Rolls,Grams,0,0,644.08,8411.04,644.08,8411.04
3/13/2023,Vape Product,Each,3925,116007.98,0,0,3925,116007.98
1/7/2019,Infused (non-edible),Each,1,20.25,0,0,1,20.25
7/27/2023,Concentrate (Each),Each,1426,40803.07,0,0,1426,40803.07
8/19/2023,Kief,Grams,0,0,26,343.19,26,343.19
1/26/2023,Raw Pre-Rolls,Kilograms,0,0,0,90,0,90
9/24/2021,Concentrate (Each),Each,2104,84583.89,0,0,2104,84583.89
5/8/2019,Concentrate,Grams,0,0,70,4214.12,70,4214.12
7/13/2023,Kief,Grams,0,0,38,637.21,38,637.21
7/28/2023,Buds,Grams,0,0,60435.59,332794.27,60435.59,332794.27
11/4/2020,Buds,Grams,0,0,30137.33,328110.81,30137.33,328110.81
5/31/2021,Raw Pre-Rolls,Grams,0,0,6065.45,68116.34,6065.45,68116.34
4/11/2022,Suppository,Each,2,129.26,0,0,2,129.26
5/20/2020,Raw Pre-Rolls,Grams,0,0,7634.22,85969.9,7634.22,85969.9
9/5/2019,Shake/Trim (by strain),Grams,0,0,573,4859.14,573,4859.14
