SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice
7/27/2022,Vape Product,Each,4769,168035.36,0,0,4769,168035.36
5/28/2022,Infused (edible),Each,6059,145077.85,0,0,6059,145077.85
12/21/2019,Shake/Trim (by strain),Grams,0,0,287.3,3258.74,287.3,3258.74
8/8/2021,Infused Beverage,Each,652,4757.73,0,0,652,4757.73
4/18/2020,Infused (non-edible),Each,288,8133,0,0,288,8133
5/14/2019,Concentrate (Each),Grams,0,0,1,58.5,1,58.5
7/6/2019,Shake/Trim (by strain),Grams,0,0,176,2114.42,176,2114.42
7/31/2020,Infused (non-edible),Each,273,7963.97,0,0,273,7963.97
3/10/2020,Shake/Trim (by strain),Grams,0,0,112.5,1274.89,112.5,1274.89
5/6/2021,Infused Pre-Rolls,Grams,0,0,272.45,5374.48,272.45,5374.48
1/3/2023,Kief,Grams,0,0,24,417.07,24,417.07
4/23/2021,Kief,Grams,0,0,110.04,1356.93,110.04,1356.93
2/6/2022,Concentrate (Each),Each,1525,54160.52,0,0,1525,54160.52
12/5/2020,Infused Pre-Rolls,Grams,0,0,171.5,3752.55,171.5,3752.55
3/25/2022,Raw Pre-Rolls,Grams,0,0,11712.15,124399.1,11712.15,124399.1
10/30/2020,Concentrate (Each),Each,1575,66782.63,0,0,1575,66782.63
4/18/2022,Immature Plants,Each,5,140.4,0,0,5,140.4
9/18/2022,Infused Beverage,Each,620,5402.31,0,0,620,5402.31
4/16/2019,Infused Pre-Rolls,Each,1,59,0,0,1,59
1/13/2020,Vape Product,Each,904,45094.83,0,0,904,45094.83
6/18/2021,Shake/Trim,Grams,0,0,196,991.07,196,991.07
6/3/2021,Concentrate (Each),Each,1703,71406.86,0,0,1703,71406.86
9/1/2023,Concentrate (Bulk),Grams,0,0,8,303.92,8,303.92
3/11/2021,Concentrate,Grams,0,0,223.08,10987.41,223.08,10987.41
7/9/2019,Infused (edible),Each,2276,64963.51,0,0,2276,64963.51
3/3/2022,Raw Pre-Rolls,Grams,0,0,11309,120214.97,11309,120214.97
3/30/2020,Kief,Grams,0,0,8,184.68,8,184.68
3/24/2019,Infused (edible),Each,649,16233.37,0,0,649,16233.37
11/26/2019,Infused (non-edible),Each,255,8110.33,0,0,255,8110.33
2/29/2020,Concentrate,Grams,0,0,202,9496.41,202,9496.41
5/22/2020,Shake/Trim,Grams,0,0,9,76.22,9,76.22
9/11/2019,Raw Pre-Rolls,Grams,0,0,4212.57,41876.67,4212.57,41876.67
3/13/2020,Buds,Grams,0,0,49600.36,526667.35,49600.36,526667.35
12/8/2022,Shake/Trim,Grams,0,0,288.5,1067.07,288.5,1067.07
9/10/2020,Shake/Trim (by strain),Grams,0,0,154.5,1564.73,154.5,1564.73
1/20/2023,Buds,Grams,0,0,61393.29,375867.41,61393.29,375867.41
7/21/2021,Concentrate (Each),Each,1524,65036.03,0,0,1524,65036.03
7/29/2019,Infused (non-edible),Each,292,11104.87,0,0,292,11104.87
3/27/2023,Concentrate,Grams,0,0,29,850.34,29,850.34
12/29/2021,Infused (edible),Each,4609,104208.7,0,0,4609,104208.7
1/9/2022,Infused Pre-Rolls,Grams,0,0,200.01,4404.56,200.01,4404.56
10/6/2021,Vape Product,Each,2602,120561.47,0,0,2602,120561.47
5/10/2021,Buds,Grams,0,0,40777.58,415048.91,40777.58,415048.91
8/26/2021,Infused Pre-Rolls,Grams,0,0,225.14,5077.69,225.14,5077.69
5/30/2023,Shake/Trim (by strain),Grams,0,0,2320,6496.25,2320,6496.25
12/23/2019,Buds,Grams,0,0,30349.44,316832.2,30349.44,316832.2
11/26/2020,Raw Pre-Rolls,Grams,0,0,97,1024.05,97,1024.05
11/29/2018,Concentrate (Each),Each,184,8934.99,0,0,184,8934.99
10/1/2022,Buds,Grams,0,0,49410.58,337421.5,49410.58,337421.5
2/25/2019,Concentrate (Each),Each,213,9546,0,0,213,9546
8/25/2022,Concentrate,Grams,0,0,68.58,2389.06,68.58,2389.06
7/25/2021,Buds,Milligrams,0,0,3500,41.44,3500,41.44
7/30/2021,Buds,Grams,0,0,49683.86,519407.53,49683.86,519407.53
9/15/2020,Infused (edible),Each,3684,121654.75,0,0,3684,121654.75
8/17/2023,Infused (edible),Each,5297,106798,0,0,5297,106798
7/13/2020,Raw Pre-Rolls,Grams,0,0,5123.9,61077.34,5123.9,61077.34
3/27/2020,Vape Product,Each,1827,88519.55,0,0,1827,88519.55
1/30/2023,Shake/Trim (by strain),Grams,0,0,1461.8,5561.19,1461.8,5561.19
4/3/2023,Infused (edible),Each,4113,92849.48,0,0,4113,92849.48
9/8/2022,Shake/Trim (by strain),Grams,0,0,1605.1,7727.9,1605.1,7727.9
12/28/2018,Buds,Each,137,2166.18,0,0,137,2166.18
10/18/2022,Kief,Grams,0,0,29,459.37,29,459.37
8/11/2021,Shake/Trim,Grams,0,0,698.75,3637.61,698.75,3637.61
6/22/2023,Infused (non-edible),Each,130,3241.03,0,0,130,3241.03
2/18/2023,Vape Product,Each,4135,131277.51,0,0,4135,131277.51
10/17/2022,Infused (non-edible),Each,51,1379.05,0,0,51,1379.05
6/23/2021,Infused Beverage,Each,867,6372.4,0,0,867,6372.4
1/5/2023,Infused (non-edible),Each,167,4816.3,0,0,167,4816.3
8/16/2021,Kief,Grams,0,0,112.77,1504.93,112.77,1504.93
4/7/2021,Vape Product,Each,3260,146535.14,0,0,3260,146535.14
8/22/2019,Raw Pre-Rolls,Each,11,76,0,0,11,76
12/6/2019,Kief,Grams,0,0,27.5,676.82,27.5,676.82
9/21/2022,Shake/Trim,Grams,0,0,35.9,176.04,35.9,176.04
4/16/2022,Infused (non-edible),Each,191,6091.43,0,0,191,6091.43
12/9/2019,Concentrate,Grams,0,0,89,4495.37,89,4495.37
3/14/2022,Concentrate,Milligrams,0,0,2000,192.61,2000,192.61
9/1/2021,Concentrate,Grams,0,0,97,3303.91,97,3303.91
6/6/2023,Raw Pre-Rolls,Grams,0,0,12021.25,86827.56,12021.25,86827.56
10/4/2019,Suppository,Each,2,30,0,0,2,30
11/14/2021,Concentrate (Bulk),Grams,0,0,5,161,5,161
12/13/2022,Infused Beverage,Each,651,4768.29,0,0,651,4768.29
5/27/2022,Shake/Trim (by strain),Grams,0,0,3484.3,17410.12,3484.3,17410.12
1/29/2021,Infused (edible),Each,4677,144811.39,0,0,4677,144811.39
2/12/2021,Infused Pre-Rolls,Grams,0,0,272.35,5544.08,272.35,5544.08
5/22/2021,Kief,Grams,0,0,113.96,1359.39,113.96,1359.39
8/24/2019,Shake/Trim (by strain),Grams,0,0,140.7,1604.17,140.7,1604.17
3/26/2020,Buds,Grams,0,0,21591,236771.12,21591,236771.12
5/25/2022,Vape Product,Each,3609,134867.51,0,0,3609,134867.51
11/11/2021,Infused Pre-Rolls,Grams,0,0,280.1,5433.36,280.1,5433.36
1/15/2021,Concentrate (Each),Each,2065,88796.15,0,0,2065,88796.15
5/14/2022,Infused Pre-Rolls,Milligrams,0,0,2000,34.3,2000,34.3
12/9/2020,Shake/Trim,Grams,0,0,522,2869.68,522,2869.68
6/23/2020,Shake/Trim (by strain),Grams,0,0,378,3375.78,378,3375.78
6/27/2019,Concentrate,Each,4,164,0,0,4,164
10/19/2019,Shake/Trim (by strain),Grams,0,0,176,1986.84,176,1986.84
9/20/2021,Concentrate (Each),Each,1271,54172.74,0,0,1271,54172.74
10/27/2021,Infused (edible),Each,4185,106274.09,0,0,4185,106274.09
7/26/2020,Shake/Trim,Grams,0,0,5,75.54,5,75.54
2/1/2020,Infused (non-edible),Each,296,10064.26,0,0,296,10064.26
2/15/2022,Infused Beverage,Each,702,5555.72,0,0,702,5555.72
1/16/2020,Infused (non-edible),Each,275,8072.91,0,0,275,8072.91
7/2/2023,Buds,Milligrams,0,0,28000,120,28000,120
3/28/2021,Concentrate (Each),Each,1389,60889.37,0,0,1389,60889.37
12/22/2022,Buds,Grams,0,0,71158.26,423446.02,71158.26,423446.02
7/6/2019,Vape Product,Each,1,46.75,0,0,1,46.75
1/8/2023,Kief,Grams,0,0,24.5,372.99,24.5,372.99
12/10/2021,Vape Product,Each,3673,164348.26,0,0,3673,164348.26
1/18/2020,Infused (edible),Each,3219,94436.32,0,0,3219,94436.32
12/17/2021,Concentrate (Each),Each,1968,74374.76,0,0,1968,74374.76
3/9/2020,Kief,Grams,0,0,17,513.81,17,513.81
9/7/2020,Concentrate,Grams,0,0,102,5523.22,102,5523.22
2/20/2021,Infused Pre-Rolls,Grams,0,0,214.3,4498.44,214.3,4498.44
6/19/2023,Shake/Trim,Grams,0,0,874,2524.17,874,2524.17
10/18/2021,Infused Pre-Rolls,Grams,0,0,193.9,3944.6,193.9,3944.6
10/28/2022,Immature Plants,Each,2,42,0,0,2,42
5/29/2019,Infused (non-edible),Each,257,10120.42,0,0,257,10120.42
10/6/2020,Infused (non-edible),Each,262,7840.11,0,0,262,7840.11
5/29/2023,Concentrate,Grams,0,0,47.5,1287.69,47.5,1287.69
1/5/2021,Concentrate,Grams,0,0,222,12110.91,222,12110.91
3/9/2022,Infused Beverage,Each,681,5395.32,0,0,681,5395.32
10/4/2022,Raw Pre-Rolls,Grams,0,0,10054.65,80692.6,10054.65,80692.6
5/14/2020,Shake/Trim (by strain),Grams,0,0,748,3928.81,748,3928.81
8/24/2021,Raw Pre-Rolls,Grams,0,0,9121.3,104838.85,9121.3,104838.85
11/15/2019,Raw Pre-Rolls,Grams,0,0,5549.11,63460.84,5549.11,63460.84
8/1/2022,Infused (edible),Each,4059,87616.58,0,0,4059,87616.58
5/5/2021,Buds,Grams,0,0,40994.44,442546.76,40994.44,442546.76
9/11/2019,Infused (edible),Each,2965,73178.6,0,0,2965,73178.6
6/10/2022,Shake/Trim (by strain),Grams,0,0,2830.5,13588.46,2830.5,13588.46
12/29/2021,Raw Pre-Rolls,Grams,0,0,9497.3,100303.69,9497.3,100303.69
2/10/2023,Shake/Trim,Grams,0,0,329,1200.12,329,1200.12
1/19/2023,Infused (non-edible),Each,125,3892.14,0,0,125,3892.14
4/30/2022,Infused (non-edible),Each,279,6151.31,0,0,279,6151.31
8/3/2021,Vape Product,Each,3290,145594.91,0,0,3290,145594.91
3/3/2022,Infused (edible),Each,5515,129131.46,0,0,5515,129131.46
4/9/2021,Kief,Grams,0,0,25,597.2,25,597.2
10/7/2021,Concentrate (Bulk),Grams,0,0,2,128,2,128
1/19/2019,Infused (edible),Each,441,12574.13,0,0,441,12574.13
6/4/2023,Infused (non-edible),Each,105,3182.42,0,0,105,3182.42
7/9/2019,Raw Pre-Rolls,Grams,0,0,2931.84,33307.14,2931.84,33307.14
10/11/2021,Infused Beverage,Each,680,4984.42,0,0,680,4984.42
4/28/2020,Buds,Grams,0,0,33755.35,359919.38,33755.35,359919.38
9/29/2022,Infused (non-edible),Each,112,3446.66,0,0,112,3446.66
3/25/2022,Infused (edible),Each,5223,126134.9,0,0,5223,126134.9
5/28/2022,Raw Pre-Rolls,Grams,0,0,12774.85,114869.77,12774.85,114869.77
2/22/2023,Kief,Grams,0,0,26.5,497.61,26.5,497.61
7/9/2023,Concentrate,Milligrams,0,0,2000,68.09,2000,68.09
5/3/2020,Concentrate,Grams,0,0,141.5,7290.64,141.5,7290.64
4/15/2021,Shake/Trim,Grams,0,0,229,1382.11,229,1382.11
2/7/2023,Buds,Grams,0,0,41942.95,264177.07,41942.95,264177.07
2/13/2023,Shake/Trim (by strain),Grams,0,0,1737.5,6629.11,1737.5,6629.11
1/17/2022,Infused Pre-Rolls,Milligrams,0,0,2400,91,2400,91
9/29/2022,Vape Product,Each,3824,129357.01,0,0,3824,129357.01
4/13/2020,Kief,Grams,0,0,23,542.88,23,542.88
7/16/2022,Infused Beverage,Each,1621,11603.98,0,0,1621,11603.98
3/15/2019,Concentrate (Each),Each,291,12699.48,0,0,291,12699.48
3/25/2021,Buds,Grams,0,0,39003.04,423418.22,39003.04,423418.22
5/14/2021,Concentrate,Grams,0,0,89.5,4518.3,89.5,4518.3
8/21/2022,Shake/Trim (by strain),Grams,0,0,1568.1,7557.04,1568.1,7557.04
5/12/2023,Shake/Trim (by strain),Grams,0,0,2779,9619.33,2779,9619.33
1/22/2023,Concentrate,Grams,0,0,40,1408.14,40,1408.14
12/22/2019,Infused (non-edible),Each,289,8836.1,0,0,289,8836.1
12/6/2021,Infused Pre-Rolls,Grams,0,0,227.56,4998.04,227.56,4998.04
7/13/2023,Vape Product,Each,3723,109765.45,0,0,3723,109765.45
9/19/2019,Concentrate,Grams,0,0,110.75,6227.21,110.75,6227.21
6/20/2021,Kief,Grams,0,0,41.11,607.03,41.11,607.03
12/12/2022,Kief,Grams,0,0,22,418.74,22,418.74
2/16/2020,Buds,Grams,0,0,15261.14,165720.9,15261.14,165720.9
7/4/2022,Shake/Trim,Grams,0,0,141.8,779.22,141.8,779.22
12/2/2021,Shake/Trim,Grams,0,0,140,609.12,140,609.12
2/9/2021,Concentrate (Each),Each,1160,51122.19,0,0,1160,51122.19
10/31/2021,Concentrate (Each),Each,1287,48488.86,0,0,1287,48488.86
8/26/2020,Infused (non-edible),Each,161,5014.86,0,0,161,5014.86
3/11/2020,Infused (non-edible),Each,243,6747.52,0,0,243,6747.52
3/19/2023,Raw Pre-Rolls,Grams,0,0,9020.48,70924.97,9020.48,70924.97
6/5/2021,Buds,Grams,0,0,38215.37,408339.49,38215.37,408339.49
11/27/2022,Buds,Grams,0,0,32756.65,214144.59,32756.65,214144.59
5/5/2023,Infused Beverage,Each,1843,12651.88,0,0,1843,12651.88
1/4/2021,Infused Pre-Rolls,Grams,0,0,163.95,3031.42,163.95,3031.42
5/22/2021,Infused (edible),Each,3775,111724.44,0,0,3775,111724.44
2/23/2022,Concentrate,Grams,0,0,124,4663.67,124,4663.67
3/19/2021,Raw Pre-Rolls,Grams,0,0,9728.8,111412.12,9728.8,111412.12
4/2/2021,Infused Pre-Rolls,Grams,0,0,358.55,6954.94,358.55,6954.94
10/14/2020,Vape Product,Each,2465,119474.29,0,0,2465,119474.29
11/13/2019,Shake/Trim (by strain),Grams,0,0,158,1911.41,158,1911.41
8/3/2020,Shake/Trim (by strain),Grams,0,0,223,2475.84,223,2475.84
6/21/2019,Infused (non-edible),Each,435,18256.2,0,0,435,18256.2
4/5/2020,Shake/Trim (by strain),Grams,0,0,85,903.25,85,903.25
2/1/2020,Kief,Grams,0,0,38,965.42,38,965.42
4/25/2020,Infused (edible),Each,4876,134712.95,0,0,4876,134712.95
8/1/2019,Shake/Trim (by strain),Grams,0,0,364.8,3505.54,364.8,3505.54
3/5/2021,Concentrate (Each),Each,1997,81213.67,0,0,1997,81213.67
4/2/2022,Concentrate,Grams,0,0,53.5,2262.4,53.5,2262.4
1/14/2023,Infused (edible),Each,5195,116003.56,0,0,5195,116003.56
6/16/2020,Vape Product,Each,2526,121771.54,0,0,2526,121771.54
9/25/2021,Infused Pre-Rolls,Grams,0,0,408.4,7608.95,408.4,7608.95
6/12/2019,Shake/Trim,Grams,0,0,100,945.8,100,945.8
11/8/2021,Concentrate (Each),Each,1272,51809.52,0,0,1272,51809.52
2/7/2023,Immature Plants,Each,1,27,0,0,1,27
2/21/2020,Raw Pre-Rolls,Grams,0,0,5258.03,59914.51,5258.03,59914.51
9/9/2019,Infused (edible),Each,2086,61625.65,0,0,2086,61625.65
8/24/2022,Concentrate (Each),Each,1717,53398.46,0,0,1717,53398.46
7/7/2019,Raw Pre-Rolls,Grams,0,0,2361.39,25525.18,2361.39,25525.18
12/27/2021,Raw Pre-Rolls,Grams,0,0,8686.2,93981.74,8686.2,93981.74
7/18/2022,Infused Beverage,Each,647,5207,0,0,647,5207
2/4/2023,Kief,Grams,0,0,24,385.74,24,385.74
3/22/2019,Raw Pre-Rolls,Grams,0,0,24,347.5,24,347.5
1/17/2019,Infused (edible),Each,296,7750.62,0,0,296,7750.62
3/1/2022,Infused (edible),Each,5508,129087.73,0,0,5508,129087.73
3/24/2023,Infused Pre-Rolls,Grams,0,0,795.52,13552.77,795.52,13552.77
2/29/2020,Suppository,Each,2,25.5,0,0,2,25.5
4/12/2019,Infused (non-edible),Each,78,2748.29,0,0,78,2748.29
3/27/2022,Infused (edible),Each,3419,81857.78,0,0,3419,81857.78
4/14/2020,Buds,Grams,0,0,31497.46,335115.88,31497.46,335115.88
5/28/2022,Concentrate (Each),Each,1881,67953.01,0,0,1881,67953.01
5/5/2020,Concentrate,Grams,0,0,295.5,16341.94,295.5,16341.94
7/27/2022,Infused Pre-Rolls,Grams,0,0,416.97,9012.9,416.97,9012.9
10/1/2022,Vape Product,Each,3815,128011.15,0,0,3815,128011.15
4/29/2023,Concentrate (Each),Each,1479,49056.72,0,0,1479,49056.72
2/16/2023,Concentrate (Each),Each,1726,52526.43,0,0,1726,52526.43
2/21/2023,Buds,Grams,0,0,36225.1,234498.46,36225.1,234498.46
5/1/2020,Kief,Grams,0,0,81,1753.74,81,1753.74
8/1/2021,Vape Product,Each,2372,102234.26,0,0,2372,102234.26
4/8/2021,Buds,Grams,0,0,40815.16,432562.64,40815.16,432562.64
4/17/2021,Shake/Trim,Grams,0,0,312,1594.07,312,1594.07
4/1/2023,Infused Pre-Rolls,Grams,0,0,721.14,12765.2,721.14,12765.2
8/10/2023,Infused (non-edible),Each,83,2233.43,0,0,83,2233.43
3/22/2021,Kief,Grams,0,0,94.2,1548.86,94.2,1548.86
10/9/2021,Infused Beverage,Each,1027,7960.79,0,0,1027,7960.79
5/16/2021,Concentrate,Grams,0,0,64.5,3086.95,64.5,3086.95
1/20/2023,Concentrate,Grams,0,0,82.5,2208.71,82.5,2208.71
5/30/2022,Raw Pre-Rolls,Grams,0,0,6613.3,62234.45,6613.3,62234.45
7/3/2022,Infused Pre-Rolls,Grams,0,0,377.92,7358.52,377.92,7358.52
2/8/2023,Shake/Trim,Grams,0,0,252,1003.37,252,1003.37
4/16/2020,Shake/Trim (by strain),Grams,0,0,613,3758.99,613,3758.99
8/29/2023,Shake/Trim,Grams,0,0,728,2437.69,728,2437.69
1/15/2021,Infused Pre-Rolls,Grams,0,0,279.8,5295.14,279.8,5295.14
12/27/2022,Buds,Grams,0,0,45280.73,280324.64,45280.73,280324.64
1/11/2023,Kief,Grams,0,0,60,881.13,60,881.13
2/20/2021,Concentrate (Each),Each,1894,78741.5,0,0,1894,78741.5
3/8/2020,Infused (non-edible),Each,201,5515.38,0,0,201,5515.38
2/11/2022,Vape Product,Each,3741,161221.57,0,0,3741,161221.57
10/26/2021,Raw Pre-Rolls,Grams,0,0,7402.7,84618.4,7402.7,84618.4
11/14/2019,Infused (edible),Each,3032,90702.83,0,0,3032,90702.83
4/15/2023,Shake/Trim,Grams,0,0,644,2031.03,644,2031.03
12/17/2021,Infused Pre-Rolls,Grams,0,0,401.32,8852.81,401.32,8852.81
1/23/2023,Infused Pre-Rolls,Milligrams,0,0,400,20,400,20
5/17/2021,Kief,Grams,0,0,67.4,853.58,67.4,853.58
12/14/2021,Infused Beverage,Each,1138,7901.97,0,0,1138,7901.97
3/21/2022,Vape Product,Each,2615,112006.5,0,0,2615,112006.5
9/20/2021,Infused Pre-Rolls,Grams,0,0,108.85,2678.05,108.85,2678.05
10/18/2021,Concentrate (Each),Each,1127,50624.35,0,0,1127,50624.35
7/31/2022,Raw Pre-Rolls,Grams,0,0,8168.4,80606.08,8168.4,80606.08
10/3/2022,Infused (edible),Each,4627,95727.12,0,0,4627,95727.12
8/2/2023,Concentrate,Grams,0,0,82,2317.54,82,2317.54
2/12/2021,Concentrate (Each),Each,1904,82007.85,0,0,1904,82007.85
11/3/2020,Concentrate,Grams,0,0,256.75,13771.89,256.75,13771.89
7/27/2019,Shake/Trim (by strain),Grams,0,0,153.25,1931.81,153.25,1931.81
12/19/2019,Infused (non-edible),Each,339,10017.47,0,0,339,10017.47
3/28/2021,Infused Pre-Rolls,Grams,0,0,240.1,4576.88,240.1,4576.88
7/6/2020,Concentrate,Grams,0,0,204,10499.65,204,10499.65
5/13/2022,Infused Beverage,Each,1424,12714.69,0,0,1424,12714.69
2/10/2021,Shake/Trim,Grams,0,0,702,3635.28,702,3635.28
3/21/2020,Buds,Grams,0,0,30917.61,337191.47,30917.61,337191.47
1/17/2020,Raw Pre-Rolls,Grams,0,0,5137.17,60010.24,5137.17,60010.24
7/29/2020,Shake/Trim (by strain),Grams,0,0,147,1426.93,147,1426.93
11/24/2019,Shake/Trim (by strain),Grams,0,0,178,2045.41,178,2045.41
8/31/2019,Concentrate,Each,3,150,0,0,3,150
9/7/2019,Vape Product,Each,14,585.88,0,0,14,585.88
11/11/2021,Concentrate (Each),Each,2255,82997.87,0,0,2255,82997.87
8/23/2021,Infused (edible),Each,3656,102116.53,0,0,3656,102116.53
7/4/2019,Infused (non-edible),Each,128,5312.78,0,0,128,5312.78
3/6/2020,Kief,Grams,0,0,31,715.98,31,715.98
9/8/2020,Infused (non-edible),Each,198,6108.38,0,0,198,6108.38
5/2/2021,Buds,Grams,0,0,31940.3,344435.43,31940.3,344435.43
1/26/2023,Infused (edible),Each,4634,97709.92,0,0,4634,97709.92
8/5/2020,Shake/Trim (by strain),Grams,0,0,284,2164.58,284,2164.58
10/10/2020,Vape Product,Each,2903,133239.17,0,0,2903,133239.17
7/25/2019,Buds,Each,21,861.07,0,0,21,861.07
11/23/2022,Raw Pre-Rolls,Grams,0,0,24673.6,194690.54,24673.6,194690.54
4/28/2023,Vape Product,Each,4554,132701.6,0,0,4554,132701.6
11/7/2021,Concentrate,Grams,0,0,37,1577.9,37,1577.9
12/4/2021,Infused Pre-Rolls,Grams,0,0,322.01,6711.71,322.01,6711.71
6/2/2019,Kief,Grams,0,0,14,516.45,14,516.45
4/7/2020,Shake/Trim (by strain),Grams,0,0,105,1095.8,105,1095.8
2/7/2021,Concentrate (Each),Each,766,33907.08,0,0,766,33907.08
2/7/2021,Vape Product,Each,1522,71728.93,0,0,1522,71728.93
1/2/2021,Infused Pre-Rolls,Grams,0,0,330.4,6545.07,330.4,6545.07
3/31/2021,Infused Pre-Rolls,Grams,0,0,205.55,4288.08,205.55,4288.08
2/12/2022,Buds,Grams,0,0,44901.85,407775.74,44901.85,407775.74
12/24/2019,Infused (non-edible),Each,373,9968.67,0,0,373,9968.67
3/31/2021,Infused (edible),Each,4231,128601.18,0,0,4231,128601.18
8/3/2019,Shake/Trim (by strain),Grams,0,0,273,3324.55,273,3324.55
6/3/2021,Raw Pre-Rolls,Grams,0,0,9115.1,105192.22,9115.1,105192.22
2/27/2022,Kief,Grams,0,0,40,856.57,40,856.57
6/3/2019,Concentrate,Grams,0,0,103.5,5856.16,103.5,5856.16
8/26/2023,Vape Product,Each,3574,104649.58,0,0,3574,104649.58
4/4/2022,Kief,Grams,0,0,16.5,360.04,16.5,360.04
3/5/2019,Buds,Each,58,1377.45,0,0,58,1377.45
11/15/2019,Shake/Trim (by strain),Grams,0,0,219.5,2553.74,219.5,2553.74
5/15/2019,Concentrate,Grams,0,0,124,7863.13,124,7863.13
3/10/2022,Shake/Trim,Grams,0,0,154.75,862.35,154.75,862.35
9/23/2021,Infused Pre-Rolls,Grams,0,0,157.3,3432.81,157.3,3432.81
6/17/2019,Buds,Grams,0,0,17478.4,184683.14,17478.4,184683.14
5/15/2019,Kief,Grams,0,0,16,287,16,287
3/13/2020,Infused (non-edible),Each,343,10197.16,0,0,343,10197.16
2/16/2022,Shake/Trim,Grams,0,0,966,4063.54,966,4063.54
6/25/2022,Concentrate,Grams,0,0,54,1937.38,54,1937.38
3/20/2022,Buds,Grams,0,0,26509.6,236418.16,26509.6,236418.16
5/7/2020,Raw Pre-Rolls,Grams,0,0,6249.71,70196.35,6249.71,70196.35
4/28/2019,Buds,Grams,0,0,6575.81,74912.3,6575.81,74912.3
10/29/2021,Concentrate (Each),Each,2144,86109.57,0,0,2170.5,86109.57
3/4/2020,Infused (edible),Each,2734,76375.78,0,0,2734,76375.78
6/23/2019,Infused (non-edible),Each,226,8761.68,0,0,226,8761.68
6/18/2023,Infused Beverage,Each,854,6076.06,0,0,854,6076.06
11/6/2021,Concentrate (Each),Each,1790,72977.96,0,0,1790,72977.96
8/28/2020,Infused (non-edible),Each,270,7605.75,0,0,270,7605.75
3/3/2021,Concentrate (Each),Each,1914,75652,0,0,1914,75652
7/12/2019,Concentrate (Each),Each,3920,187590.06,0,0,3920,187590.06
3/4/2022,Shake/Trim (by strain),Grams,0,0,2062.5,9102.72,2062.5,9102.72
8/15/2020,Concentrate (Each),Each,1713,73417.22,0,0,1713,73417.22
5/5/2022,Concentrate,Grams,0,0,32,988.24,32,988.24
1/8/2023,Concentrate (Bulk),Grams,0,0,6.5,293,6.5,293
2/16/2023,Kief,Grams,0,0,42,693.03,42,693.03
3/16/2021,Infused (non-edible),Each,130,3930.96,0,0,130,3930.96
4/1/2020,Concentrate (Each),Each,2158,78361.8,0,0,2158,78361.8
8/19/2019,Concentrate,Grams,0,0,51.5,2771.81,51.5,2771.81
11/19/2021,Infused (non-edible),Each,248,7383.79,0,0,248,7383.79
2/25/2020,Infused Pre-Rolls,Grams,0,0,99.99,1610.89,99.99,1610.89
5/26/2020,Infused (edible),Each,3119,98221.76,0,0,3119,98221.76
2/14/2023,Raw Pre-Rolls,Grams,0,0,11911.45,92870.45,11911.45,92870.45
4/19/2020,Kief,Grams,0,0,70,987.16,70,987.16
6/29/2021,Shake/Trim (by strain),Grams,0,0,1977.3,10313.45,1977.3,10313.45
1/8/2020,Infused Pre-Rolls,Grams,0,0,137.75,2504.32,137.75,2504.32
12/12/2022,Infused (edible),Each,3900,90717.45,0,0,3900,90717.45
6/22/2021,Infused (edible),Each,3740,107767.49,0,0,3740,107767.49
6/13/2021,Shake/Trim (by strain),Grams,0,0,887,5617.79,887,5617.79
9/18/2022,Concentrate (Bulk),Grams,0,0,4,151.25,4,151.25
1/19/2021,Infused (non-edible),Each,223,5763.41,0,0,223,5763.41
12/20/2021,Concentrate,Milligrams,0,0,3500,197,3500,197
5/4/2020,Buds,Grams,0,0,29683.15,317113.26,29683.15,317113.26
4/11/2021,Kief,Grams,0,0,32,754.1,32,754.1
6/10/2023,Vape Product,Each,3467,107641.63,0,0,3467,107641.63
12/11/2019,Concentrate (Each),Each,1468,57701.55,0,0,1468,57701.55
10/24/2020,Shake/Trim (by strain),Grams,0,0,169,1829.03,169,1829.03
5/5/2022,Concentrate (Bulk),Grams,0,0,0.2,68.02,0.2,68.02
3/23/2020,Raw Pre-Rolls,Grams,0,0,3814.68,45482.45,3814.68,45482.45
2/1/2023,Buds,Grams,0,0,47537.75,289259.54,47537.75,289259.54
1/23/2022,Concentrate,Grams,0,0,47,2071.69,47,2071.69
3/27/2021,Buds,Grams,0,0,41075.09,443336.26,41075.09,443336.26
1/2/2022,Shake/Trim,Grams,0,0,29.5,141,29.5,141
4/19/2021,Raw Pre-Rolls,Grams,0,0,9371.8,101513.67,9371.8,101513.67
7/17/2020,Vape Product,Each,2868,144389.07,0,0,2868,144389.07
9/12/2020,Infused Pre-Rolls,Grams,0,0,277.75,5708.54,277.75,5708.54
8/18/2023,Infused Beverage,Each,1425,10469.52,0,0,1425,10469.52
4/4/2023,Infused Beverage,Each,785,5770.08,0,0,785,5770.08
6/6/2019,Infused Pre-Rolls,Grams,0,0,10,137.63,10,137.63
6/9/2023,Concentrate (Bulk),Grams,0,0,1,30,1,30
6/1/2022,Shake/Trim,Grams,0,0,30.1,137.21,30.1,137.21
10/10/2021,Infused (non-edible),Each,146,3486.94,0,0,146,3486.94
11/14/2020,Vape Product,Each,2657,130168.59,0,0,2657,130168.59
9/19/2019,Suppository,Each,1,13.5,0,0,1,13.5
6/24/2022,Infused Pre-Rolls,Milligrams,0,0,19300,323.21,19300,323.21
