SALE_PERIOD,TOTAL_$,PRODUCT_CATEGORY,UNIT_OF_MEASURE,TOTAL_UNITS,CCC Last Updated,CountBasedTotal,DollarCountBasedTotal,DollarWeightBasedTotal,Quantity,WeightBasedTotal
2023-04-20,7,Infused Beverage,Each,1,4/24/2023,,7,0,1,0
2023-04-21,1389.52,Buds,Grams,38,4/24/2023,,0,1389.52,130.3,130.3
2023-04-19,130.2,Infused Beverage,Each,11,4/24/2023,,130.2,0,24,0
2023-04-19,1005.4,Vape Product,Each,27,4/24/2023,,1005.4,0,30,0
2018-11-20 -2023-04-16,616067.77,Buds,Grams,16663,4/24/2023,0,0,616067.77,134740.5,134740.5
2023-04-19,4196.29,Buds,Grams,103,4/24/2023,,0,4196.29,430.5,430.5
2023-04-20,1015.5,Infused Pre-Rolls,Grams,83,4/24/2023,,0,1015.5,101,101
2018-11-20 -2023-04-16,20773.2,Infused Beverage,Each,1870,4/24/2023,3018,20773.2,0,3018,0
2023-04-23,35,Infused Pre-Rolls,Grams,1,4/24/2023,,0,35,0.4,0.4
2018-11-20 -2023-04-16,444252.64,Infused Pre-Rolls,Grams,13761,4/24/2023,0,0,444252.64,16040.08,16040.08
2023-04-20,462,Concentrate (Each),Each,9,4/24/2023,,462,0,9,0
2023-04-23,120,Infused Beverage,Each,11,4/24/2023,,120,0,15,0
2023-04-22,1799.05,Raw Pre-Rolls,Grams,149,4/24/2023,,0,1799.05,221.3,221.3
2023-04-22,1452.5,Infused (edible),Each,50,4/24/2023,,1452.5,0,66,0
2018-11-20 -2023-04-16,4571348.13,Vape Product,Each,54676,4/24/2023,61253,4571348.13,0,62488,0
2018-11-20 -2023-04-16,13177.98,Infused (non-edible),Each,426,4/24/2023,491,13177.98,0,498,0
2023-04-20,862.49,Infused (edible),Each,24,4/24/2023,,862.49,0,34,0
2023-04-18,2755,Concentrate (Each),Each,58,4/24/2023,,2755,0,69,0
2023-04-18,2005.01,Vape Product,Each,47,4/24/2023,,2005.01,0,52,0
2023-04-21,100,Infused Pre-Rolls,Grams,5,4/24/2023,,0,100,7.8,7.8
2023-04-22,91,Infused (non-edible),Each,5,4/24/2023,,91,0,5,0
2023-04-17,70,Infused (non-edible),Each,2,4/24/2023,,70,0,2,0
2023-04-22,769.8,Concentrate (Each),Each,19,4/24/2023,,769.8,0,19,0
2023-04-17,98,Concentrate,Grams,2,4/24/2023,,0,98,2,2
2023-04-20,625.18,Concentrate,Grams,15,4/24/2023,,0,625.18,15,15
2023-04-19,887.52,Vape Product,Each,25,4/24/2023,,887.52,0,25,0
2018-11-20 -2023-04-16,1568443.98,Vape Product,Each,34944,4/24/2023,34300,1568443.98,0,38760,0
2018-11-20 -2023-04-16,10940.16,Infused Pre-Rolls,Grams,510,4/24/2023,0,0,10940.16,598.22,598.22
2023-04-23,275,Infused Pre-Rolls,Grams,12,4/24/2023,,0,275,11.6,11.6
2018-11-20 -2023-04-16,9165,Concentrate,Grams,95,4/24/2023,0,0,9165,305,305
2018-11-20 -2023-04-16,373933.61,Concentrate (Each),Each,6593,4/24/2023,7180,373933.61,0,7218.5,0
2023-04-17,38.5,Infused (non-edible),Each,1,4/24/2023,,38.5,0,1,0
2023-04-21,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2023-04-21,43.98,Infused Beverage,Each,2,4/24/2023,,43.98,0,2,0
2023-04-17,718,Raw Pre-Rolls,Grams,51,4/24/2023,,0,718,63.5,63.5
2023-04-20,6424.85,Infused (edible),Each,511,4/24/2023,,6424.85,0,650,0
2023-04-19,65.02,Infused (edible),Each,5,4/24/2023,,65.02,0,5,0
2018-11-20 -2023-04-16,200742.33,Concentrate (Each),Each,4762,4/24/2023,4031,200742.33,0,5209,0
2023-04-18,3395,Infused (edible),Each,126,4/24/2023,,3395,0,165,0
2023-04-22,3740,Vape Product,Each,71,4/24/2023,,3740,0,103,0
2018-11-20 -2023-04-16,3723,Shake/Trim,Ounces,145,4/24/2023,0,0,3723,30.55,30.55
2023-04-20,1079.57,Concentrate (Each),Each,22,4/24/2023,,1079.57,0,29,0
2018-11-20 -2023-04-16,3248123.3,Buds,Grams,68716,4/24/2023,0,0,3248123.3,324567.8,324567.8
2023-04-20,4149.45,Buds,Grams,88,4/24/2023,,0,4149.45,451.5,451.5
2023-04-17,4212,Infused (edible),Each,172,4/24/2023,,4212,0,233,0
2018-11-20 -2023-04-16,6450340.89,Vape Product,Each,112585,4/24/2023,116990,6450340.89,0,120846,0
2023-04-23,45,Infused Beverage,Each,6,4/24/2023,,45,0,7,0
2023-04-22,500,Concentrate (Each),Each,8,4/24/2023,,500,0,13,0
2023-04-19,120,Infused Pre-Rolls,Grams,2,4/24/2023,,0,120,4,4
2023-04-20,1225,Vape Product,Each,30,4/24/2023,,1225,0,31,0
2023-04-22,548,Concentrate (Each),Each,13,4/24/2023,,548,0,13,0
2023-04-21,3053.4,Raw Pre-Rolls,Grams,157,4/24/2023,,0,3053.4,264,264
2023-04-17,1360.33,Concentrate (Each),Each,36,4/24/2023,,1360.33,0,37,0
2023-04-18,2892,Vape Product,Each,53,4/24/2023,,2892,0,56,0
2023-04-20,1097.55,Raw Pre-Rolls,Grams,58,4/24/2023,,0,1097.55,90,90
2023-04-23,27.78,Buds,Pounds,1,4/24/2023,,0,27.78,0.01,0.01
2023-04-21,963,Raw Pre-Rolls,Grams,57,4/24/2023,,0,963,98.5,98.5
2023-04-20,3857.5,Buds,Grams,113,4/24/2023,,0,3857.5,525,525
2018-11-20 -2023-04-16,61378.31,Shake/Trim,Grams,880,4/24/2023,0,0,61378.31,22519,22519
2023-04-21,7426.82,Raw Pre-Rolls,Grams,343,4/24/2023,,0,7426.82,785,785
2023-04-19,406.29,Infused Pre-Rolls,Grams,13,4/24/2023,,0,406.29,16.4,16.4
2018-11-20 -2023-04-16,2679167.27,Vape Product,Each,49946,4/24/2023,51016,2679167.27,0,55462,0
2018-11-20 -2023-04-16,474214.81,Raw Pre-Rolls,Grams,30280,4/24/2023,0,0,474214.81,40488.2,40488.2
2023-04-21,5084.7,Infused (edible),Each,161,4/24/2023,,5084.7,0,204,0
2023-04-17,372,Concentrate (Each),Each,6,4/24/2023,,372,0,7,0
2018-11-20 -2023-04-16,396811.8,Infused Pre-Rolls,Grams,13301,4/24/2023,0,0,396811.8,16413.43,16413.43
2023-04-17,3950.85,Vape Product,Each,66,4/24/2023,,3950.85,0,71,0
2018-11-20 -2023-04-16,9000,Concentrate (Bulk),Grams,149,4/24/2023,0,0,9000,69.96,69.96
2023-04-23,229,Raw Pre-Rolls,Grams,20,4/24/2023,,0,229,23,23
2018-11-20 -2023-04-16,1789301.11,Buds,Grams,45674,4/24/2023,0,0,1789301.11,407069.5,407069.5
2023-04-18,75,Infused Pre-Rolls,Grams,3,4/24/2023,,0,75,3.15,3.15
2023-04-23,1819.46,Vape Product,Each,53,4/24/2023,,1819.46,0,56,0
2023-04-18,40,Concentrate (Each),Each,1,4/24/2023,,40,0,1,0
2023-04-19,1261,Concentrate (Each),Each,34,4/24/2023,,1261,0,37,0
2018-11-20 -2023-04-16,29676.23,Vape Product,Each,1026,4/24/2023,471,29676.23,0,1140,0
2023-04-20,515.65,Infused Beverage,Each,57,4/24/2023,,515.65,0,109,0
2018-11-20 -2023-04-16,31770259.48,Vape Product,Each,380632,4/24/2023,521910,31770259.48,0,532414,0
2023-04-19,200,Infused Pre-Rolls,Grams,10,4/24/2023,,0,200,8.9,8.9
2023-04-20,1102.5,Shake/Trim,Grams,26,4/24/2023,,0,1102.5,294,294
2023-04-23,524,Infused (edible),Each,23,4/24/2023,,524,0,26,0
2023-04-21,1437.75,Vape Product,Each,44,4/24/2023,,1437.75,0,49,0
2023-04-22,577.03,Concentrate (Each),Each,12,4/24/2023,,577.03,0,15,0
2018-11-20 -2023-04-16,887867.1,Buds,Grams,21074,4/24/2023,0,0,887867.1,121767,121767
2018-11-20 -2023-04-16,951537.03,Buds,Grams,25259,4/24/2023,0,0,951537.030000001,129925.2,129925.2
2023-04-19,288,Raw Pre-Rolls,Grams,22,4/24/2023,,0,288,35,35
2023-04-19,5593.26,Concentrate (Each),Each,86,4/24/2023,,5593.26,0,113,0
2023-04-17,95,Shake/Trim (by strain),Grams,2,4/24/2023,,0,95,21,21
2023-04-19,781.25,Concentrate (Each),Each,14,4/24/2023,,781.25,0,17,0
2023-04-17,445,Vape Product,Each,10,4/24/2023,,445,0,12,0
2023-04-19,1001.01,Concentrate (Each),Each,22,4/24/2023,,1001.01,0,24,0
2018-11-20 -2023-04-16,17929.21,Concentrate,Grams,357,4/24/2023,0,0,17929.21,301,301
2018-11-20 -2023-04-16,10720.1,Kief,Grams,357,4/24/2023,0,0,10720.1,397,397
2023-04-19,860.01,Infused (edible),Each,47,4/24/2023,,860.01,0,58,0
2018-11-20 -2023-04-16,165057.55,Infused Beverage,Each,12988,4/24/2023,20909,165057.55,0,21671,0
2023-04-20,1477.49,Buds,Grams,53,4/24/2023,,0,1477.49,201.5,201.5
2023-04-22,191.6,Concentrate (Each),Each,4,4/24/2023,,191.6,0,6,0
2018-11-20 -2023-04-16,3011,Kief,Grams,82,4/24/2023,0,0,3011,103,103
2023-04-22,2176.77,Infused (edible),Each,147,4/24/2023,,2176.77,0,273,0
2023-04-20,480.1,Infused Beverage,Each,52,4/24/2023,,480.1,0,85,0
2023-04-18,28.32,Infused (non-edible),Each,1,4/24/2023,,28.32,0,1,0
2023-04-21,3131.5,Raw Pre-Rolls,Grams,189,4/24/2023,,0,3131.5,343.35,343.35
2023-04-17,316.64,Vape Product,Each,8,4/24/2023,,316.64,0,8,0
2023-04-21,2528,Infused (edible),Each,93,4/24/2023,,2528,0,103,0
2023-04-20,816,Infused (edible),Each,34,4/24/2023,,816,0,35,0
2023-04-21,1389,Concentrate (Each),Each,26,4/24/2023,,1389,0,27,0
2018-11-20 -2023-04-16,0.02,Shake/Trim,Grams,4,4/24/2023,0,0,0.02,28,28
2023-04-21,38,Infused Beverage,Each,2,4/24/2023,,38,0,7,0
2023-04-18,1459.8,Buds,Grams,47,4/24/2023,,0,1459.8,148.7,148.7
2023-04-18,1417.5,Concentrate (Each),Each,23,4/24/2023,,1417.5,0,32,0
2018-11-20 -2023-04-16,82501.86,Buds,Grams,1622,4/24/2023,0,0,82501.86,7064,7064
2023-04-23,0.03,Infused Beverage,Each,3,4/24/2023,,0.03,0,3,0
2018-11-20 -2023-04-16,790274.99,Raw Pre-Rolls,Grams,61321,4/24/2023,0,0,790274.99,58241.14,58241.14
2023-04-20,4208.84,Concentrate (Each),Each,140,4/24/2023,,4208.84,0,147,0
2023-04-22,300,Infused Pre-Rolls,Grams,12,4/24/2023,,0,300,12,12
2023-04-18,556.66,Vape Product,Each,16,4/24/2023,,556.66,0,18,0
2023-04-22,1761.49,Raw Pre-Rolls,Grams,152,4/24/2023,,0,1761.49,224.1,224.1
2023-04-23,390,Vape Product,Each,7,4/24/2023,,390,0,7,0
2023-04-21,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2023-04-20,7302.19,Vape Product,Each,155,4/24/2023,,7302.19,0,168,0
2023-04-23,205,Infused (edible),Each,9,4/24/2023,,205,0,9,0
2023-04-21,251,Infused Beverage,Each,11,4/24/2023,,251,0,16,0
2023-04-19,22.5,Infused (non-edible),Each,1,4/24/2023,,22.5,0,1,0
2023-04-23,1346.99,Vape Product,Each,41,4/24/2023,,1346.99,0,37,0
2018-11-20 -2023-04-16,17901.73,Infused Pre-Rolls,Milligrams,677,4/24/2023,0,0,17901.73,924000,924000
2023-04-23,1552,Raw Pre-Rolls,Grams,94,4/24/2023,,0,1552,136,136
2023-04-17,5,Infused Beverage,Each,1,4/24/2023,,5,0,1,0
2023-04-17,2605.58,Raw Pre-Rolls,Grams,191,4/24/2023,,0,2605.58,210,210
2023-04-21,250,Concentrate,Grams,2,4/24/2023,,0,250,7,7
2023-04-20,2547.21,Infused Pre-Rolls,Grams,186,4/24/2023,,0,2547.21,251.1,251.1
2023-04-20,2532,Shake/Trim (by strain),Grams,68,4/24/2023,,0,2532,805,805
2023-04-18,96,Infused Beverage,Each,10,4/24/2023,,96,0,16,0
2018-11-20 -2023-04-16,176791.07,Shake/Trim (by strain),Grams,3474,4/24/2023,0,0,176791.07,38304,38304
2023-04-20,3674,Infused (edible),Each,158,4/24/2023,,3674,0,200,0
2023-04-20,3323.1,Infused (edible),Each,119,4/24/2023,,3323.1,0,150,0
2023-04-18,893,Vape Product,Each,16,4/24/2023,,893,0,16,0
2023-04-23,359.01,Concentrate (Each),Each,14,4/24/2023,,359.01,0,16,0
2023-04-21,2576,Infused (edible),Each,110,4/24/2023,,2576,0,133,0
2018-11-20 -2023-04-16,40057.71,Infused (edible),Each,2142,4/24/2023,2684,40057.71,0,2880,0
2023-04-18,104,Infused Pre-Rolls,Grams,5,4/24/2023,,0,104,4.43,4.43
2023-04-22,547.5,Concentrate (Each),Each,14,4/24/2023,,547.5,0,17,0
2023-04-22,1846,Concentrate (Each),Each,71,4/24/2023,,1846,0,77,0
2023-04-17,50,Concentrate,Grams,1,4/24/2023,,0,50,0.5,0.5
2018-11-20 -2023-04-16,122153.91,Infused Pre-Rolls,Grams,5363,4/24/2023,0,0,122153.91,5493.83,5493.83
2023-04-20,5341.44,Raw Pre-Rolls,Grams,377,4/24/2023,,0,5341.44,638.6,638.6
2023-04-22,110,Infused (non-edible),Each,2,4/24/2023,,110,0,2,0
2018-11-20 -2023-04-16,21548.36,Kief,Grams,589,4/24/2023,0,0,21548.36,634,634
2023-04-19,1577.25,Infused (edible),Each,122,4/24/2023,,1577.25,0,184,0
2023-04-21,40,Infused (non-edible),Each,1,4/24/2023,,40,0,1,0
2023-04-20,448,Infused Pre-Rolls,Grams,14,4/24/2023,,0,448,9.4,9.4
2023-04-17,40,Concentrate (Each),Each,1,4/24/2023,,40,0,1,0
2023-04-18,120,Shake/Trim,Grams,2,4/24/2023,,0,120,56,56
2023-04-18,400,Concentrate,Grams,4,4/24/2023,,0,400,14,14
2023-04-22,155,Concentrate (Each),Each,6,4/24/2023,,155,0,6,0
2018-11-20 -2023-04-16,14779.06,Infused Pre-Rolls,Grams,565,4/24/2023,0,0,14779.06,716.59,716.59
2023-04-19,6236.34,Buds,Grams,169,4/24/2023,,0,6236.34,523.25,523.25
2018-11-20 -2023-04-16,155976.99,Shake/Trim (by strain),Grams,3000,4/24/2023,0,0,155976.99,21888,21888
2018-11-20 -2023-04-16,175476.69,Concentrate,Grams,4473,4/24/2023,0,0,175476.69,5052,5052
2018-11-20 -2023-04-16,172156.01,Concentrate (Each),Each,4241,4/24/2023,4401,172156.01,0,4596,0
2023-04-21,2304.15,Infused (edible),Each,112,4/24/2023,,2304.15,0,155,0
2023-04-18,464,Infused Pre-Rolls,Grams,19,4/24/2023,,0,464,21.8,21.8
2023-04-21,340.24,Infused (non-edible),Each,16,4/24/2023,,340.24,0,30,0
2023-04-18,260,Shake/Trim,Grams,11,4/24/2023,,0,260,84,84
2023-04-23,3358.2,Infused (edible),Each,133,4/24/2023,,3358.2,0,159,0
2018-11-20 -2023-04-16,3565694.54,Concentrate (Each),Each,70204,4/24/2023,74952,3565694.54,0,77109,0
2023-04-20,165,Concentrate (Bulk),Grams,2,4/24/2023,,0,165,4,4
2018-11-20 -2023-04-16,3727635.89,Buds,Grams,67748,4/24/2023,0,0,3727635.89,293925.62,293925.62
2023-04-20,318.38,Kief,Grams,30,4/24/2023,,0,318.38,40,40
2023-04-22,41,Infused Beverage,Each,6,4/24/2023,,41,0,9,0
2023-04-23,352.5,Shake/Trim (by strain),Grams,11,4/24/2023,,0,352.5,77,77
2023-04-21,6929.23,Buds,Grams,171,4/24/2023,,0,6929.23,707,707
2023-04-21,2116,Vape Product,Each,43,4/24/2023,,2116,0,43,0
2023-04-19,22,Infused Beverage,Each,1,4/24/2023,,22,0,1,0
2018-11-20 -2023-04-16,6413.2,Infused (non-edible),Each,174,4/24/2023,182,6413.2,0,186,0
2018-11-20 -2023-04-16,6089742.58,Buds,Grams,115977,4/24/2023,0,0,6089742.58,428533.91,428533.91
2023-04-19,1929.92,Infused (edible),Each,90,4/24/2023,,1929.92,0,106,0
2023-04-18,3231,Buds,Grams,114,4/24/2023,,0,3231,868,868
2023-04-19,145,Concentrate,Grams,2,4/24/2023,,0,145,3.5,3.5
2023-04-22,1138.61,Raw Pre-Rolls,Grams,104,4/24/2023,,0,1138.61,199,199
2018-11-20 -2023-04-16,7566.05,Infused (edible),Each,424,4/24/2023,,7566.05,0,476,0
2023-04-23,280,Vape Product,Each,6,4/24/2023,,280,0,8,0
2023-04-17,728,Buds,Grams,23,4/24/2023,,0,728,74.5,74.5
2023-04-18,450,Shake/Trim (by strain),Grams,12,4/24/2023,,0,450,105,105
2023-04-20,348,Concentrate,Grams,6,4/24/2023,,0,348,11,11
2023-04-18,3151.2,Infused (edible),Each,110,4/24/2023,,3151.2,0,141,0
2018-11-20 -2023-04-16,69.54,Concentrate (Bulk),Grams,2,4/24/2023,,0,69.54,1,1
2023-04-19,393.82,Infused (edible),Each,29,4/24/2023,,393.82,0,33,0
2018-11-20 -2023-04-16,38289.1,Infused (non-edible),Each,706,4/24/2023,711,38289.1,0,751,0
2023-04-19,1118.53,Infused Pre-Rolls,Grams,43,4/24/2023,,0,1118.53,56.5,56.5
2023-04-17,85,Concentrate (Each),Each,2,4/24/2023,,85,0,2,0
2023-04-23,3430,Buds,Grams,66,4/24/2023,,0,3430,430.5,430.5
2023-04-23,140,Concentrate (Each),Each,5,4/24/2023,,140,0,5,0
2023-04-23,50,Shake/Trim,Grams,2,4/24/2023,,0,50,14,14
2023-04-20,512.33,Shake/Trim (by strain),Grams,13,4/24/2023,,0,512.33,115.5,115.5
2023-04-23,8433.16,Vape Product,Each,229,4/24/2023,,8433.16,0,248,0
2023-04-21,12.6,Infused Beverage,Each,3,4/24/2023,,12.6,0,3,0
2018-11-20 -2023-04-16,6676,Concentrate,Grams,129,4/24/2023,0,0,6676,128,128
2018-11-20 -2023-04-16,2255312.97,Infused (edible),Each,74994,4/24/2023,87686,2255312.97,0,94014.68,0
2023-04-21,4043,Concentrate (Each),Each,90,4/24/2023,,4043,0,94,0
2023-04-20,25,Infused Pre-Rolls,Grams,1,4/24/2023,,0,25,1,1
2023-04-18,903.6,Vape Product,Each,32,4/24/2023,,903.6,0,32,0
2023-04-20,132,Infused Beverage,Each,3,4/24/2023,,132,0,26,0
2023-04-21,666.02,Concentrate (Each),Each,12,4/24/2023,,666.02,0,17,0
2018-11-20 -2023-04-16,2175367.89,Concentrate (Each),Each,39622,4/24/2023,45208,2175367.89,0,45823,0
2018-11-20 -2023-04-16,280,Infused (non-edible),Each,10,4/24/2023,,280,0,10,0
2023-04-23,2996.7,Vape Product,Each,105,4/24/2023,,2996.7,0,121,0
2023-04-19,25,Infused Beverage,Each,2,4/24/2023,,25,0,4,0
2023-04-23,684,Vape Product,Each,20,4/24/2023,,684,0,23,0
2023-04-19,323,Infused Beverage,Each,19,4/24/2023,,323,0,26,0
2023-04-22,231,Shake/Trim (by strain),Grams,7,4/24/2023,,0,231,49,49
2023-04-22,763.5,Concentrate (Each),Each,31,4/24/2023,,763.5,0,34,0
2023-04-22,25,Infused (non-edible),Each,1,4/24/2023,,25,0,1,0
2023-04-21,823.5,Shake/Trim,Grams,32,4/24/2023,,0,823.5,301,301
2023-04-19,524.49,Concentrate (Each),Each,11,4/24/2023,,524.49,0,11,0
2018-11-20 -2023-04-16,176977.47,Shake/Trim (by strain),Grams,5562,4/24/2023,0,0,176977.47,33415,33415
2023-04-23,272.25,Concentrate (Each),Each,4,4/24/2023,,272.25,0,7,0
2018-11-20 -2023-04-16,22978.69,Concentrate (Each),Each,787,4/24/2023,658,22978.69,0,911,0
2023-04-21,210,Shake/Trim,Grams,7,4/24/2023,,0,210,49,49
2018-11-20 -2023-04-16,56538.24,Infused Beverage,Each,3128,4/24/2023,3506,56538.24,0,4151,0
2023-04-22,100,Concentrate (Each),Each,3,4/24/2023,,100,0,3,0
2023-04-20,470,Concentrate (Each),Each,6,4/24/2023,,470,0,7,0
2023-04-23,2668.76,Raw Pre-Rolls,Grams,134,4/24/2023,,0,2668.76,275.5,275.5
2023-04-17,390,Vape Product,Each,10,4/24/2023,,390,0,10,0
2023-04-17,1438,Vape Product,Each,43,4/24/2023,,1438,0,40,0
2018-11-20 -2023-04-16,12002,Shake/Trim,Grams,150,4/24/2023,0,0,12002,1890,1890
2023-04-17,17414.48,Raw Pre-Rolls,Grams,1453,4/24/2023,,0,17414.48,2029,2029
2023-04-21,850.76,Infused Beverage,Each,34,4/24/2023,,850.76,0,91,0
2023-04-23,1204.12,Concentrate (Each),Each,17,4/24/2023,,1204.12,0,20,0
2023-04-22,616.16,Raw Pre-Rolls,Grams,49,4/24/2023,,0,616.16,55,55
2023-04-18,643.8,Infused (edible),Each,25,4/24/2023,,643.8,0,30,0
2023-04-17,12,Infused Pre-Rolls,Grams,1,4/24/2023,,0,12,1,1
2023-04-23,4982.52,Buds,Grams,109,4/24/2023,,0,4982.52,620,620
2023-04-22,950.1,Infused (edible),Each,34,4/24/2023,,950.1,0,42,0
2023-04-17,5499.82,Vape Product,Each,163,4/24/2023,,5499.82,0,201,0
2023-04-18,100,Kief,Grams,4,4/24/2023,,0,100,4,4
2023-04-23,237.5,Concentrate,Grams,3,4/24/2023,,0,237.5,6,6
2023-04-18,1760,Shake/Trim (by strain),Grams,56,4/24/2023,,0,1760,169.5,169.5
2018-11-20 -2023-04-16,19342.62,Shake/Trim (by strain),Grams,218,4/24/2023,0,0,19342.62,2680,2680
2023-04-22,206,Infused Beverage,Each,10,4/24/2023,,206,0,28,0
2023-04-20,8637.2,Vape Product,Each,323,4/24/2023,,8637.2,0,346,0
2018-11-20 -2023-04-16,9965.72,Infused (non-edible),Each,220,4/24/2023,222,9965.72,0,254,0
2023-04-23,35,Infused (non-edible),Each,1,4/24/2023,,35,0,1,0
2023-04-23,1448.3,Vape Product,Each,42,4/24/2023,,1448.3,0,46,0
2018-11-20 -2023-04-16,167703.57,Shake/Trim (by strain),Grams,4016,4/24/2023,0,0,167703.57,23562.1,23562.1
2023-04-21,8556.12,Buds,Grams,165,4/24/2023,,0,8556.12,1032,1032
2023-04-23,2284.45,Infused (edible),Each,100,4/24/2023,,2284.45,0,141,0
2018-11-20 -2023-04-16,3485,Concentrate (Bulk),Grams,53,4/24/2023,0,0,3485,53,53
2023-04-19,601.01,Raw Pre-Rolls,Grams,50,4/24/2023,,0,601.01,68.5,68.5
2023-04-17,1000,Vape Product,Each,27,4/24/2023,,1000,0,28,0
2023-04-18,528,Shake/Trim (by strain),Grams,8,4/24/2023,,0,528,140,140
2023-04-17,1080,Concentrate (Each),Each,28,4/24/2023,,1080,0,30,0
2023-04-19,2103,Buds,Grams,43,4/24/2023,,0,2103,185.5,185.5
2023-04-21,157,Infused Pre-Rolls,Grams,7,4/24/2023,,0,157,8,8
2023-04-17,234,Infused (non-edible),Each,5,4/24/2023,,234,0,5,0
2023-04-19,156,Concentrate (Each),Each,3,4/24/2023,,156,0,4,0
2023-04-23,20.8,Infused Beverage,Each,4,4/24/2023,,20.8,0,4,0
2023-04-21,131.5,Infused Beverage,Each,10,4/24/2023,,131.5,0,31,0
2023-04-19,5618,Raw Pre-Rolls,Grams,348,4/24/2023,,0,5618,566.8,566.8
2023-04-19,905,Vape Product,Each,22,4/24/2023,,905,0,26,0
2018-11-20 -2023-04-16,47980132.12,Buds,Grams,1255293,4/24/2023,0,0,47980132.12,3632598.48,3632598.48
2023-04-20,2913,Raw Pre-Rolls,Grams,143,4/24/2023,,0,2913,315,315
2023-04-17,3513.75,Buds,Grams,78,4/24/2023,,0,3513.75,279,279
2023-04-19,30,Infused (non-edible),Each,2,4/24/2023,,30,0,2,0
2023-04-19,3289.01,Vape Product,Each,90,4/24/2023,,3289.01,0,93,0
2023-04-23,213,Infused Beverage,Each,13,4/24/2023,,213,0,16,0
2023-04-21,1642.1,Raw Pre-Rolls,Grams,111,4/24/2023,,0,1642.1,144,144
2023-04-22,605,Infused (edible),Each,13,4/24/2023,,605,0,28,0
2023-04-21,819,Infused (edible),Each,43,4/24/2023,,819,0,119,0
2023-04-17,2651.63,Raw Pre-Rolls,Grams,201,4/24/2023,,0,2651.63,263.8,263.8
2023-04-18,36.01,Infused Pre-Rolls,Grams,2,4/24/2023,,0,36.01,4,4
2023-04-19,953.01,Infused Pre-Rolls,Grams,57,4/24/2023,,0,953.01,58.5,58.5
2023-04-19,713,Concentrate (Each),Each,12,4/24/2023,,713,0,17,0
2018-11-20 -2023-04-16,17329.6,Concentrate,Grams,256,4/24/2023,0,0,17329.6,278,278
2023-04-17,361.61,Infused (edible),Each,20,4/24/2023,,361.61,0,22,0
2023-04-19,623,Vape Product,Each,15,4/24/2023,,623,0,17,0
2023-04-18,603.5,Concentrate (Each),Each,13,4/24/2023,,603.5,0,14,0
2018-11-20 -2023-04-16,73959.45,Infused (non-edible),Each,1549,4/24/2023,1662,73959.45,0,1729,0
2023-04-17,5468.7,Raw Pre-Rolls,Grams,316,4/24/2023,,0,5468.7,631,631
2018-11-20 -2023-04-16,690686.41,Infused (edible),Each,27957,4/24/2023,33594,690686.41,0,35640,0
2018-11-20 -2023-04-16,10469003.94,Concentrate (Each),Each,135314,4/24/2023,160423,10469003.94,0,167071,0
2023-04-19,552,Infused (edible),Each,20,4/24/2023,,552,0,29,0
2023-04-22,59.6,Infused Beverage,Each,8,4/24/2023,,59.6,0,11,0
2023-04-23,48,Kief,Grams,3,4/24/2023,,0,48,3,3
2023-04-22,891.96,Raw Pre-Rolls,Grams,41,4/24/2023,,0,891.96,75,75
2023-04-17,412,Shake/Trim (by strain),Grams,7,4/24/2023,,0,412,84,84
2023-04-17,1596.5,Vape Product,Each,40,4/24/2023,,1596.5,0,42,0
2023-04-18,3889.6,Buds,Grams,61,4/24/2023,,0,3889.6,661.5,661.5
2018-11-20 -2023-04-16,48965.3,Infused (non-edible),Each,1352,4/24/2023,1359,48965.3,0,1486,0
2018-11-20 -2023-04-16,15186.61,Infused Pre-Rolls,Grams,531,4/24/2023,0,0,15186.61,710.36,710.36
2023-04-20,112.5,Infused (non-edible),Each,6,4/24/2023,,112.5,0,6,0
2023-04-17,2595,Vape Product,Each,83,4/24/2023,,2595,0,110,0
2023-04-17,811.25,Infused (edible),Each,29,4/24/2023,,811.25,0,41,0
2023-04-17,64,Shake/Trim (by strain),Grams,2,4/24/2023,,0,64,14,14
2018-11-20 -2023-04-16,31100804.76,Vape Product,Each,545651,4/24/2023,580657,31100804.76,0,615252,0
2018-11-20 -2023-04-16,828098.69,Concentrate,Grams,14826,4/24/2023,0,0,828098.69,15634.5,15634.5
2023-04-20,190,Shake/Trim,Grams,2,4/24/2023,,0,190,56,56
2023-04-21,793.2,Raw Pre-Rolls,Grams,70,4/24/2023,,0,793.2,96.5,96.5
2023-04-19,5719.26,Infused (edible),Each,230,4/24/2023,,5719.26,0,279,0
2023-04-18,63,Infused (non-edible),Each,2,4/24/2023,,63,0,2,0
2023-04-22,3575.25,Vape Product,Each,90,4/24/2023,,3575.25,0,91,0
2023-04-19,40,Infused (non-edible),Each,1,4/24/2023,,40,0,1,0
2023-04-17,105,Infused Beverage,Each,8,4/24/2023,,105,0,14,0
2023-04-20,4023.71,Infused (edible),Each,191,4/24/2023,,4023.71,0,256,0
2023-04-19,1410,Vape Product,Each,23,4/24/2023,,1410,0,34,0
2023-04-21,2161.9,Raw Pre-Rolls,Grams,115,4/24/2023,,0,2161.9,204,204
2023-04-18,165,Shake/Trim,Grams,2,4/24/2023,,0,165,42,42
2023-04-17,959.57,Infused (edible),Each,44,4/24/2023,,959.57,0,61,0
